32	7006	
id	category	categorylevel	name	desc	subtype	weapon	hideweapon	movable	autoattack	icon	anim	fxspell	fxcast	fxammo	fxprehit	fxhit	fxhitinterval	spellway	qte	spell	splash	weaponrange	cdid	cd	cost	nobattle	buff	select	subselect	selectstate	lambda
545	511	7	STR_SKILL_KN_SHINEBLADE_G3	STR_SKILL_KN_SHINEBLADE_DESC	1	123103	0	0	1	124175	123398	0	123889	0	0	123890	0	6	123426	0	0	1	511	8	0	0	0	123108	0	123109	124176
546	544	1	STR_SKILL_KN_STIGMA_GODJUDGEMENT_G1	STR_SKILL_KN_STIGMA_GODJUDGEMENT_G1_DESC	1	123103	0	1	1	124173	123482	0	123547	0	0	123548	0	2	0	0	0	1	544	120	123321	0	0	123108	0	123109	124177
547	474	1	STR_SKILL_KN_STIGMA_DRAINSWORD_G1	STR_SKILL_KN_STIGMA_DRAINSWORD_G1_DESC	1	123103	0	1	1	124000	123482	0	124001	0	0	124002	0	2	0	0	0	1	474	60	123321	0	0	123108	0	123109	124003
548	0	0	STR_SKILL_P_STATBOOSTPVPDEFEND_G1	STR_SKILL_P_STATBOOSTPVPDEFEND_G1_DESC	0	0	0	0	0	123058	0	0	0	0	0	0	0	1	0	0	0	0	548	0	0	0	0	0	0	0	124178
549	549	1	STR_SKILL_KN_STIGMA_GODPUNISHMENT_G1	STR_SKILL_KN_STIGMA_GODPUNISHMENT_G1_DESC	1	123103	0	1	1	124179	123482	0	124180	0	0	124181	0	2	0	0	0	1	544	120	123334	0	0	123108	0	123109	124182
550	550	1	STR_SKILL_KN_STIGMA_DEMONPUNISHMENT_G1	STR_SKILL_KN_STIGMA_DEMONPUNISHMENT_G1_DESC	1	123103	0	1	1	124183	123105	0	124184	0	0	124185	0	2	0	0	0	1	474	60	123334	0	0	123108	0	123109	124186
551	551	1	STR_SKILL_SC_ASSAULTSTABBER_G1	STR_SKILL_SC_ASSAULTSTABBER_G1_DESC	1	123103	0	1	1	124187	124188	0	124189	0	0	124190	0	2	0	0	0	1	171	16	124191	0	0	123108	0	123109	124192
552	551	2	STR_SKILL_SC_ASSAULTSTABBER_G2	STR_SKILL_SC_ASSAULTSTABBER_G2_DESC	1	123103	0	1	1	124193	124188	0	124194	0	0	124195	0	2	0	0	0	1	171	16	124196	0	0	123108	0	123109	124197
553	551	3	STR_SKILL_SC_ASSAULTSTABBER_G3	STR_SKILL_SC_ASSAULTSTABBER_G3_DESC	1	123103	0	1	1	124198	124188	0	124199	0	0	124200	0	2	0	0	0	1	171	16	123376	0	0	123108	0	123109	124201
554	551	4	STR_SKILL_SC_ASSAULTSTABBER_G4	STR_SKILL_SC_ASSAULTSTABBER_G4_DESC	1	123103	0	1	1	124202	124188	0	124199	0	0	124200	0	2	0	0	0	1	171	16	123535	0	0	123108	0	123109	124203
555	555	1	STR_SKILL_SC_COUNTERSLASH_G1	STR_SKILL_SC_COUNTERSLASH_G1_DESC	1	123103	0	1	1	124204	124205	0	124206	0	0	124207	0	7	0	0	0	1	176	10	0	0	0	123108	0	123109	124208
556	555	2	STR_SKILL_SC_COUNTERSLASH_G2	STR_SKILL_SC_COUNTERSLASH_G2_DESC	1	123103	0	1	1	124209	124205	0	124210	0	0	124211	0	7	0	0	0	1	176	10	0	0	0	123108	0	123109	124212
557	555	3	STR_SKILL_SC_COUNTERSLASH_G3	STR_SKILL_SC_COUNTERSLASH_G3_DESC	1	123103	0	1	1	124213	124205	0	124210	0	0	124211	0	7	0	0	0	1	176	10	0	0	0	123108	0	123109	124214
558	555	4	STR_SKILL_SC_COUNTERSLASH_G4	STR_SKILL_SC_COUNTERSLASH_G4_DESC	1	123103	0	1	1	124215	124205	0	124210	0	0	124211	0	7	0	0	0	1	176	10	0	0	0	123108	0	123109	124216
559	559	1	STR_SKILL_SC_HIDE_G1	STR_SKILL_SC_HIDE_G1_DESC	2	0	0	1	2	124217	123187	0	124218	0	0	0	0	2	0	0	0	0	175	60	124219	1	0	0	0	0	124220
560	560	1	STR_SKILL_SC_SPIRITOFGALE_G1	STR_SKILL_SC_SPIRITOFGALE_G1_DESC	2	0	0	1	0	124221	123187	0	123211	0	0	0	0	2	0	0	0	0	177	120	124222	0	0	0	0	0	124223
561	560	2	STR_SKILL_SC_SPIRITOFGALE_G2	STR_SKILL_SC_SPIRITOFGALE_G2_DESC	2	0	0	1	0	124221	123187	0	123211	0	0	0	0	2	0	0	0	0	177	120	124224	0	0	0	0	0	124225
562	560	3	STR_SKILL_SC_SPIRITOFGALE_G3	STR_SKILL_SC_SPIRITOFGALE_G3_DESC	2	0	0	1	0	124221	123187	0	123211	0	0	0	0	2	0	0	0	0	177	120	124224	0	0	0	0	0	124226
563	560	4	STR_SKILL_SC_SPIRITOFGALE_G4	STR_SKILL_SC_SPIRITOFGALE_G4_DESC	2	0	0	1	0	124221	123187	0	123211	0	0	0	0	2	0	0	0	0	177	120	124224	0	0	0	0	0	124227
564	564	1	STR_SKILL_SC_SWIFTEDGE_G1	STR_SKILL_SC_SWIFTEDGE_G1_DESC	1	123103	0	1	1	124228	124229	0	124230	0	0	124231	0	2	0	0	0	1	172	7	0	0	0	123108	0	123109	124232
565	564	2	STR_SKILL_SC_SWIFTEDGE_G2	STR_SKILL_SC_SWIFTEDGE_G2_DESC	1	123103	0	1	1	124233	124229	0	124230	0	0	124231	0	2	0	0	0	1	172	7	0	0	0	123108	0	123109	124234
566	564	3	STR_SKILL_SC_SWIFTEDGE_G3	STR_SKILL_SC_SWIFTEDGE_G3_DESC	1	123103	0	1	1	124235	124229	0	124236	0	0	124237	0	2	0	0	0	1	172	7	0	0	0	123108	0	123109	124238
567	564	4	STR_SKILL_SC_SWIFTEDGE_G4	STR_SKILL_SC_SWIFTEDGE_G4_DESC	1	123103	0	1	1	124239	124229	0	124236	0	0	124237	0	2	0	0	0	1	172	7	0	0	0	123108	0	123109	124240
568	568	3	STR_SKILL_SC_SWIFTSHOCK_G1	STR_SKILL_SC_SWIFTSHOCK_G1_DESC	1	123103	0	1	1	124241	124242	0	124243	0	0	124244	0	6	124245	0	0	1	173	6	0	0	0	123108	0	123109	124246
569	568	4	STR_SKILL_SC_SWIFTSHOCK_G2	STR_SKILL_SC_SWIFTSHOCK_G2_DESC	1	123103	0	1	1	124247	124242	0	124243	0	0	124244	0	6	124245	0	0	1	173	6	0	0	0	123108	0	123109	124248
570	568	5	STR_SKILL_SC_SWIFTSHOCK_G3	STR_SKILL_SC_SWIFTSHOCK_G3_DESC	1	123103	0	1	1	124249	124242	0	124250	0	0	124251	0	6	124245	0	0	1	173	6	0	0	0	123108	0	123109	124252
571	568	6	STR_SKILL_SC_SWIFTSHOCK_G4	STR_SKILL_SC_SWIFTSHOCK_G4_DESC	1	123103	0	1	1	124253	124242	0	124250	0	0	124251	0	6	124245	0	0	1	173	6	0	0	0	123108	0	123109	124254
572	572	1	STR_SKILL_SC_WHISPEROFWIND_G1	STR_SKILL_SC_WHISPEROFWIND_G1_DESC	2	0	0	1	0	124255	123187	124256	124257	0	0	0	0	2	0	0	0	0	174	30	0	0	0	0	0	0	124258
573	572	2	STR_SKILL_SC_WHISPEROFWIND_G2	STR_SKILL_SC_WHISPEROFWIND_G2_DESC	2	0	0	1	0	124259	123187	124260	124257	0	0	0	0	2	0	0	0	0	174	16	124261	0	0	0	0	0	124262
574	572	3	STR_SKILL_SC_WHISPEROFWIND_G3	STR_SKILL_SC_WHISPEROFWIND_G3_DESC	2	0	0	1	0	124259	123187	124260	124257	0	0	0	0	2	0	0	0	0	174	16	124261	0	0	0	0	0	124263
575	575	1	STR_SKILL_SC_CELETIALIMAGE_G1	STR_SKILL_SC_CELETIALIMAGE_G1_DESC	2	0	0	1	0	124264	123187	0	124265	0	0	0	0	2	0	0	0	1	575	60	123421	0	0	0	0	0	124266
576	576	1	STR_SKILL_SC_PANDEMONIUMPROTECT_G1	STR_SKILL_SC_PANDEMONIUMPROTECT_G1_DESC	2	0	0	1	0	124267	123187	0	124268	0	0	0	0	2	0	0	0	1	576	60	123421	0	0	0	0	0	124269
577	577	1	STR_SKILL_SC_INVOKEPOWER_G1	STR_SKILL_SC_INVOKEPOWER_G1_DESC	2	0	0	1	0	124270	123187	0	124271	0	0	0	0	2	0	0	0	1	577	30	123476	0	0	0	0	0	124272
578	564	5	STR_SKILL_SC_SWIFTEDGE_G5	STR_SKILL_SC_SWIFTEDGE_G5_DESC	1	123103	0	1	1	124273	124229	0	124236	0	0	124237	0	2	0	0	0	1	172	7	0	0	0	123108	0	123109	124274
579	551	5	STR_SKILL_SC_ASSAULTSTABBER_G5	STR_SKILL_SC_ASSAULTSTABBER_G5_DESC	1	123103	0	1	1	124275	124188	0	124199	0	0	124200	0	2	0	0	0	1	171	16	123202	0	0	123108	0	123109	124276
580	568	7	STR_SKILL_SC_SWIFTSHOCK_G5	STR_SKILL_SC_SWIFTSHOCK_G5_DESC	1	123103	0	1	1	124277	124242	0	124250	0	0	124251	0	6	124245	0	0	1	173	6	0	0	0	123108	0	123109	124278
581	555	5	STR_SKILL_SC_COUNTERSLASH_G5	STR_SKILL_SC_COUNTERSLASH_G5_DESC	1	123103	0	1	1	124279	124205	0	124210	0	0	124211	0	7	0	0	0	1	176	10	0	0	0	123108	0	123109	124280
582	559	2	STR_SKILL_SC_HIDE_G2	STR_SKILL_SC_HIDE_G2_DESC	2	0	0	1	2	124281	123187	0	124218	0	0	0	0	2	0	0	0	0	175	60	123247	1	0	0	0	0	124282
618	618	2	STR_SKILL_RA_CRISISCOUNTER_G1	STR_SKILL_RA_CRISISCOUNTER_G1_DESC	1	124283	0	1	2	124284	124285	0	124286	0	0	124287	0	6	123221	0	0	0	618	60	123222	0	0	124288	0	123109	124289
619	619	1	STR_SKILL_RA_LIGHT_SLEEPINGTRAP_G1	STR_SKILL_RA_LIGHT_SLEEPINGTRAP_G1_DESC	7	0	1	0	2	124290	124291	124292	124293	0	0	0	0	2	0	1	0	0	619	120	124294	0	0	0	0	0	124295
620	620	1	STR_SKILL_RA_DARK_SLEEPINGTRAP_G1	STR_SKILL_RA_DARK_SLEEPINGTRAP_G1_DESC	7	0	1	0	2	124296	124291	124292	124293	0	0	0	0	2	0	1	0	0	619	120	124294	0	0	0	0	0	124297
621	621	1	STR_SKILL_RA_LIGHT_BLAZINGTRAP_G1	STR_SKILL_RA_LIGHT_BLAZINGTRAP_G1_DESC	7	0	1	1	2	124298	124299	0	124293	0	0	0	0	2	0	0	0	0	621	20	124294	0	0	0	0	0	124300
622	622	1	STR_SKILL_RA_DARK_BLAZINGTRAP_G1	STR_SKILL_RA_DARK_BLAZINGTRAP_G1_DESC	7	0	1	1	2	124301	124299	0	124293	0	0	0	0	2	0	0	0	0	621	20	124294	0	0	0	0	0	124302
623	621	2	STR_SKILL_RA_LIGHT_BLAZINGTRAP_G2	STR_SKILL_RA_LIGHT_BLAZINGTRAP_G2_DESC	7	0	1	1	2	124303	124299	0	124293	0	0	0	0	2	0	0	0	0	621	20	124294	0	0	0	0	0	124304
624	622	2	STR_SKILL_RA_DARK_BLAZINGTRAP_G2	STR_SKILL_RA_DARK_BLAZINGTRAP_G2_DESC	7	0	1	1	2	124305	124299	0	124293	0	0	0	0	2	0	0	0	0	621	20	124294	0	0	0	0	0	124306
625	625	1	STR_SKILL_RA_TRACKERMIND_G1	STR_SKILL_RA_TRACKERMIND_G1_DESC	2	0	0	1	0	124307	52483	0	124308	0	0	0	0	4	0	0	0	0	625	1	0	0	0	0	0	0	124309
626	625	2	STR_SKILL_RA_TRACKERMIND_G2	STR_SKILL_RA_TRACKERMIND_G1_DESC	2	0	0	1	0	124310	52483	0	124308	0	0	0	0	4	0	0	0	0	625	1	0	0	0	0	0	0	124311
627	627	1	STR_SKILL_RA_APPROACHSHOT_G1	STR_SKILL_RA_APPROACHSHOT_G1_DESC	1	70806	0	0	1	124312	124313	0	124314	124315	0	124316	0	6	123221	0	0	1	627	180	124317	0	0	124318	0	123109	124319
628	628	1	STR_SKILL_RA_LIGHT_CALLCOMPANION_G1	STR_SKILL_RA_LIGHT_CALLCOMPANION_G1_DESC	8	0	1	0	0	124320	124321	0	124322	0	0	124323	0	2	0	0	0	0	628	120	124324	0	0	123588	0	123109	124325
629	629	1	STR_SKILL_RA_DARK_CALLCOMPANION_G1	STR_SKILL_RA_DARK_CALLCOMPANION_G1_DESC	8	0	1	0	0	124326	124321	0	124322	0	0	124323	0	2	0	0	0	0	629	120	124324	0	0	123588	0	123109	124327
630	630	1	STR_SKILL_RA_AIMSHOT_G1	STR_SKILL_RA_AIMSHOT_G1_DESC	1	70806	0	0	1	124328	124313	0	124329	124330	0	124331	0	2	0	0	0	1	630	180	123264	0	0	124318	0	123109	124332
631	631	1	STR_SKILL_RA_LIGHTNINGSHOT_G1	STR_SKILL_RA_LIGHTNINGSHOT_G1_DESC	1	70806	0	1	1	124333	124313	0	124334	124335	0	124336	0	2	0	0	0	0	631	24	123238	0	0	123138	0	123109	124337
632	632	1	STR_SKILL_RA_PAINARROW_G1	STR_SKILL_RA_PAINARROW_G1_DESC	1	70806	0	0	1	124338	124339	0	124340	124341	0	124342	124343	2	0	0	0	1	632	60	123238	0	0	124318	0	123109	124344
633	633	1	STR_SKILL_RA_LIGHT_THROWINGTRAP_G1	STR_SKILL_RA_LIGHT_THROWINGTRAP_G1_DESC	7	0	0	1	0	124345	123773	0	0	0	0	0	0	2	0	0	0	0	633	120	124346	0	0	0	0	0	124347
634	633	2	STR_SKILL_RA_LIGHT_THROWINGTRAP_G2	STR_SKILL_RA_LIGHT_THROWINGTRAP_G2_DESC	7	0	0	1	0	124348	123773	0	0	0	0	0	0	2	0	0	0	0	633	120	124349	0	0	0	0	0	124350
635	633	3	STR_SKILL_RA_LIGHT_THROWINGTRAP_G3	STR_SKILL_RA_LIGHT_THROWINGTRAP_G3_DESC	7	0	0	1	0	124351	123773	0	0	0	0	0	0	2	0	0	0	0	633	120	124352	0	0	0	0	0	124353
636	636	1	STR_SKILL_RA_DARK_THROWINGTRAP_G1	STR_SKILL_RA_DARK_THROWINGTRAP_G1_DESC	7	0	0	1	0	124354	123773	0	0	0	0	0	0	2	0	0	0	0	637	120	124346	0	0	0	0	0	124355
637	636	2	STR_SKILL_RA_DARK_THROWINGTRAP_G2	STR_SKILL_RA_DARK_THROWINGTRAP_G2_DESC	7	0	0	1	0	124356	123773	0	0	0	0	0	0	2	0	0	0	0	637	120	124349	0	0	0	0	0	124357
638	636	3	STR_SKILL_RA_DARK_THROWINGTRAP_G3	STR_SKILL_RA_DARK_THROWINGTRAP_G3_DESC	7	0	0	1	0	124358	123773	0	0	0	0	0	0	2	0	0	0	0	637	120	124352	0	0	0	0	0	124359
639	639	1	STR_SKILL_RA_ENCHANTBOW_G1	STR_SKILL_RA_ENCHANTBOW_G1_DESC	2	0	0	1	0	124360	66236	0	124361	0	0	0	0	2	0	0	0	0	639	180	123291	0	0	0	0	0	124362
640	640	1	STR_SKILL_RA_MOVINGSHOT_G1	STR_SKILL_RA_MOVINGSHOT_G1_DESC	1	70806	0	1	1	124363	124364	0	124365	124366	0	124367	0	2	0	0	0	1	640	8	123321	0	0	124318	0	123109	124368
641	641	1	STR_SKILL_RA_PANTHERMOVE_G1	STR_SKILL_RA_PANTHERMOVE_G1_DESC	2	0	0	1	0	124369	52483	0	124370	0	0	0	0	2	0	0	0	0	646	180	123334	0	0	0	0	0	124371
642	642	1	STR_SKILL_RA_EXPLOSIONARROW_G1	STR_SKILL_RA_EXPLOSIONARROW_G1_DESC	1	70806	0	0	1	124372	124313	0	124373	124374	0	124375	0	2	0	0	0	1	647	30	123321	0	0	124318	0	123109	124376
643	643	1	STR_SKILL_RA_HUNTERMIND_G1	STR_SKILL_RA_HUNTERMIND_G1_DESC	2	0	0	1	0	124377	52483	0	124378	0	0	0	0	2	0	0	0	0	643	120	123334	0	0	0	0	0	124379
644	644	1	STR_SKILL_RA_SHADOWARROW_G1	STR_SKILL_RA_SHADOWARROW_G1_DESC	1	70806	0	1	1	124380	124364	0	124381	124382	0	124383	0	2	0	0	0	1	644	20	123334	0	0	124318	0	123109	124384
645	645	1	STR_SKILL_RA_MASSEXPLOSIONARROW_G1	STR_SKILL_RA_MASSEXPLOSIONARROW_G1_DESC	1	70806	0	0	1	124385	124313	124386	124387	124388	0	124389	0	2	0	2	0	1	645	60	123798	0	0	124318	0	123109	124390
646	646	1	STR_SKILL_RA_STIGMA_TIGEREYE_G1	STR_SKILL_RA_STIGMA_TIGEREYE_G1_DESC	2	0	0	1	0	124391	123349	0	124392	0	0	0	0	2	0	0	0	0	2005	1	123321	0	0	0	0	0	124393
647	647	1	STR_SKILL_RA_STIGMA_ANCIENTARROW_G1	STR_SKILL_RA_STIGMA_ANCIENTARROW_G1_DESC	1	70806	0	0	0	124394	124395	0	124396	124397	0	124398	0	2	0	0	0	1	731	60	123309	0	0	124318	0	123109	124399
648	648	1	STR_SKILL_RA_STIGMA_MYSTICARROW_G1	STR_SKILL_RA_STIGMA_MYSTICARROW_G1_DESC	1	70806	0	0	0	124400	124395	0	124401	124402	0	124403	0	2	0	0	0	1	733	60	123309	0	0	124318	0	123109	124399
649	649	1	STR_SKILL_RA_STIGMA_PHOENIXARROW_G1	STR_SKILL_RA_STIGMA_PHOENIXARROW_G1_DESC	1	70806	0	0	0	124404	124395	0	124405	124406	0	124407	0	2	0	0	0	1	731	60	123798	0	0	124318	0	123109	124408
650	650	1	STR_SKILL_RA_STIGMA_DESTRUCTARROW_G1	STR_SKILL_RA_STIGMA_DESTRUCTARROW_G1_DESC	1	70806	0	0	0	124409	124395	0	124410	124411	0	124412	0	2	0	0	0	1	733	60	123798	0	0	124318	0	123109	124408
651	651	1	STR_SKILL_RA_ARROWSTORM_G1	STR_SKILL_RA_ARROWSTORM_G1_DESC	1	70806	0	0	0	124413	124414	0	124415	124416	124417	124418	0	2	0	0	1	0	651	30	124419	0	0	123138	123395	123109	124420
652	652	6	STR_SKILL_RA_ARROWSTRIKE_G1	STR_SKILL_RA_ARROWSTRIKE_G1_DESC	1	70806	0	1	0	124421	124422	0	124423	124424	0	124425	124343	6	124426	0	0	1	173	6	0	0	0	124318	0	123109	124427
653	652	7	STR_SKILL_RA_ARROWSTRIKE_G2	STR_SKILL_RA_ARROWSTRIKE_G2_DESC	1	70806	0	1	0	124428	124422	0	124423	124424	0	124425	124343	6	124426	0	0	1	173	6	0	0	0	124318	0	123109	124254
654	652	8	STR_SKILL_RA_ARROWSTRIKE_G3	STR_SKILL_RA_ARROWSTRIKE_G3_DESC	1	70806	0	1	0	124429	124422	0	124423	124424	0	124425	124343	6	124426	0	0	1	173	6	0	0	0	124318	0	123109	124430
655	655	1	STR_SKILL_RA_BACKDASHSTAB_G1	STR_SKILL_RA_BACKDASHSTAB_G1_DESC	1	124283	0	1	2	124431	124432	0	124433	0	0	124434	0	2	0	0	0	0	543	60	123158	0	0	124288	0	123109	124435
656	655	2	STR_SKILL_RA_BACKDASHSTAB_G2	STR_SKILL_RA_BACKDASHSTAB_G2_DESC	1	124283	0	1	2	124436	124432	0	124433	0	0	124434	0	2	0	0	0	0	543	60	124196	0	0	124288	0	123109	124437
657	657	1	STR_SKILL_RA_BREATHOFNATURE_G1	STR_SKILL_RA_BREATHOFNATURE_G1_DESC	4	0	1	0	0	124438	124439	124440	124441	0	0	124442	0	2	0	2	0	0	539	300	123388	0	0	0	0	0	124443
658	657	2	STR_SKILL_RA_BREATHOFNATURE_G2	STR_SKILL_RA_BREATHOFNATURE_G2_DESC	4	0	1	0	0	124444	124439	124440	124441	0	0	124442	0	2	0	2	0	0	539	300	123861	0	0	0	0	0	124445
659	659	1	STR_SKILL_RA_BREEZEOFCALM_G1	STR_SKILL_RA_BREEZEOFCALM_G1_DESC	0	0	0	1	0	124446	123349	0	124447	0	0	124448	0	2	0	0	0	0	659	120	123356	0	0	123588	0	123109	124449
660	659	2	STR_SKILL_RA_BREEZEOFCALM_G2	STR_SKILL_RA_BREEZEOFCALM_G2_DESC	0	0	0	1	0	124450	123349	0	124447	0	0	124448	0	2	0	0	0	0	659	120	123247	0	0	123588	0	123109	124451
661	661	1	STR_SKILL_RA_CRUSHSHOT_G1	STR_SKILL_RA_CRUSHSHOT_G1_DESC	1	70806	0	0	0	124452	124313	0	124453	124454	0	124455	0	6	124456	0	0	0	580	24	123212	0	0	124457	0	123109	124458
662	661	2	STR_SKILL_RA_CRUSHSHOT_G2	STR_SKILL_RA_CRUSHSHOT_G2_DESC	1	70806	0	0	0	124459	124313	0	124453	124454	0	124455	0	6	124456	0	0	0	580	24	123321	0	0	124457	0	123109	124460
663	663	1	STR_SKILL_RA_DARK_EXPLOSIONTRAP_G1	STR_SKILL_RA_DARK_EXPLOSIONTRAP_G1_DESC	7	0	1	0	2	124461	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124462	0	0	0	0	0	124463
664	663	2	STR_SKILL_RA_DARK_EXPLOSIONTRAP_G2	STR_SKILL_RA_DARK_EXPLOSIONTRAP_G2_DESC	7	0	1	0	2	124464	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124466
665	665	1	STR_SKILL_RA_DARK_SANDSTORMTRAP_G1	STR_SKILL_RA_DARK_SANDSTORMTRAP_G1_DESC	7	0	1	0	2	124467	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124468
666	783	4	STR_SKILL_RA_SILENTARROW_G4	STR_SKILL_RA_SILENTARROW_DESC	1	70806	0	0	0	124469	124313	0	124470	124471	0	124472	0	2	0	0	0	1	786	18	124473	0	0	124318	0	123109	124474
667	667	1	STR_SKILL_RA_DARK_SPIKEBITETRAP_G1	STR_SKILL_RA_DARK_SPIKEBITETRAP_G1_DESC	7	0	0	0	2	124475	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124476
668	668	1	STR_SKILL_RA_DARK_SPIKETRAP_G1	STR_SKILL_RA_DARK_SPIKETRAP_G1_DESC	7	0	0	0	2	124477	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124478	0	0	0	0	0	124479
669	668	2	STR_SKILL_RA_DARK_SPIKETRAP_G2	STR_SKILL_RA_DARK_SPIKETRAP_G2_DESC	7	0	0	0	2	124480	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124346	0	0	0	0	0	124481
670	668	3	STR_SKILL_RA_DARK_SPIKETRAP_G3	STR_SKILL_RA_DARK_SPIKETRAP_G3_DESC	7	0	0	0	2	124482	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124349	0	0	0	0	0	124483
671	671	1	STR_SKILL_RA_SHOCKARROW_G1	STR_SKILL_RA_SHOCKARROW_G1_DESC	1	70806	0	0	2	124484	124313	0	124485	124486	0	124487	0	2	0	0	0	1	673	30	124488	0	0	124318	0	123109	124489
672	672	1	STR_SKILL_RA_ROOTARROW_G1	STR_SKILL_RA_ROOTARROW_G1_DESC	1	70806	0	0	2	124490	124313	0	124491	124454	0	124455	0	2	0	0	0	1	672	30	124488	0	0	124318	0	123109	124492
673	702	5	STR_SKILL_RA_SPOUTARROW_G5	STR_SKILL_RA_SPOUTARROW_G1_DESC	1	70806	0	0	0	124493	124494	0	124491	124495	0	124496	124132	2	0	0	0	0	702	18	0	0	0	123138	124497	123109	124498
674	674	1	STR_SKILL_RA_ENTANGLESHOT_G1	STR_SKILL_RA_ENTANGLESHOT_G1_DESC	1	70806	0	1	0	124499	124494	0	124500	124501	0	124502	0	2	0	0	0	1	536	16	123485	0	0	124318	0	123109	124503
675	674	2	STR_SKILL_RA_ENTANGLESHOT_G2	STR_SKILL_RA_ENTANGLESHOT_G2_DESC	1	70806	0	1	0	124504	124494	0	124500	124501	0	124502	0	2	0	0	0	1	536	16	124505	0	0	124318	0	123109	124506
676	674	3	STR_SKILL_RA_ENTANGLESHOT_G3	STR_SKILL_RA_ENTANGLESHOT_G3_DESC	1	70806	0	1	0	124507	124494	0	124500	124501	0	124502	0	2	0	0	0	1	536	16	124508	0	0	124318	0	123109	124509
677	677	1	STR_SKILL_RA_FREESHOT_G1	STR_SKILL_RA_FREESHOT_G1_DESC	1	70806	0	0	0	124510	124511	0	124512	124513	0	124514	0	2	0	0	0	1	677	0.5	0	0	0	124318	0	123377	124515
678	678	1	STR_SKILL_RA_HEAVYSHOT_G1	STR_SKILL_RA_HEAVYSHOT_G1_DESC	1	70806	0	0	0	124516	124313	0	124517	124518	0	124519	0	2	0	0	0	0	532	12	124520	0	0	124457	0	123109	124521
679	678	2	STR_SKILL_RA_HEAVYSHOT_G2	STR_SKILL_RA_HEAVYSHOT_G2_DESC	1	70806	0	0	0	124522	124313	0	124517	124518	0	124519	0	2	0	0	0	0	532	12	123207	0	0	124457	0	123109	124523
680	678	3	STR_SKILL_RA_HEAVYSHOT_G3	STR_SKILL_RA_HEAVYSHOT_G3_DESC	1	70806	0	0	0	124524	124313	0	124517	124518	0	124519	0	2	0	0	0	0	532	12	124525	0	0	124457	0	123109	124526
681	681	1	STR_SKILL_RA_LIGHT_EXPLOSIONTRAP_G1	STR_SKILL_RA_LIGHT_EXPLOSIONTRAP_G1_DESC	7	0	1	0	2	124527	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124462	0	0	0	0	0	124528
682	681	2	STR_SKILL_RA_LIGHT_EXPLOSIONTRAP_G2	STR_SKILL_RA_LIGHT_EXPLOSIONTRAP_G2_DESC	7	0	1	0	2	124529	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124530
683	683	1	STR_SKILL_RA_LIGHT_SANDSTORMTRAP_G1	STR_SKILL_RA_LIGHT_SANDSTORMTRAP_G1_DESC	7	0	1	0	2	124531	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124532
684	684	1	STR_SKILL_SC_TRUESHOTMIND_G1	STR_SKILL_SC_TRUESHOTMIND_G1_DESC	2	0	1	0	0	124533	66236	124534	124535	0	0	124536	0	2	0	0.5	0	0	2005	1	123975	0	0	0	0	0	124537
685	685	1	STR_SKILL_RA_LIGHT_SPIKEBITETRAP_G1	STR_SKILL_RA_LIGHT_SPIKEBITETRAP_G1_DESC	7	0	0	0	2	124538	124291	0	0	0	0	0	0	2	0	2	0	0	2000	30	124465	0	0	0	0	0	124539
686	686	1	STR_SKILL_RA_LIGHT_SPIKETRAP_G1	STR_SKILL_RA_LIGHT_SPIKETRAP_G1_DESC	7	0	0	0	2	124540	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124478	0	0	0	0	0	124541
687	686	2	STR_SKILL_RA_LIGHT_SPIKETRAP_G2	STR_SKILL_RA_LIGHT_SPIKETRAP_G2_DESC	7	0	0	0	2	124542	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124346	0	0	0	0	0	124543
688	686	3	STR_SKILL_RA_LIGHT_SPIKETRAP_G3	STR_SKILL_RA_LIGHT_SPIKETRAP_G3_DESC	7	0	0	0	2	124544	124291	0	0	0	0	0	0	2	0	1	0	0	2001	20	124349	0	0	0	0	0	124545
689	789	4	STR_SKILL_RA_WILDROAR_G4	STR_SKILL_RA_WILDROAR_DESC	2	0	0	1	2	124546	52483	0	124547	0	0	0	0	2	0	0	0	0	792	10	123421	0	0	0	0	0	124548
690	780	4	STR_SKILL_RA_SABAGEROAR_G4	STR_SKILL_RA_SABAGEROAR_DESC	2	0	0	1	2	124549	52483	0	124547	0	0	0	0	2	0	0	0	0	783	10	123421	0	0	0	0	0	124550
691	778	5	STR_SKILL_RA_POISONARROW_G3	STR_SKILL_RA_POISONARROW_DESC	1	70806	0	0	0	124551	124494	0	124552	124553	0	124554	124343	6	124426	0	0	1	781	24	124555	0	0	124318	0	123109	124556
