36	25526	
id	name	desc	icon	itemtype	itemlevel	playerlevel	sex	civ	quality	tradein	price	sellnpc	deal	breakable	storage	expire	sound	mataudio	mesh	meshbattle	visualslot	colormale	colorfemale	dye	soul	gem	god	changeskin	dismantle	charge	lambda	attrmain	attrbonus	attrcharge1	attrcharge2
110600709	STR_PL_TORSO_N_L1_A_40B	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17222	0	0	403e4d	403e4d	1	10	3	0	1	1	0	0	17191	17400	0	0
110600710	STR_PL_TORSO_N_L1_A_45B	0	17241	1301	45	15083	0	3	3	0	1912400	1	2	1	2	0	17170	290	17274	0	0	7a99bf	7a99bf	1	10	3	0	1	1	0	0	17272	17401	0	0
110600711	STR_PL_TORSO_N_L1_A_50B	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17298	0	0	220c05	280005	1	10	3	0	1	1	0	0	17299	17402	0	0
110600712	STR_PL_TORSO_N_L1_A_25C	0	17241	1301	25	15069	0	3	3	0	83400	1	2	1	2	0	17170	290	17207	0	0	e90f57	e90f57	1	10	3	0	1	1	0	0	17186	17403	0	0
110600713	STR_PL_TORSO_N_L1_A_30C	0	17241	1301	30	15072	0	3	3	0	184300	1	2	1	2	0	17170	290	17220	0	0	a02f52	a02f52	1	10	3	0	1	1	0	0	17188	17404	0	0
110600714	STR_PL_TORSO_N_L1_A_35C	0	17241	1301	35	15076	0	3	3	0	500250	1	2	1	2	0	17170	290	17294	0	0	ffcb5c	ffcb5c	1	10	3	0	1	1	0	0	17189	17405	0	0
110600715	STR_PL_TORSO_N_L1_A_40C	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17222	0	0	403e4d	403e4d	1	10	3	0	1	1	0	0	17191	17406	0	0
110600716	STR_PL_TORSO_N_L1_A_45C	0	17241	1301	45	15083	0	3	3	0	1912400	1	2	1	2	0	17170	290	17274	0	0	7a99bf	7a99bf	1	10	3	0	1	1	0	0	17272	17407	0	0
110600717	STR_PL_TORSO_N_L1_A_50C	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17298	0	0	220c05	280005	1	10	3	0	1	1	0	0	17299	17408	0	0
110600718	STR_PL_TORSO_N_U1_45A	0	17251	1301	45	15083	0	3	4	0	2549850	1	2	1	2	0	17170	290	17303	0	0	333f7c	333f7c	0	15	4	0	1	1	0	0	17299	17409	0	0
110600719	STR_PL_TORSO_D_N_U1_45A	0	17251	1301	45	15083	0	3	4	0	2549850	1	2	1	2	0	17170	290	17303	0	0	6ab4bf	579099	0	15	4	0	1	1	0	0	17299	17410	0	0
110600720	STR_PL_TORSO_N_R2_38B	0	17196	1301	38	15202	0	3	2	0	713650	1	2	1	2	0	17170	290	17266	0	0	88d8e2	88d8e2	1	10	2	0	1	1	0	0	17189	16140	0	0
110600721	STR_PL_TORSO_N_L1_39A	0	17241	1301	39	15151	0	3	3	0	986350	1	2	1	2	0	17170	290	17266	0	0	88d8e2	88d8e2	1	10	3	0	1	1	0	0	17247	17411	0	0
110600722	STR_PL_TORSO_N_L1_41A	0	17241	1301	41	15274	0	3	3	0	1372550	1	2	1	2	0	17170	290	17270	0	0	ff8400	ff8400	1	10	3	0	1	1	0	0	17211	17412	0	0
110600723	STR_PL_TORSO_N_R2_42A	0	17196	1301	42	15184	0	3	2	0	329250	1	3	1	1	0	17170	290	17270	0	0	ff8400	ff8400	1	10	2	0	1	1	0	0	17247	17373	0	0
110600724	STR_PL_TORSO_N_L1_43A	0	17241	1301	43	15315	0	3	3	0	1723050	1	2	1	2	0	17170	290	17222	0	0	403e4d	403e4d	1	10	3	0	1	1	0	0	17307	16162	0	0
110600725	STR_PL_TORSO_N_R2_44A	0	17196	1301	44	15155	0	3	2	0	1547200	1	2	1	2	0	17170	290	17270	0	0	ff8400	ff8400	1	10	2	0	1	1	0	0	17211	17413	0	0
110600726	STR_PL_TORSO_N_L2_47A	0	17241	1301	47	15188	0	3	3	0	1955850	1	2	1	2	0	17170	290	17298	0	0	220c05	280005	1	10	3	0	1	1	0	0	17317	17414	0	0
110600727	STR_PL_TORSO_N_U1_47A	0	17251	1301	47	15188	0	3	4	0	2607800	1	2	1	2	0	17170	290	17303	0	0	333f7c	333f7c	0	15	4	0	1	1	0	0	17377	17415	0	0
110600728	STR_PL_TORSO_N_U2_48A	0	17251	1301	48	15317	0	3	4	0	2641150	1	2	1	2	0	17170	290	17303	0	0	333f7c	333f7c	0	15	4	0	1	1	0	0	17304	17416	0	0
110600729	STR_PL_TORSO_N_U1_49A	0	17251	1301	49	15159	0	3	4	0	2779050	1	2	1	2	0	17170	290	17298	0	0	220c05	280005	0	15	4	0	1	1	0	0	17323	17417	0	0
110600730	STR_PL_TORSO_D_R2_P_30A	0	17196	1301	30	15072	0	3	2	0	115200	1	2	1	2	0	17170	290	17418	17419	0	ffbf32	ffbf32	0	10	3	0	1	1	0	0	17188	17420	0	0
110600731	STR_PL_TORSO_D_L1_P_30A	0	17241	1301	30	15072	0	3	3	0	184300	1	2	1	2	0	17170	290	17418	17419	0	ffbf32	ffbf32	0	10	4	0	1	1	0	0	17357	17421	0	0
110600732	STR_PL_TORSO_D_R2_P_40A	0	17196	1301	40	15079	0	3	2	0	745950	1	2	1	2	0	17170	290	17418	17419	0	ffbf32	ffbf32	0	10	3	0	1	1	0	0	17191	17422	0	0
110600733	STR_PL_TORSO_D_L1_P_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17418	17419	0	ffbf32	ffbf32	0	10	4	0	1	1	0	0	17307	17423	0	0
110600734	STR_PL_TORSO_D_L2_P_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17424	17425	0	e5e1ff	d5d5d5	0	10	4	0	1	1	0	0	17272	17426	0	0
110600735	STR_PL_TORSO_D_U1_P_40A	0	17251	1301	40	15079	0	3	4	0	1591350	1	2	1	2	0	17170	290	17424	17425	0	e5e1ff	d5d5d5	0	15	5	0	1	1	0	0	17368	17427	0	0
110600736	STR_PL_TORSO_D_R2_P_50A	0	17196	1301	50	15086	0	3	2	0	1361288	1	2	1	2	0	17170	290	17428	0	0	d8907a	d8907a	0	10	3	0	1	1	0	0	17299	17390	0	0
110600737	STR_PL_TORSO_D_L1_P_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17428	0	0	d8907a	d8907a	0	10	4	0	1	1	0	0	17429	17430	0	0
110600738	STR_PL_TORSO_D_L2_P_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17431	0	0	f16e4f	f16e4f	0	10	4	0	1	1	0	0	17304	17402	0	0
110600739	STR_PL_TORSO_D_U1_P_50A	0	17251	1301	50	15086	0	3	4	0	2904050	1	2	1	2	0	17170	290	17431	0	0	f16e4f	f16e4f	0	15	5	0	1	1	0	0	17432	17433	0	0
110600740	STR_PL_TORSO_D_D_R2_P_30A	0	17196	1301	30	15072	0	3	2	0	115200	1	2	1	2	0	17170	290	17418	17419	0	1f586d	1f586d	0	10	3	0	1	1	0	0	17188	17420	0	0
110600741	STR_PL_TORSO_D_D_L1_P_30A	0	17241	1301	30	15072	0	3	3	0	184300	1	2	1	2	0	17170	290	17418	17419	0	1f586d	1f586d	0	10	4	0	1	1	0	0	17357	17421	0	0
110600742	STR_PL_TORSO_D_D_R2_P_40A	0	17196	1301	40	15079	0	3	2	0	745950	1	2	1	2	0	17170	290	17418	17419	0	1f586d	1f586d	0	10	3	0	1	1	0	0	17191	17422	0	0
110600743	STR_PL_TORSO_D_D_L1_P_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17418	17419	0	1f586d	1f586d	0	10	4	0	1	1	0	0	17307	17423	0	0
110600744	STR_PL_TORSO_D_D_L2_P_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17424	17425	0	491f1f	301313	0	10	4	0	1	1	0	0	17272	17426	0	0
110600745	STR_PL_TORSO_D_D_U1_P_40A	0	17251	1301	40	15079	0	3	4	0	1591350	1	2	1	2	0	17170	290	17424	17425	0	491f1f	301313	0	15	5	0	1	1	0	0	17368	17427	0	0
110600746	STR_PL_TORSO_D_D_R2_P_50A	0	17196	1301	50	15086	0	3	2	0	1361288	1	2	1	2	0	17170	290	17428	0	0	6ab173	6ab173	0	10	3	0	1	1	0	0	17299	17390	0	0
110600747	STR_PL_TORSO_D_D_L1_P_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17428	0	0	6ab173	6ab173	0	10	4	0	1	1	0	0	17429	17430	0	0
110600748	STR_PL_TORSO_D_D_L2_P_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17431	0	0	b088bf	b088bf	0	10	4	0	1	1	0	0	17304	17402	0	0
110600749	STR_PL_TORSO_D_D_U1_P_50A	0	17251	1301	50	15086	0	3	4	0	2904050	1	2	1	2	0	17170	290	17431	0	0	b088bf	b088bf	0	15	5	0	1	1	0	0	17432	17433	0	0
110600750	STR_PL_TORSO_A_R2_35A	0	17196	1301	35	15076	0	3	2	15491	104250	0	0	1	1	0	17170	290	17381	17382	0	ffffff	ffffff	0	10	4	0	1	1	0	0	17188	16099	0	0
110600751	STR_PL_TORSO_A_R2_45A	0	17196	1301	45	15083	0	3	2	15493	398450	0	0	1	1	0	17170	290	17192	17193	0	ffffff	ffffff	0	10	4	0	1	1	0	0	17191	16102	0	0
110600752	STR_PL_TORSO_D_A_R2_35A	0	17196	1301	35	15076	0	3	2	15491	104250	0	0	1	1	0	17170	290	17381	17382	0	756377	3a002d	0	10	4	0	1	1	0	0	17188	16099	0	0
110600753	STR_PL_TORSO_D_A_R2_45A	0	17196	1301	45	15083	0	3	2	15493	398450	0	0	1	1	0	17170	290	17192	17193	0	4f444e	4f444e	0	10	4	0	1	1	0	0	17191	16102	0	0
110600756	STR_PL_TORSO_N_R1_22D	0	17196	1301	22	201	0	3	2	0	40600	1	2	1	2	0	17170	290	17434	0	0	b1adab	d6d2ce	1	10	2	0	1	1	0	0	17215	16081	0	0
110600757	STR_PL_TORSO_D_N_R1_22D	0	17196	1301	22	201	0	3	2	0	40600	1	2	1	2	0	17170	290	17435	0	0	a0a5aa	a0a5aa	1	10	2	0	1	1	0	0	17215	16081	0	0
110600758	STR_PL_TORSO_A_U2_50A	0	17251	1301	50	15086	0	3	4	15497	726050	0	0	1	1	0	17170	290	17192	17193	0	ffffff	ffffff	0	15	6	0	1	1	0	0	17304	17436	0	0
110600759	STR_PL_TORSO_D_A_U2_50A	0	17251	1301	50	15086	0	3	4	15497	726050	0	0	1	1	0	17170	290	17192	17193	0	4f444e	4f444e	0	15	6	0	1	1	0	0	17304	17436	0	0
110600760	STR_PL_TORSO_N_R1_S_39A	0	17196	1301	39	15151	0	3	2	0	821950	1	2	1	2	0	17170	290	17187	0	0	bb591d	c45004	1	10	2	0	1	1	0	0	17189	17437	0	0
110600761	STR_PL_TORSO_N_R2_S_39A	0	17196	1301	39	15151	0	3	2	0	821950	1	2	1	2	0	17170	290	17187	0	0	bb591d	c45004	1	10	2	0	1	1	0	0	17221	17438	0	0
110600762	STR_PL_TORSO_D_N_R1_S_26A	0	17196	1301	26	15257	0	3	2	0	80650	1	2	1	2	0	17170	290	17201	0	0	b1bc83	b1bc83	1	10	2	0	1	1	0	0	17216	17333	0	0
110600763	STR_PL_TORSO_D_N_R2_S_26A	0	17196	1301	26	15257	0	3	2	0	80650	1	2	1	2	0	17170	290	17201	0	0	b1bc83	b1bc83	1	10	2	0	1	1	0	0	17233	17439	0	0
110600764	STR_PL_TORSO_D_N_L1_S_39A	0	17241	1301	39	15151	0	3	3	0	986350	1	2	1	2	0	17170	290	17246	0	0	64809f	64809f	1	10	3	0	1	1	0	0	17191	17440	0	0
110600765	STR_PL_TORSO_D_N_L1_S_44A	0	17241	1301	44	15155	0	3	3	0	1856650	1	2	1	2	0	17170	290	17274	0	0	673d3c	3e1816	1	10	3	0	1	1	0	0	17272	17441	0	0
110600766	STR_PL_TORSO_D_N_L2_S_39A	0	17241	1301	39	15151	0	3	3	0	986350	1	2	1	2	0	17170	290	17246	0	0	64809f	64809f	1	10	3	0	1	1	0	0	17223	17442	0	0
110600767	STR_PL_TORSO_D_N_L2_S_44A	0	17241	1301	44	15155	0	3	3	0	1856650	1	2	1	2	0	17170	290	17274	0	0	673d3c	3e1816	1	10	3	0	1	1	0	0	17286	17443	0	0
110600768	STR_PL_TORSO_NPC_A_R_02	0	17169	1301	1	15033	0	3	1	0	5	1	1	1	2	0	17170	290	17382	0	0	ffffff	ffffff	1	10	1	0	1	1	0	0	17172	0	0	0
110600769	STR_PL_TORSO_NPC_D_A_R_02	0	17169	1301	1	15033	0	3	1	0	5	1	1	1	2	0	17170	290	17382	0	0	756377	3a002d	1	10	1	0	1	1	0	0	17172	0	0	0
110600770	STR_PL_TORSO_NPC_GOLD_01	0	17169	1301	1	15033	0	3	1	0	5	1	1	1	2	0	17170	290	17199	0	0	da9945	da9945	1	10	1	0	1	1	0	0	17172	0	0	0
110600771	STR_PL_TORSO_D_N_C1_Q_18A	0	17169	1301	18	15033	0	3	1	0	4050	1	0	1	1	0	17170	290	17179	0	0	ffffff	ffffff	1	10	2	0	1	1	0	0	17444	0	0	0
110600772	STR_PL_TORSO_D_N_R0_Q_23A	0	17196	1301	23	15033	0	3	2	0	12400	1	0	1	1	0	17170	290	17227	0	0	54316f	54316f	1	10	2	0	1	1	0	0	17183	16247	0	0
110600773	STR_PL_TORSO_D_N_R1_Q_33A	0	17196	1301	33	15033	0	3	2	0	64700	1	0	1	1	0	17170	290	17201	0	0	47873e	679c60	1	10	3	0	1	1	0	0	17353	16243	0	0
110600774	STR_PL_TORSO_D_N_R0_Q_35A	0	17196	1301	35	15033	0	3	2	0	104250	1	0	1	1	0	17170	290	17201	0	0	47873e	679c60	1	10	2	0	1	1	0	0	17218	16122	0	0
110600775	STR_PL_TORSO_D_N_R0_Q_36A	0	17196	1301	36	15033	0	3	2	0	123950	1	0	1	1	0	17170	290	17201	0	0	47873e	679c60	1	10	2	0	1	1	0	0	17353	16125	0	0
110600776	STR_PL_TORSO_D_N_L0_Q_39A	0	17196	1301	39	15033	0	3	3	0	246600	1	0	1	1	0	17170	290	17201	0	0	47873e	679c60	1	10	3	0	1	1	0	0	17210	17445	0	0
110600777	STR_PL_TORSO_D_N_R0_Q_40A	0	17196	1301	40	15033	0	3	2	0	248650	1	0	1	1	0	17170	290	17202	0	0	e4f3a9	ceff64	1	10	2	0	1	1	0	0	17219	17446	0	0
110600778	STR_PL_TORSO_D_N_L1_Q_40A	0	17241	1301	40	15033	0	3	3	0	298400	1	0	1	1	0	17170	290	17266	0	0	b3592c	b3592c	1	10	3	0	1	1	0	0	17191	17447	0	0
110600779	STR_PL_TORSO_D_N_R1_Q_44A	0	17196	1301	44	15033	0	3	2	0	386800	1	0	1	1	0	17170	290	17202	0	0	e4f3a9	ceff64	1	10	3	0	1	1	0	0	17247	16178	0	0
110600780	STR_PL_TORSO_N_R1_Q_19A	0	17196	1301	19	15033	0	3	2	0	5750	1	0	1	1	0	17170	290	17179	0	0	dfae44	e8d48d	1	10	2	0	1	1	0	0	17229	17338	0	0
110600781	STR_PL_TORSO_N_R0_Q_23A	0	17196	1301	23	15033	0	3	2	0	12400	1	0	1	1	0	17170	290	17227	0	0	4937cc	4937cc	1	10	2	0	1	1	0	0	17183	17335	0	0
110600782	STR_PL_TORSO_N_R0_Q_30A	0	17196	1301	30	15033	0	3	2	0	38400	1	0	1	1	0	17170	290	17201	0	0	8bc4ab	8bc4ab	1	10	2	0	1	1	0	0	17216	17448	0	0
110600783	STR_PL_TORSO_N_R0_Q_35A	0	17196	1301	35	15033	0	3	2	0	104250	1	0	1	1	0	17170	290	17201	0	0	8bc4ab	8bc4ab	1	10	3	0	1	1	0	0	17218	16122	0	0
110600784	STR_PL_TORSO_N_L1_Q_36A	0	17241	1301	36	15033	0	3	3	0	148750	1	0	1	1	0	17170	290	17266	0	0	a97671	a97671	1	10	3	0	1	1	0	0	17210	17449	0	0
110600785	STR_PL_TORSO_N_R0_Q_40A	0	17196	1301	40	15033	0	3	2	0	248650	1	0	1	1	0	17170	290	17202	0	0	ffda74	ffda74	1	10	2	0	1	1	0	0	17219	17450	0	0
110600786	STR_PL_TORSO_N_L1_Q_40A	0	17241	1301	40	15033	0	3	3	0	298400	1	0	1	1	0	17170	290	17266	0	0	a97671	a97671	1	10	3	0	1	1	0	0	17191	17447	0	0
110600787	STR_PL_TORSO_N_R1_Q_44A	0	17196	1301	44	15033	0	3	2	0	386800	1	0	1	1	0	17170	290	17202	0	0	ffda74	ffda74	1	10	3	0	1	1	0	0	17247	16178	0	0
110600788	STR_PL_TORSO_N_C1_DARK_30A	0	17169	1301	30	15072	0	3	1	0	30750	1	0	1	1	0	17170	290	17451	0	0	fae3c4	ffeac4	1	10	1	0	1	1	0	0	17185	0	0	0
110600789	STR_PL_TORSO_D_N_C1_LIGHT_30A	0	17169	1301	30	15072	0	3	1	0	30750	1	0	1	1	0	17170	290	17452	0	0	dae3e5	b0bedb	1	10	1	0	1	1	0	0	17185	0	0	0
110600790	STR_PL_TORSO_N_L1_G_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17222	0	0	403e4d	403e4d	1	10	3	0	1	1	0	0	17191	17400	0	0
110600791	STR_PL_TORSO_D_N_L1_G_40A	0	17241	1301	40	15079	0	3	3	0	1193500	1	2	1	2	0	17170	290	17222	0	0	c97e6f	c97e6f	1	10	3	0	1	1	0	0	17191	17400	0	0
110600792	STR_PL_TORSO_N_L1_G_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17298	0	0	220c05	280005	1	10	3	0	1	1	0	0	17299	17453	0	0
110600793	STR_PL_TORSO_D_N_L1_G_50A	0	17241	1301	50	15086	0	3	3	0	2178050	1	2	1	2	0	17170	290	17298	0	0	577575	577575	1	10	3	0	1	1	0	0	17299	17453	0	0
110600794	STR_PL_TORSO_N_U2_A_50A	0	17251	1301	50	15086	0	3	4	0	726050	1	3	1	1	0	17170	290	17303	0	0	333f7c	333f7c	0	15	4	0	1	1	0	0	17454	17455	0	0
110600795	STR_PL_TORSO_N_L1_Q_45A	0	17241	1301	45	15033	0	3	3	0	478100	1	0	1	1	0	17170	290	17294	0	0	b46099	bb609e	1	10	3	0	1	1	0	0	17272	16258	0	0
110600796	STR_PL_TORSO_D_N_L1_Q_45A	0	17241	1301	45	15033	0	3	3	0	478100	1	0	1	1	0	17170	290	17294	0	0	786374	775770	1	10	3	0	1	1	0	0	17272	16258	0	0
110600797	STR_PL_TORSO_N_C1_DARK_30B	0	17169	1301	30	15072	0	3	1	0	30750	1	0	1	1	0	17170	290	17451	0	0	fae3c4	ffeac4	1	10	1	0	1	1	0	0	17182	0	0	0
110600798	STR_PL_TORSO_D_N_C1_LIGHT_30B	0	17169	1301	30	15072	0	3	1	0	30750	1	0	1	1	0	17170	290	17452	0	0	dae3e5	b0bedb	1	10	1	0	1	1	0	0	17182	0	0	0
110600799	STR_PL_TORSO_N_R0_C_16A	0	17196	1301	16	15098	0	3	2	0	3750	1	2	1	2	0	17170	290	17213	0	0	f45328	f45328	1	10	2	0	1	1	0	0	17444	17456	0	0
110600800	STR_PL_TORSO_N_R0_C_21A	0	17196	1301	21	247	0	3	2	0	8200	1	2	1	2	0	17170	290	17195	0	0	a0a5aa	a0a5aa	1	10	2	0	1	1	0	0	17457	16111	0	0
110600801	STR_PL_TORSO_N_R0_C_26A	0	17196	1301	26	15257	0	3	2	0	20200	1	2	1	2	0	17170	290	17201	0	0	d5dcff	d5dcff	1	10	2	0	1	1	0	0	17458	17383	0	0
110600802	STR_PL_TORSO_N_R0_C_31A	0	17196	1301	31	15270	0	3	2	0	46200	1	2	1	2	0	17170	290	17217	0	0	8f63c1	8f63c1	1	10	2	0	1	1	0	0	17276	17459	0	0
110600803	STR_PL_TORSO_N_R0_C_36A	0	17196	1301	36	15272	0	3	2	0	123950	1	2	1	2	0	17170	290	17190	0	0	d3c1a7	c3b683	1	10	2	0	1	1	0	0	17353	16125	0	0
110600804	STR_PL_TORSO_N_R0_C_41A	0	17196	1301	41	15274	0	3	2	0	285950	1	2	1	2	0	17170	290	17220	0	0	565ece	565ece	1	10	2	0	1	1	0	0	17357	16126	0	0
110600805	STR_PL_TORSO_N_R0_C_46A	0	17196	1301	46	15276	0	3	2	0	404250	1	2	1	2	0	17170	290	17222	0	0	cdea7e	cdea7e	1	10	2	0	1	1	0	0	17361	16180	0	0
110600806	STR_PL_TORSO_N_L0_C_31A	0	17241	1301	31	15270	0	3	3	0	55400	1	2	1	2	0	17170	290	17220	0	0	a02f52	a02f52	1	10	3	0	1	1	0	0	17353	17460	0	0
110600807	STR_PL_TORSO_N_L0_C_36A	0	17241	1301	36	15272	0	3	3	0	148750	1	2	1	2	0	17170	290	17294	0	0	ffcb5c	ffcb5c	1	10	3	0	1	1	0	0	17357	17372	0	0
110600808	STR_PL_TORSO_N_L0_C_41A	0	17241	1301	41	15274	0	3	3	0	343150	1	2	1	2	0	17170	290	17222	0	0	403e4d	403e4d	1	10	3	0	1	1	0	0	17361	17461	0	0
110600809	STR_PL_TORSO_N_L0_C_46A	0	17241	1301	46	15276	0	3	3	0	485100	1	2	1	2	0	17170	290	17274	0	0	7a99bf	7a99bf	1	10	3	0	1	1	0	0	17307	17462	0	0
110600810	STR_PL_TORSO_D_N_R0_C_16A	0	17196	1301	16	15098	0	3	2	0	3750	1	2	1	2	0	17170	290	17213	0	0	b8bb7d	b8bb7d	1	10	2	0	1	1	0	0	17444	17456	0	0
110600811	STR_PL_TORSO_D_N_R0_C_21A	0	17196	1301	21	247	0	3	2	0	8200	1	2	1	2	0	17170	290	17195	0	0	b29f67	b29e7f	1	10	2	0	1	1	0	0	17457	16111	0	0
110600812	STR_PL_TORSO_D_N_R0_C_26A	0	17196	1301	26	15257	0	3	2	0	20200	1	2	1	2	0	17170	290	17201	0	0	c58b27	c58b27	1	10	2	0	1	1	0	0	17458	17383	0	0
110600813	STR_PL_TORSO_D_N_R0_C_31A	0	17196	1301	31	15270	0	3	2	0	46200	1	2	1	2	0	17170	290	17217	0	0	784abc	6931bc	1	10	2	0	1	1	0	0	17276	17459	0	0
110600814	STR_PL_TORSO_D_N_R0_C_36A	0	17196	1301	36	15272	0	3	2	0	123950	1	2	1	2	0	17170	290	17190	0	0	fae3c4	ffeac4	1	10	2	0	1	1	0	0	17353	16125	0	0
110600815	STR_PL_TORSO_D_N_R0_C_41A	0	17196	1301	41	15274	0	3	2	0	285950	1	2	1	2	0	17170	290	17220	0	0	516f2d	516f2d	1	10	2	0	1	1	0	0	17357	16126	0	0
110600816	STR_PL_TORSO_D_N_R0_C_46A	0	17196	1301	46	15276	0	3	2	0	404250	1	2	1	2	0	17170	290	17222	0	0	ffc23f	ffc23f	1	10	2	0	1	1	0	0	17361	16180	0	0
110600817	STR_PL_TORSO_D_N_L0_C_31A	0	17241	1301	31	15270	0	3	3	0	55400	1	2	1	2	0	17170	290	17220	0	0	ffca7f	ffca7f	1	10	3	0	1	1	0	0	17353	17460	0	0
110600818	STR_PL_TORSO_D_N_L0_C_36A	0	17241	1301	36	15272	0	3	3	0	148750	1	2	1	2	0	17170	290	17294	0	0	5c6d87	5c6d87	1	10	3	0	1	1	0	0	17357	17372	0	0
110600819	STR_PL_TORSO_D_N_L0_C_41A	0	17241	1301	41	15274	0	3	3	0	343150	1	2	1	2	0	17170	290	17222	0	0	c97e6f	b47d6a	1	10	3	0	1	1	0	0	17361	17461	0	0
110600820	STR_PL_TORSO_D_N_L0_C_46A	0	17241	1301	46	15276	0	3	3	0	485100	1	2	1	2	0	17170	290	17274	0	0	daa8d8	daa8d8	1	10	3	0	1	1	0	0	17307	17462	0	0
110600821	STR_PL_TORSO_A_U2_30A	0	17251	1301	30	15072	0	3	4	15547	61450	0	0	1	1	0	17170	290	17325	17326	0	407996	004e77	0	15	6	0	1	1	0	0	17189	17463	0	0
110600822	STR_PL_TORSO_A_U2_40A	0	17251	1301	40	15079	0	3	4	15549	397850	0	0	1	1	0	17170	290	17327	17328	0	ffb749	ffc772	0	15	6	0	1	1	0	0	17272	16266	0	0
110600823	STR_PL_TORSO_D_A_U2_30A	0	17251	1301	30	15072	0	3	4	15547	61450	0	0	1	1	0	17170	290	17325	17326	0	d5ae67	bb7100	0	15	6	0	1	1	0	0	17189	17463	0	0
110600824	STR_PL_TORSO_D_A_U2_40A	0	17251	1301	40	15079	0	3	4	15549	397850	0	0	1	1	0	17170	290	17327	17328	0	61768f	617c9d	0	15	6	0	1	1	0	0	17272	16266	0	0
110600825	STR_PL_TORSO_N_R2_47A	15551	17196	1301	47	15188	0	3	2	0	1629900	1	2	1	2	0	17170	290	17222	0	0	cdea7e	cdea7e	1	10	2	0	1	1	0	0	17255	16267	0	0
110600826	STR_PL_TORSO_D_N_R2_47A	15551	17196	1301	47	15188	0	3	2	0	1629900	1	2	1	2	0	17170	290	17222	0	0	ffc23f	ffc23f	1	10	2	0	1	1	0	0	17255	16267	0	0
110600827	STR_PL_TORSO_V_U2_Q_50A	15551	17251	1301	50	15086	0	3	4	0	726050	1	0	0	1	0	17170	290	17464	0	0	4d0602	640602	1	15	4	0	1	1	0	0	17299	17465	0	0
110600828	STR_PL_TORSO_D_V_U2_Q_50A	15551	17251	1301	50	15086	0	3	4	0	726050	1	0	0	1	0	17170	290	17464	0	0	4d0602	640602	1	15	4	0	1	1	0	0	17299	17465	0	0
110600829	STR_PL_TORSO_N_R2_Q_41A	0	17196	1301	41	15033	0	3	2	0	285950	1	0	1	1	0	17170	290	17202	0	0	ffda74	ffda74	1	10	2	0	1	1	0	0	17361	16270	0	0
110600830	STR_PL_TORSO_N_L1_C_46C	0	17241	1301	46	15276	0	3	3	0	485100	1	0	1	1	0	17170	290	17274	0	0	7a99bf	7a99bf	1	10	3	0	1	1	0	0	17314	17466	0	0
110600831	STR_PL_TORSO_N_U1_C_46C	0	17251	1301	46	15276	0	3	4	0	646750	1	0	1	1	0	17170	290	17303	0	0	333f7c	333f7c	0	15	4	0	1	1	0	0	17319	17467	0	0
110600832	STR_PL_TORSO_D_N_L1_C_46C	0	17241	1301	46	15276	0	3	3	0	485100	1	0	1	1	0	17170	290	17274	0	0	daa8d8	daa8d8	1	10	3	0	1	1	0	0	17314	17466	0	0
110600833	STR_PL_TORSO_D_N_U1_C_46C	0	17251	1301	46	15276	0	3	4	0	646750	1	0	1	1	0	17170	290	17303	0	0	6ab4bf	579099	0	15	4	0	1	1	0	0	17319	17467	0	0
110600834	STR_PL_TORSO_V_L2_Q_30A	15551	17241	1301	30	15072	0	3	3	0	46100	0	3	1	1	0	17170	290	17468	0	0	470c0c	ef2f2f	1	10	3	0	1	1	0	0	17186	17469	0	0
110600835	STR_PL_TORSO_D_V_L2_Q_30A	15551	17241	1301	30	15072	0	3	3	0	46100	0	0	1	1	0	17170	290	17468	0	0	470c0c	ef2f2f	1	10	3	0	1	1	0	0	17186	17469	0	0
110600836	STR_PL_TORSO_N_R1_Q_45A	0	17196	1301	45	15033	0	3	2	0	398450	1	0	1	1	0	17170	290	17222	0	0	cdea7e	cdea7e	1	10	2	0	1	1	0	0	17191	17470	0	0
110600837	STR_PL_TORSO_D_N_R1_Q_45A	0	17196	1301	45	15033	0	3	2	0	398450	1	0	1	1	0	17170	290	17222	0	0	ffc23f	ffc23f	1	10	2	0	1	1	0	0	17191	17470	0	0
