5	1260	
id	mapid	priority	data	poly
189	210030000	1	70091	99.81,119.81;1456.29,1523.78;1503.13,1484.69;1496.51,1432.62;1451.86,1391.68;1452.45,1379.18;1466.14,1358.75;1487.96,1360.94;1524.15,1333.85;1555.74,1319.52;1591.99,1310.52;1634.59,1287.26;1632.87,1248.48;1581.01,1214.97;1530.85,1243.57;1527.43,1255.54;1509.41,1256.47;1529.62,1175.54;1531.39,1092.99;1530.62,1078.09;1574.62,1064.33;1596.45,1037.91;1604.67,1007.35;1591.67,1001.76;1582.94,985.12;1630.39,978.19;1647.48,928.74;1614.62,875.41;1606.97,849.34;1630.96,848.06;1647.78,861.87;1679.48,863.41;1706.87,888.27;1739.93,885.57;1732.02,856.21;1671.24,801.76;1685.86,775.59;1672.41,737.23;1647.38,727.28;1676.43,691.35;1669.11,629.48;1608,556.29;1641.83,539.36;1708.79,556.97;1745.32,563.63;1774.38,544.43;1813.87,473.59;1744.77,420.3;1707.82,416.33;1684.7,-257.74;1711.76,-256.08;2576.05,-275.83;2604.51,264.85;2656.08,793.09;2736.12,780.64;2704.11,876.68;2606.28,967.39;2632.96,1013.63;2734.34,1127.46;2775.25,1058.09;2819.71,1150.58;2890.85,1131.01;2878.4,967.39;2807.26,915.81;2846.39,785.97;2965.55,702.38;2995.79,588.55;2986.9,257.74;2608.06,261.3;2581.48,-277.42;1697.54,-257.86;1722.44,419.77;1575.11,420.41;1523.79,538.65;1352.07,912.5;1300.82,1083.94;1282.55,1217.77;1325.73,1268.24;1297.8,1333.6;1233.65,1314.82;1178.57,1333.91;1116.64,1414.26;1053.15,1642.75;986.87,1674.37;981.91,1795.36;938.83,1811.8;820.23,1778.65;740.51,1844.61;732.6,1920.62;714.36,1998.45;636.54,2011.16;546.7,2068.96;509.01,2126.76;551.73,2197.75;481.36,2231.68;467.54,2259.95;489.53,2332.2;509.01,2355.45;449.77,2365.12;446.62,2396.53;462.96,2419.15;427.15,2434.86;433.43,2481.35;400.76,2495.17;420.24,2537.26;408.3,2585.01;366.84,2585.64;324.67,2592.88;207.18,2619.26;168.83,2565.02;140.03,2471.61;115.12,2430.36;19.37,2368.86;19.37,2487.18;84.76,2477.06;105.78,2484.07;132.24,2579.81;160.06,2656.96;207.18,2687.11;381.29,2664.17;459.17,2657.58;716.23,2819.25;729.25,2856.02;711.93,2886.99;667.96,2912.33;656.76,2957.28;726.29,3042.21;739.87,3048.09;755.07,3020.05;753.51,2950.44;795.51,2880.83;835.89,2931.39;876.67,2943.62;911.32,2938.62;940.33,2931.19;1016.54,2855.91;1006.03,2798.52;1045.1,2801.08;1100.71,2816.64;1132.99,2800.3;1165.71,2850.33;1205.77,2889.61;1269.16,2900.89;1316.33,2860.53;1336.65,2889.89;1365.26,2887.63;1394.18,2862.55;1431.12,2841.33;1470.91,2830.12;1504.89,2840.96;1515.05,2869.56;1534.62,2874.45;1547.43,2856.04;1506.39,2783.75;1511.66,2756.65;1483.81,2749.13;1446.55,2797.68;1411.93,2811.98;1356.74,2802.81;1322.38,2777.46;1266.64,2814.83;1212.38,2820;1175.83,2771.78;1142.71,2746.64;1092.74,2746.81;1109.78,2685.74;1131.54,2675.33;1162.86,2617.17;1179.19,2614.06;1196.49,2570.94;1204.47,2570.9;1220.8,2589.95;1248.22,2602.24;1288.28,2615.85;1299.21,2637.29;1295.32,2664.51;1308.55,2670.73;1320.6,2666.84;1336.55,2639.62;1329.52,2607.4;1295.67,2595.24;1277.38,2595.08;1206.82,2546.99;1186.12,2549.63;1165.42,2588.39;1136.44,2596.67;1125.52,2600.81;1115.75,2648.23;1081.5,2668.93;1051.02,2636.56;1043.49,2619.25;1016.77,2626.02;1020.53,2650.11;1039.35,2666.29;1032.22,2722.9;952.83,2768.93;939.84,2820.45;919.31,2849.9;871,2844.39;814.13,2812.28;741.56,2806.3;721.51,2812.7;710.43,2826.34;458.46,2663.27;470.16,2638.55;486.21,2607;477.41,2554.85;500.66,2525.32;545.26,2481.35;547.77,2443.65;582.96,2414.75;617.07,2371.15;635.29,2313.98;600.73,2268.12;644.71,2252.41;674.87,2210.95;664.19,2178.91;685.55,2130.53;726.58,2056.19;764.53,2053.44;821,1994.38;848.03,1958.13;855.81,1928.65;847.49,1889.54;860.78,1871.29;884.47,1873.03;952.14,1916.05;978.86,1912.22;1013.34,1888.85;1036.66,1895.51;1075.66,1884.06;1098.53,1862.7;1152.98,1831.08;1181.07,1797.23;1182.71,1761.53;1168.09,1726.06;1156.85,1717.73;1156.56,1694.65;1166.01,1678.29;1181.22,1618.59;1199.85,1607.09;1210.64,1561.89;1220.91,1552.62;1258.81,1560.31;1301.23,1578.43;1359.55,1566.49;1393.31,1553.62;1436.83,1522.03
190	210030000	1	70092	0.1,800.1;1097.44,2318.17;1075.64,2242.38;1091.36,1979.03;887.99,1924.28;777.43,2049.69;549.24,2491.89;548.9,2681.95;788.93,2761.33;976.81,2634.93;997.93,2540.46;1134.29,2476.59
191	210030000	80	70093	100,120;2425.77,846.73;2329.45,715.96;2313.04,694.78;2284.49,706.55;2265.84,695.87;2282.24,690.05;2261.77,668.3;2247.47,677.26;2238.94,667.27;2239.7,643.61;2231.86,635.1;2180.21,639.98;2179.5,659.15;2113.22,676.34;2106.61,667.09;2084.05,670.63;2085.13,699.45;2107.62,703.91;2111.28,672.26;2179.13,654.46;2179.87,662.24;2236.59,665.09;2246.98,674.38;2258.59,692.25;2286.82,706;2304.72,736.38;2334.77,712.75;2428.09,842.9;2424.18,854.71;2420.64,875.5;2481.61,875.01;2477.07,843.77
192	210030000	5	70094	99.81,119.81;1717.65,1689.46;1710.62,1724.09;1730.25,1743.48;1751.89,1743.27;1770.07,1732.37;1777.04,1709.1;1753.95,1681.57
193	210030000	10	70095	99.81,599.81;2107.99,2204.01;2094.14,2234.98;2108.6,2269.77;2145.02,2275.6;2159.55,2260.18;2197.55,2303.82;2191.68,2344.84;2164.94,2373.2;2107.46,2369.58;2080.44,2379.35;2044.55,2411.96;1996.44,2423.46;1987.81,2474.01;1992.7,2487.85;1977.69,2516.15;2009.23,2563.07;2063.29,2577.73;2063.47,2669.75;2036.11,2700.48;2020.91,2758.7;2033.11,2784.19;1953.07,2858.86;1923.57,2899.77;2046.8,2960.46;2154.39,2915.5;2310.46,2765.75;2433.88,2735.4;2491.35,2759.04;2530.46,2730.04;2614.09,2777.25;2653.2,2765.78;2694.34,2719.92;2643.76,2636.29;2489.18,2582.99;2382.62,2552.64;2452.76,2477.1;2430.5,2398.87;2469.62,2359.76;2456.81,2314.57;2401.5,2290.29;2311.81,2301.08;2263.13,2249.96;2191.42,2235.07;2160.94,2214.84;2145.81,2198.5
194	210030000	10	70096	99.81,899.81;2217.23,919.27;2347.22,988.88;2548.4,910.27;2634.96,827.67;2845.51,785.25;3047.19,375.7;2625.29,-59.98;1786.95,-35.88;1797.38,489.38;1804.01,580.22;1810.16,596.7;1853.29,629.99;1920.87,654.41;1974.15,663.34;1995.21,695.03;2005.9,696.59;2060.11,753.25;2132.96,749.64;2184.12,796.36
195	210030000	19	70097	100,115;2182.89,488.94;1975.14,495.27;1895.19,573.33;1893.75,609.91;1916.96,639.4;1939.96,639.42;1952.13,630.09;1973.96,649.86;1993.76,675.01;1994.14,690.85;2007.96,694.35;2026.66,689.64;2034.49,679.95;2053.82,685.58;2097.14,700.83;2160.45,677.02;2135.62,631.43;2111.91,653.25;2100.61,642.27;2100.69,635.03;2092.21,625;2088.93,619.23;2073.5,602.15;2089.26,588.07;2105.52,605.44;2109.48,607.1;2120.65,620.21;2124.88,620.15;2134.98,632.12;2158.14,675.02;2185.54,665.04;2222.65,661.42;2286.56,720.81;2274.22,771.81;2272.51,854.56;2292.17,881.65;2321.96,904.39;2367.38,908.72;2410.42,890.01;2397.79,859.77;2389,838.63;2384.45,841.19;2378.69,840.77;2374.09,846.18;2370.68,843.39;2375.25,838.02;2373.76,832.25;2375.72,827.3;2380.26,824.36;2385.61,824.76;2389.79,828.26;2391.07,833.6;2389.03,838.61;2397.18,860.04;2403.11,894.83;2430.54,879.3;2479.15,872.55;2494.82,883.39;2504.76,910.47;2521.41,904.83;2532.57,886.61;2534.56,871.05;2540.19,820.04;2524.85,799;2528.03,788.89;2541.48,778.78;2538.92,757.54;2539.39,752.16;2541.06,741.58;2547.26,747.91;2557.89,765.52;2573.2,755.47;2571.67,733.33;2582.07,726.74;2589.55,739;2582.74,748.73;2589.15,765.96;2618.17,781.01;2632.33,730.7;2604.54,684.24
196	210030000	30	70098	0.1,268.53;1760.65,2592.42;1765.94,2673.86;1743.98,2698.27;1721.66,2712.22;1732.58,2758.34;1806.04,2748.48;1836.38,2726.52;1895.01,2718.2;1929.13,2683.98;1927.04,2604.13;1833.08,2561.98;1789.31,2561.24
197	210030000	91	70099	0.2,250.2;1265.76,2108.46;1247.2,2123.21;1266.45,2149.87;1275.09,2146.48;1276.61,2147.24;1281,2158.32;1280.34,2159.41;1278.62,2160.58;1279.79,2164.46;1279.38,2165.56;1276.2,2166.74;1275.39,2166.31;1273.57,2162.38;1271.63,2163.14;1270.25,2162.66;1266.02,2151.18;1266.52,2150.01;1275.3,2146.48;1265.65,2108.95;1246.8,2123.81;1208.96,2140.75;1236.44,2167.02;1247.85,2157.34;1258.71,2170.55;1256.22,2173.11;1260.86,2178.25;1255.04,2182.93;1250.77,2177.97;1247.71,2180.3;1236.42,2167.13;1247.83,2157.87;1247.42,2123.43;1208.33,2140.82;1207.4,2215.59;1231.55,2254.05;1245.8,2286.9;1273.95,2292.3;1308.56,2343.43;1364.54,2306.12;1369.02,2276.35;1370.4,2268.86;1342.13,2255.39;1340.46,2258.21;1337.62,2259.39;1335.96,2259.11;1333.54,2256.47;1333.2,2254.73;1329.47,2249.35;1329.46,2248.49;1331.62,2246.36;1332.57,2246.38;1336.29,2249.77;1337.94,2250.82;1339.44,2251.01;1341.72,2253.49;1342.09,2255.35;1340.41,2258.21;1337.54,2259.46;1369.39,2274.86;1380.45,2209.48;1339.99,2196.24;1324.78,2156.81;1301.37,2147.72
198	210030000	6	70100	99.81,119.81;1767.17,1584.72;1795.87,1618.11;1831.18,1610.3;1857.14,1586.47;1863.28,1563.18;1846.31,1541.31;1813.18,1549.86;1788.14,1553.9
199	210030000	17	70101	109.9,129.9;2388.77,1693.84;2318.23,1695.11;2260.35,1722.57;2229.31,1771.23;2231.91,1826.89;2261.19,1899.53;2311.23,1919.63;2345.22,1907.39;2380.96,1908.87;2405.06,1860.95;2432.97,1846.3;2451.85,1801.2;2431.14,1738.9
200	210030000	40	70102	0.1,110;2246.73,1712.34;2220.55,1795.66;2249.17,1881.77;2264.85,1885.36;2294.91,1910.88;2381.41,1899.45;2444.28,1825.91;2453.7,1789.08;2440.47,1757.71;2387.13,1694.45
201	210030000	2	70103	0.1,160.1;1631.53,1437.54;1617.8,1467.18;1611.23,1493.72;1620.69,1515.92;1633.96,1536.39;1652.57,1552.85;1680.54,1553.94;1699.03,1551.65;1719.91,1540.44;1730.26,1531.89;1742.63,1513.44;1748,1494.4;1746.91,1473.17;1739.71,1454.94;1718.4,1426.8;1681.37,1416.47;1652.17,1424.8
202	210030000	12	70104	158.53,188.53;987.25,2617.8;999.36,2630.94;1050.11,2615.71;1061.31,2592.74;1029.56,2563.48;1015.07,2568.06;1006.29,2577.51;1011.44,2583.23;998.76,2596.85;991.96,2595.05;986.43,2605.84
203	210030000	3	70105	99.81,119.81;1598.11,1386.74;1609.35,1352.64;1603.17,1330.93;1565.15,1329.35;1535.39,1368.8;1547.42,1395.84;1573.95,1406.33
204	210030000	2	70106	99.81,899.81;993,2539.11;1135.29,2461.23;1369.09,2431.29;1427.44,2520.02;1450.41,2633.46;1404.74,2695.62;1045.37,2699.2;952.26,2670.16
205	210030000	21	70107	110,125;2086.46,591.23;2076.28,600.26;2092.97,618.81;2096.06,619.93;2098.66,619.46;2103.59,615.09;2104.08,612.51;2103.32,609.62
206	210030000	3	70108	0.1,128.6;1669.74,1436.84;1670.59,1435.54;1681.53,1433.74;1682.85,1434.77;1685.29,1448.89;1684.35,1450.32;1681.86,1450.83;1682.5,1455.62;1681.67,1456.79;1678.03,1457.36;1677,1456.81;1676.06,1451.61;1673.55,1452;1672.33,1451.08
207	210030000	3	70109	0.1,131.1;1711.18,1488.19;1728.04,1488.36;1728.07,1499.6;1711.23,1499.39
208	210030000	3	70110	0.1,135.1;1700.19,1457.52;1718.55,1440.43;1733.03,1456.15;1714.87,1473.02;1710.95,1468.93;1703.47,1475.95;1696.64,1468.61;1704.05,1461.63
209	210030000	7	70111	99.81,119.81;1831.86,1424.67;1833.17,1461.69;1850.78,1498.83;1880.3,1498.25;1957.89,1482.81;1998.82,1456.63;1995.44,1426.24;1951.94,1393.46;1909.33,1376.41;1859.74,1392.04
210	210030000	10	70112	141.32,161.32;1184.89,2239.95;1187.16,2226.63;1195.4,2205.76;1148.17,2158.95;1138.15,2127.77;1169.95,2105.34;1216.91,2116.26;1217.55,2157.2;1220.24,2174.91;1223.18,2192.07;1218.18,2206.21;1218.82,2220.81;1239.39,2245.69;1242.15,2255.6;1260.05,2276.16;1281.26,2287.08;1297.13,2311.06;1295,2321.94;1295.37,2325.59;1313.46,2354.76;1306.57,2369.7;1262.43,2379.97;1247.7,2373;1248.05,2351.71;1254.76,2342.06;1249.64,2332.23;1233.03,2323.95;1218.36,2313.78
211	210030000	3	70113	0.2,127.2;1676.26,1525.59;1678.18,1540.92;1691.69,1539.22;1689.69,1523.83
212	210030000	8	70114	0.1,800.1;2847.41,1754.79;2552.51,2170.18;3095.81,2364.67;3082.07,1844.63;3081.09,1220.84;2899.63,1239.3;2725.86,1180.86;2492.11,1282.35;2482.88,1296.19;2565.93,1508.41;2730.47,1565.31
213	210030000	4	70115	99.81,119.81;1511.93,1690.55;1502.28,1704.51;1516.27,1732.21;1558.96,1728.86;1592.69,1749.61;1615.35,1709.55;1585.24,1682.85;1567.9,1662.16;1550.86,1657.48;1536.06,1672.35;1537.94,1682.48;1534.29,1689.5;1531.03,1693.47
214	210030000	30	70116	0.1,234.26;1623.3,2727.7;1617.73,2748.5;1645.36,2763.99;1655.54,2769.56;1664.9,2783.43;1687.51,2781.64;1722.88,2743.81;1717.12,2722.21
215	210030000	2	70117	109.91,909.91;1927.27,2602.12;1914.93,2768.44;1884.45,2854.79;1925.09,2928.95;2248.67,2933.3;2391.73,2312.61;2557.87,2173.19;2858.47,1752.08;2744.79,1564.75;2578.69,1494.26;2510.91,1331.66;2489.67,1263.76;2312.3,1382.47;2283.48,1474.96;2142.89,1484.78;2109.26,1631.34;1986.28,1893.55;1964.72,2097.38;1782.85,2562.2;1827.47,2582.14
216	210030000	10	70118	109.91,909.91;2161.66,2057.53;2267.1,2094.43;2551.57,2169.43;2831.26,1778.87;2720.28,1569.16;2483.06,1497.27;2239.38,1534.76;2131.07,1633.69;2066.8,2007.51
217	210030000	1	70119	0.1,800.1;1484.51,1676.58;1448.14,1637.78;1425.59,1597.72;1244.31,1655.93;1181.9,1849.34;1138.16,1915.65;1094.84,1979.78;1068.34,2179.19;1068.01,2231.48;1090.38,2308.1;1094.31,2314.52;1097.43,2364.26;1106.47,2405.48;1124.84,2469.32;1367.16,2436.58;1420.65,2522.46;1424.36,2613.22;1722.13,2615.75;1919.68,2437.11;1913.69,2306.37;2031.59,2027.68;2000.63,1889.53;1689.59,1890.72;1493.39,1785.49
218	210030000	10	70120	99.81,899.81;2168.32,1003.82;2215.64,1048.48;2363,1016.55;2453.48,1046.97;2637.45,944.22;2735.09,1131.27;2733.93,1176.47;2897.37,1243.7;3083.98,1246.02;3089.78,547.08;2956.48,373.22;2642.36,730.22;2628.45,788.18;2577.57,854.44;2549.35,887.94;2366.24,954.9;2226.28,856.94;2166.87,795.95
219	210030000	131	70121	160,660;1510.92,1056.26;1362.31,1295.15;1285.35,1544.81;1682.48,1906.17;2000.55,1899.22;2159.74,1516.53;2053.69,1321.2
220	210030000	131	70122	0.1,250.1;1182.73,2718.86;1227.06,2732.76;1252.07,2651.7;1228.45,2632;1209.1,2617.7;1180.87,2662.07
221	210030000	30	70123	0.1,158.6;996.51,2599.02;989.77,2615.77;1005.63,2626.52;1034.2,2617.36;1041.54,2607.12;1014.79,2598.86
222	210030000	40	70124	0.1,150.1;2380.25,824.43;2385.57,824.83;2389.74,828.29;2391.01,833.58;2388.97,838.55;2384.4,841.12;2378.68,840.73;2374.08,846.19;2370.74,843.42;2375.35,838.01;2373.82,832.29;2375.77,827.34
223	210030000	10	70125	0.1,800.1;2501.41,1086.99;2429.4,1127.79;2462.41,1243.61;2668.23,1178.2;2710.24,1153.59;2721.04,1070.78;2682.03,1023.37;2602.23,1010.78
224	210030000	14	70126	149.59,169.59;1684.4,2508.08;1671.64,2546.26;1696.1,2592.83;1756.09,2584.8;1785.14,2553.22;1792.83,2527.37;1779.8,2498.88;1760.89,2479.7;1717.78,2474.2
225	210030000	13	70127	134.07,154.07;1598.41,2494.43;1619.2,2527.22;1646.32,2528.58;1657.76,2476.83;1646.46,2460.03;1611.46,2460.32
226	210030000	20	70128	0.1,99.9;-2.52,-17.36;-42.36,3116.29;3095.85,3098.17;3103.26,529.5;2645.8,-83.63
227	210030000	1	70129	0.1,800.1;1385.28,2443.03;1432.09,2616.94;1650.96,2631.75;1675.51,2600.88;1736.15,2591.21;1776.49,2556.06;1812.37,2501.31;1897.95,2394.17;1857.64,2210.72;1813,2172.78;1711.76,2259.51;1620.02,2286.42;1542.23,2344.93
228	210030000	5	70130	0.1,800.1;2354.48,1365.98;2441.22,1303.26;2466.51,1288.15;2721.84,1177.46;2732.56,1070.38;2639.56,945.18;2453.98,1047.98;2346.97,1004;2213.74,1002.98;2178.8,990.79;2164.48,794.99;2124.64,767.78;2059.02,754.4;2047.59,697.5;2042.58,688.84;2007.38,696.48;1980.61,698.6;1812.1,636.21;1781.69,715.51;1698.62,813.34;1725.36,856.56;1733.54,886.55;1667.15,902.71;1656.96,1059.87;1628.78,1139;1771.32,1225.32;1831.7,1192.07;1886.51,1195.87;2137.88,1497.11;2303,1481.73;2320.61,1390.14
229	210030000	30	70131	0.1,141.4;1200.69,2274.91;1181.35,2234.23;1190.39,2188.63;1155.96,2157.64;1149.51,2138.71;1167.58,2113.33;1203.29,2117.2;1219.64,2146.89;1221.54,2209.08;1259.23,2276.4;1275.77,2285.58;1295.37,2313.84;1314.74,2336.64;1314.31,2371.92;1267.41,2388.27;1245.46,2379.24;1243.74,2328.47;1220.51,2323.73;1212.29,2296.08
230	210030000	120	70132	109.9,909.9;2232.33,1582.23;2152.43,1687.86;2100.43,2025.7;2348.4,2085.61;2528.36,1946.73;2611.23,1720.32;2478.87,1600.73
231	210030000	30	70133	0.1,149.68;1704.93,2491.67;1671.49,2547.83;1695.06,2575.3;1742.1,2580.66;1777.37,2548.62;1794.48,2512.57;1763.69,2483.34;1728.76,2471.27
232	210030000	18	70134	227.31,247.31;2852.71,2004.85;2857.14,2026.33;2865.28,2037.08;2885.05,2047.91;2898.67,2045.78;2903.85,2029.58;2890.53,2005.56;2866.58,1989.68
233	210030000	30	70135	0.1,216.47;710.88,2485.78;710.87,2499.88;719.8,2523.58;742.73,2533.66;756.83,2534.23;761.83,2519.94;769.12,2511.78;767.87,2489.04;760.97,2481.56;755.68,2481.75;745.13,2488.46;740.62,2480.79;729.3,2475.99
234	210030000	20	70136	99.5,110.8;2079.47,603.59;2092.82,618.61;2098.42,619.57;2093.9,624.11;2103.03,634.26;2103.96,637.27;2103.58,641.35;2112.93,651.56;2133.35,633.16;2124.11,622.85;2120.22,622.47;2117.28,621.27;2108.2,611.23;2103.38,615.37;2102.99,609.53;2089.55,594.62
235	210030000	3	70137	0.1,112.1;1137.22,1863;1151.63,1854.73;1152.27,1855.78;1155.11,1855.17;1156.98,1858.25;1154.96,1860.46;1155.58,1861.55;1141.31,1869.88;1140.65,1868.9;1137.83,1869.37;1135.96,1866.24;1137.88,1864.14
236	210030000	10	70138	0.1,158.1;1266.5,2149.94;1275.28,2146.58;1276.51,2147.2;1280.91,2158.52;1280.28,2159.73;1278.47,2160.65;1279.8,2164.5;1279.37,2165.46;1276.15,2166.73;1275.26,2166.29;1273.56,2162.43;1271.72,2163.08;1270.38,2162.63;1265.97,2151.28
237	210030000	2	70139	99.81,119.81;1488.88,1544.47;1477.98,1565.1;1491.92,1594.73;1524.69,1591.6;1531.76,1560.96;1511.09,1540.74
238	210030000	11	70140	216.38,236.38;721.04,2532.93;754.22,2544.77;779.92,2514.47;768.29,2488.35;759.47,2480.1;725.18,2469.68;706.09,2481.26;704.09,2496.05
239	210030000	16	70141	268.44,298.44;1695.35,2723.94;1704.52,2755.7;1729.77,2756.71;1805.12,2756.16;1834.53,2732.21;1902.02,2732.15;1917.45,2695.61;1930.86,2623.21;1922.83,2604.57;1865.19,2595.39;1818.8,2599.3;1801.56,2567.38;1779.97,2560.19;1758.69,2590.82;1767.51,2625.74;1777.93,2640.29;1771.19,2663.16
240	210030000	2	70142	0.1,800.1;1563.05,2634.22;1551.2,2826.07;1617.5,2885.42;1747.69,2839.92;1852.9,2835.18;1905.53,2762.45;1911.17,2712.29;1921.28,2661.3;1930.15,2603.02;1819.96,2585.01;1785.65,2560.15;1661,2638.86
241	210030000	30	70143	0.1,134.16;1623.04,2470.59;1613.39,2485.34;1614.5,2502.1;1620.72,2523.51;1651.67,2523.4;1651.55,2478.8;1637.58,2467.37
242	210040000	50	70144	0.1,400.1;2722.13,1220.05;2727.79,1242.36;2775.66,1263.41;2809.78,1247.18;2786.85,1197.11;2743.65,1186.34
243	210040000	99	70145	0.07,300.1;1912.49,2492.69;1839.46,2546.67;1799.87,2669.75;1996.09,2747.98;2037.33,2716.49;2096.44,2762.13;2162.22,2752.59;2187.97,2706.83;2229.92,2713.5;2251.95,2745.94;2306.19,2742.11;2337.99,2690.98;2461.65,2711.9;2469.09,2677.33;2436.35,2627.54;2431.01,2600.77;2469.32,2587.47;2487.99,2489.42;2409.25,2443.87;2328.25,2383.75;2196.11,2372.46;2139.23,2331.97;2071.47,2380.27;2096.52,2453.26;2071.15,2525.61
244	210040000	61	70146	0.1,200.1;2799.15,1782.62;2794.91,1794.89;2820.43,1817.28;2844.29,1799.59;2860.93,1768.2;2849,1748.53;2808.43,1745.72;2809.69,1775.74
245	210040000	90	70147	100.6,111.8;507.87,2986.16;493.98,2977.36;496.08,2973.93;494.04,2972.55;488.57,2973.21;488.28,2973.03;491.44,2967.78;479.9,2960.47;478.33,2957.72;477.3,2953.87;465.57,2946.24;450.83,2969.81;462.65,2977.41;466.62,2976.68;469.73,2976.99;481.24,2983.93;484.61,2978.86;486.61,2984.17;488.86,2985.52;491,2981.96;504.99,2990.77
246	210040000	2	70148	101,901.03;-114.12,2750.75;447.88,2759.75;819.76,2811.25;990.13,3085.63;814.13,3292;-117.12,3237.88
247	210040000	62	70149	0.1,200.1;2631.73,1861.77;2654.06,1885.57;2674.72,1874.37;2673.84,1862;2687.3,1855.69;2693.59,1834.9;2683.4,1819.63;2650.89,1818.51;2645.17,1830.14;2653.37,1848.44;2639.45,1846.72
248	210040000	99	70150	102.51,122.51;717.84,1747.92;718.64,1756.65;720.71,1756.59;721.01,1760.04;726.47,1759.65;726.36,1756.03;729.89,1755.69;729.88,1754.65;734.29,1754.33;734.98,1753.3;734.63,1749.35;733.9,1748.68;729.35,1749.24;729.09,1746.93;726.46,1747.39
249	210040000	97	70151	0.2,300.2;2376.68,2782.08;2374.84,2827.89;2391.83,2899.57;2490.11,2911.39;2545.17,2875.19;2539.62,2826.42;2501.57,2781.71;2443.93,2746.24
250	210040000	51	70152	0.1,180.1;2161.45,2146.92;2153.61,2180.43;2167.01,2242.08;2214.72,2251.57;2263.93,2235.83;2250.32,2154.92;2205.6,2132.55
251	210040000	80	70153	101,301;1504.04,2676.78;1509.77,2782.33;1583.65,2819.29;1651.25,2812.8;1713.44,2738.65;1725.74,2648.8;1582.6,2619.09
252	210040000	90	70154	0.1,103.1;698.28,1780.76;826.63,1801.73;983.81,1727.42;889.13,1935.47;958.94,1975.06;1041.74,1918.03;1031.15,1814.63;1143.54,1616.54;1059.45,1455.11;876.96,1329.78;799.52,1465.94;697.84,1438.66
253	210040000	9	70155	104.2,124.2;488.48,2111.11;495.03,2140.2;527,2157.86;534.08,2185.54;563.7,2198.65;589.84,2179.39;595.41,2136.01;594.17,2094.92;572.89,2079.79;554.4,2094.62;555.17,2072.18;534.52,2046.6;512.17,2041.96;506.96,1999.66;530.76,2010.88;549.69,1998.04;545.53,1977.49;531.34,1966.34;517.59,1963.78;507.46,1991.13;513.06,2042.72
254	210040000	1	70156	103,133.03;1467.58,383.74;1456.83,409.74;1379.13,392.14;1376.36,371.14;1385.58,350.73;1427.46,350.12;1410.08,314.87;1384.21,303.49;1341.21,273.12;1329.71,314.24;1352.76,361.38;1339.88,404;1318.53,426.91;1315.33,475.62;1279.33,518.12;1237.21,504.12;1165.46,547.99;1105.33,529.62;1109.58,490.12;1187.21,462.49;1196.83,416.74;1240.21,359.99;1243.38,322.5;1233.96,301.49;1286.58,236.12;1243.96,182.74;1330.33,100.62;1245.08,39.11;1242.46,133.99;1208.21,165.49;1219.46,250.37;1185.96,307.12;1197.96,337.99;1160.33,432.87;1116.21,453.62;1092.63,465.5;1076.08,448.99;1093.46,423.74;1094.58,366.74;1110.71,339.87;1116.08,290.37;1097.71,282.87;1070.06,300.42;1070.22,333.94;1042.86,330;1041.96,292.24;994.71,294.12;995.5,329.75;1008.47,351.5;1044.97,360.44;1013,373.54;993.11,412.5;949.95,413.13;930.83,402.71;909.08,369.76;900.17,293.6;925.33,255.49;906.83,201.49;872.96,122.12;797.33,115.12;761.58,223.12;848.21,307.87;881,339.13;862.71,396.49;876.33,449.62;925.46,489.49;1000.25,468.63;1025.33,449.62;1068.27,499.21;1061.21,527.74;1088.83,567.12;1164.96,594.74;1263.88,588.28;1277.03,558.72;1304.46,558.49;1316.58,516.74;1340.46,491.49;1345.71,431.37;1389.83,419.87;1458.08,457.87;1512.68,434.7;1592.92,492.54;1579.66,526.82;1590.52,573.87;1615.08,581.46;1631.83,568.95;1620.14,528.66;1641.35,513.47;1657.87,518.61;1661.22,536.02;1645.37,558.8;1660.25,573.08;1684.57,570.24;1685.91,553.94;1716.94,555.73;1731.45,572.47;1731.01,610.2;1749.96,626.87;1799.21,598.89;1798.76,579.02;1755,556.91;1735.35,533.47;1705.14,534.43;1686.43,524.95;1690.9,481.41;1680.8,473.89;1648.25,491.46;1614.54,486.32;1589.8,498.71;1506.24,438.73;1497.96,341.49;1572.71,319.37;1598.46,280.12;1571.96,231.99;1590.96,95.36;1539.08,90.24;1524.01,-2.69;1444.13,153.72;1496.71,244.74;1507.46,263.62;1500.58,283.87;1454.33,314.24;1447.33,338.99
255	210040000	98	70157	112.41,132.42;399.33,1364.06;399.56,1363.06;403.08,1361.04;404.1,1361.24;406.26,1365.31;407.3,1364.81;409.16,1368.04;412.2,1366.3;414.83,1371.12;411.86,1372.87;412.76,1374.69;405.11,1378.83;399.71,1368.91;401.4,1367.94
256	210040000	65	70158	0.1,180.1;2777.78,2353.08;2777.78,2376.93;2780.65,2403.37;2793.87,2414.87;2813.7,2413.14;2832.67,2393.89;2816.29,2377.51;2821.17,2372.05;2813.99,2348.77
257	210040000	17	70159	0.1,418.15;2484.82,411.32;2484.58,419.06;2483.5,420.74;2483.91,424.41;2485.3,426.02;2488.58,426.96;2491.68,425.45;2492.84,423.81;2492.71,420.15;2491.51,418.79;2489.99,410.73;2489.1,409.91;2485.66,410.22
