23	3938	
id	name	type	category	civ	career	sex	level	colorlevel	prequest	prerequisite	mutexaccept	mutexcomplete	share	abandon	repeatcount	reset	accept	reward1	reward2	reward3	reward4	rewardex
1709	STR_QUEST_NAME_Q1709	5	STR_QUEST_ZONE09	1	4095	0	25	33	101899	0	0	0	0	1	1	0	101895	101900	0	0	0	0
1710	STR_QUEST_NAME_Q1710	5	STR_QUEST_ZONE09	1	4095	0	25	34	101901	0	0	0	0	1	1	0	101895	101902	0	0	0	0
1715	STR_QUEST_NAME_Q1715	5	STR_QUEST_ZONE09	1	4095	0	37	38	0	0	0	0	1	1	0	1	101903	101904	0	0	0	0
1716	STR_QUEST_NAME_Q1716	5	STR_QUEST_ZONE09	1	4095	0	38	39	0	0	0	0	1	1	0	1	101905	101906	0	0	0	0
1717	STR_QUEST_NAME_Q1717	5	STR_QUEST_ZONE09	1	4095	0	25	25	0	101907	0	0	0	1	1	0	101908	101909	0	0	0	0
1718	STR_QUEST_NAME_Q1718	5	STR_QUEST_ZONE09	1	4095	0	25	40	0	0	0	0	0	1	0	0	101910	101911	0	0	0	101912
1719	STR_QUEST_NAME_Q1719	5	STR_QUEST_ZONE09	1	4095	0	40	40	101913	0	0	0	0	1	1	0	101914	101915	0	0	0	0
1720	STR_QUEST_NAME_Q1720	5	STR_QUEST_ZONE09	1	4095	0	40	45	101916	0	0	0	0	1	1	0	101914	101917	0	0	0	0
1721	STR_QUEST_NAME_Q1721	5	STR_QUEST_ZONE09	1	4095	0	25	25	101918	0	0	0	0	1	1	0	101914	101919	0	0	0	0
1722	STR_QUEST_NAME_Q1722	5	STR_QUEST_ZONE09	1	4095	0	25	25	0	0	0	0	0	1	1	0	101920	101921	0	0	0	0
1724	STR_QUEST_NAME_Q1724	5	STR_QUEST_ZONE09	1	4095	0	25	26	0	0	0	0	0	1	1	0	101922	101923	0	0	0	0
1725	STR_QUEST_NAME_Q1725	5	STR_QUEST_ZONE09	1	4095	0	27	27	0	0	0	0	0	1	1	0	101924	101925	0	0	0	0
1726	STR_QUEST_NAME_Q1726	5	STR_QUEST_ZONE09	1	4095	0	30	30	0	0	0	0	1	1	1	0	101922	101926	0	0	0	0
1727	STR_QUEST_NAME_Q1727	5	STR_QUEST_ZONE09	1	4095	0	31	31	0	0	0	0	1	1	1	0	101924	101927	0	0	0	0
1728	STR_QUEST_NAME_Q1728	5	STR_QUEST_ZONE09	1	4095	0	27	28	0	0	0	0	1	1	1	0	101928	101929	0	0	0	0
1729	STR_QUEST_NAME_Q1729	5	STR_QUEST_ZONE09	1	4095	0	25	25	0	0	0	0	0	1	1	0	101930	101931	0	0	0	0
1730	STR_QUEST_NAME_Q1730	5	STR_QUEST_ZONE09	1	4095	0	25	25	101932	0	0	0	0	1	1	0	101933	101934	0	0	0	0
1731	STR_QUEST_NAME_Q1731	5	STR_QUEST_ZONE09	1	4095	0	25	25	101935	0	0	0	0	1	10	0	101933	101936	0	0	0	0
1732	STR_QUEST_NAME_Q1732	5	STR_QUEST_ZONE09	1	4095	0	25	26	101937	0	0	0	0	1	1	0	101933	101938	0	0	0	0
1734	STR_QUEST_NAME_Q1734	5	STR_QUEST_ZONE09	1	4095	0	25	26	0	0	0	0	1	1	1	0	101939	101940	0	0	0	0
1735	STR_QUEST_NAME_Q1735	5	STR_QUEST_ZONE09	1	4095	0	25	29	101941	0	0	0	0	1	1	0	101939	101942	0	0	0	0
1736	STR_QUEST_NAME_Q1736	5	STR_QUEST_ZONE09	1	4095	0	37	39	0	0	0	0	1	1	1	0	101914	101943	0	0	0	0
1737	STR_QUEST_NAME_Q1737	5	STR_QUEST_ZONE09	1	4095	0	37	40	101944	0	0	0	0	1	0	0	101914	101945	0	0	0	0
1738	STR_QUEST_NAME_Q1738	5	STR_QUEST_ZONE09	1	4095	0	99	49	0	0	0	0	1	1	1	0	101914	101946	0	0	0	0
1739	STR_QUEST_NAME_Q1739	5	STR_QUEST_ZONE09	1	4095	0	47	50	101947	0	0	0	0	1	0	0	101914	101948	0	0	0	0
1741	STR_QUEST_NAME_Q1741	5	STR_QUEST_ZONE09	1	4095	0	25	25	0	0	0	0	1	1	1	0	101949	101950	0	0	0	0
1742	STR_QUEST_NAME_Q1742	5	STR_QUEST_ZONE09	1	4095	0	25	25	101951	0	0	0	0	1	150	0	101949	101952	0	0	0	0
1743	STR_QUEST_NAME_Q1743	5	STR_QUEST_ZONE09	1	4095	0	25	25	0	0	0	0	1	1	1	0	101953	101954	0	0	0	0
1744	STR_QUEST_NAME_Q1744	5	STR_QUEST_ZONE09	1	4095	0	25	26	0	0	0	0	1	1	1	0	101953	101955	0	0	0	0
1745	STR_QUEST_NAME_Q1745	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	101956	101957	0	0	0	0
1746	STR_QUEST_NAME_Q1746	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	200	0	101958	101959	0	0	0	0
1747	STR_QUEST_NAME_Q1747	5	STR_QUEST_ZONE09	1	4095	0	26	27	0	0	0	0	1	1	150	0	101960	101961	0	0	0	0
1748	STR_QUEST_NAME_Q1748	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	101962	101963	0	0	0	0
1749	STR_QUEST_NAME_Q1749	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	200	0	101964	101965	0	0	0	0
1751	STR_QUEST_NAME_Q1751	5	STR_QUEST_ZONE09	1	4095	0	27	29	0	0	0	0	1	1	1	0	101966	101967	0	0	0	0
1752	STR_QUEST_NAME_Q1752	5	STR_QUEST_ZONE09	1	4095	0	27	29	101968	0	0	0	0	1	150	0	101966	101969	0	0	0	0
1753	STR_QUEST_NAME_Q1753	5	STR_QUEST_ZONE09	1	4095	0	27	29	101970	0	0	0	0	1	0	1	101971	101972	0	0	0	0
1754	STR_QUEST_NAME_Q1754	5	STR_QUEST_ZONE09	1	4095	0	27	29	0	0	0	0	1	1	1	0	101971	101973	0	0	0	0
1755	STR_QUEST_NAME_Q1755	5	STR_QUEST_ZONE09	3	4095	0	26	27	0	0	0	0	1	1	1	0	101974	101975	0	0	0	0
1756	STR_QUEST_NAME_Q1756	5	STR_QUEST_ZONE09	3	4095	0	26	27	101976	0	0	0	0	1	150	0	101974	101977	0	0	0	0
1758	STR_QUEST_NAME_Q1758	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	101978	101979	0	0	0	0
1759	STR_QUEST_NAME_Q1759	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	200	0	101980	101959	0	0	0	0
1761	STR_QUEST_NAME_Q1761	5	STR_QUEST_ZONE09	1	4095	0	30	30	0	0	0	0	0	1	1	0	101981	101982	101983	0	0	0
1762	STR_QUEST_NAME_Q1762	5	STR_QUEST_ZONE09	1	4095	0	30	30	101984	0	0	0	0	1	1	0	101985	101986	0	0	0	0
1763	STR_QUEST_NAME_Q1763	5	STR_QUEST_ZONE09	1	4095	0	30	32	101987	0	0	0	0	1	1	0	101988	101989	0	0	0	0
1764	STR_QUEST_NAME_Q1764	5	STR_QUEST_ZONE09	1	4095	0	30	31	0	0	0	0	1	1	200	0	101990	101991	0	0	0	0
1765	STR_QUEST_NAME_Q1765	5	STR_QUEST_ZONE09	1	4095	0	31	33	0	0	0	0	1	1	1	0	101992	101993	0	0	0	0
1766	STR_QUEST_NAME_Q1766	5	STR_QUEST_ZONE09	1	4095	0	31	33	101994	0	0	0	0	1	1	0	101992	101995	0	0	0	0
1767	STR_QUEST_NAME_Q1767	5	STR_QUEST_ZONE09	1	4095	0	31	34	0	0	0	0	1	1	200	0	101996	101997	0	0	0	0
1768	STR_QUEST_NAME_Q1768	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	101998	101999	0	0	0	0
1769	STR_QUEST_NAME_Q1769	5	STR_QUEST_ZONE09	1	4095	0	45	50	0	0	0	0	1	1	200	0	101996	102000	0	0	0	0
1771	STR_QUEST_NAME_Q1771	5	STR_QUEST_ZONE09	3	4095	0	31	32	0	0	0	0	1	1	1	0	102001	102002	0	0	0	0
1772	STR_QUEST_NAME_Q1772	5	STR_QUEST_ZONE09	3	4095	0	31	31	102003	0	0	0	0	1	200	0	102001	102004	0	0	0	0
1773	STR_QUEST_NAME_Q1773	5	STR_QUEST_ZONE09	1	4095	0	31	32	0	0	0	0	1	1	1	0	102005	102006	0	0	0	0
1774	STR_QUEST_NAME_Q1774	5	STR_QUEST_ZONE09	1	4095	0	32	32	0	0	0	0	1	1	1	0	102007	102008	0	0	0	0
1775	STR_QUEST_NAME_Q1775	5	STR_QUEST_ZONE09	1	4095	0	32	33	0	0	0	0	1	1	1	0	102007	102009	0	0	0	0
1776	STR_QUEST_NAME_Q1776	5	STR_QUEST_ZONE09	1	4095	0	31	31	0	0	0	0	1	1	1	0	102001	102010	0	0	0	0
1777	STR_QUEST_NAME_Q1777	5	STR_QUEST_ZONE09	1	4095	0	33	34	0	0	0	0	1	1	1	0	102005	102011	0	0	0	0
1778	STR_QUEST_NAME_Q1778	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102012	102013	0	0	0	0
1779	STR_QUEST_NAME_Q1779	5	STR_QUEST_ZONE09	1	4095	0	45	50	0	0	0	0	1	1	200	0	102005	102014	0	0	0	0
1781	STR_QUEST_NAME_Q1781	5	STR_QUEST_ZONE09	1	4095	0	38	39	0	0	0	0	1	1	200	0	102015	102016	0	0	0	0
1782	STR_QUEST_NAME_Q1782	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102017	102018	0	0	0	0
1784	STR_QUEST_NAME_Q1784	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102019	102020	0	0	0	0
1785	STR_QUEST_NAME_Q1785	5	STR_QUEST_ZONE09	1	4095	0	45	50	0	0	0	0	1	1	200	0	102021	102000	0	0	0	0
1786	STR_QUEST_NAME_Q1786	5	STR_QUEST_ZONE09	1	4095	0	37	40	0	0	0	0	1	1	1	0	102022	102023	0	0	0	0
1787	STR_QUEST_NAME_Q1787	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102024	102025	0	0	0	0
1789	STR_QUEST_NAME_Q1789	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102026	102027	0	0	0	0
1790	STR_QUEST_NAME_Q1790	5	STR_QUEST_ZONE09	1	4095	0	45	50	0	0	0	0	1	1	200	0	102028	102014	0	0	0	0
1791	STR_QUEST_NAME_Q1791	5	STR_QUEST_ZONE09	1	4095	0	37	38	0	0	0	0	1	1	200	0	102029	102030	0	0	0	0
1792	STR_QUEST_NAME_Q1792	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102031	102032	0	0	0	0
1793	STR_QUEST_NAME_Q1793	5	STR_QUEST_ZONE09	1	4095	0	37	39	0	0	0	0	1	1	1	0	102033	102034	0	0	0	0
1794	STR_QUEST_NAME_Q1794	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	1	1	1	0	102035	102036	0	0	0	0
1795	STR_QUEST_NAME_Q1795	5	STR_QUEST_ZONE09	1	4095	0	45	50	0	0	0	0	1	1	200	0	102037	102000	0	0	0	0
1796	STR_QUEST_NAME_Q1796	2	STR_QUEST_ZONE09	1	4095	0	35	36	102038	0	0	0	0	1	1	0	102039	102040	0	0	0	0
1797	STR_QUEST_NAME_Q1797	2	STR_QUEST_ZONE09	1	4095	0	35	36	102041	0	0	0	0	1	1	0	102039	102042	0	0	0	0
1798	STR_QUEST_NAME_Q1798	5	STR_QUEST_ZONE09	1	4095	0	38	40	0	0	0	0	0	1	1	0	102043	102044	0	0	0	0
1799	STR_QUEST_NAME_Q1799	2	STR_QUEST_ZONE09	1	4095	0	35	36	102045	0	0	0	0	1	1	0	102046	102047	0	0	0	0
1800	STR_QUEST_NAME_Q1800	2	STR_QUEST_ZONE09	1	4095	0	35	36	102048	0	0	0	0	1	1	0	102039	102049	0	0	0	0
1801	STR_QUEST_NAME_Q1801	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	102050	102051	0	0	0	0
1802	STR_QUEST_NAME_Q1802	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	102052	102053	0	0	0	0
1803	STR_QUEST_NAME_Q1803	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	102054	102051	0	0	0	0
1804	STR_QUEST_NAME_Q1804	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	101960	102053	0	0	0	0
1805	STR_QUEST_NAME_Q1805	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	101980	102051	0	0	0	0
1806	STR_QUEST_NAME_Q1806	5	STR_QUEST_ZONE09	1	4095	0	39	40	0	0	0	0	1	1	200	0	101966	102053	0	0	0	0
1808	STR_QUEST_NAME_Q1808	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	101996	102055	0	0	0	0
1809	STR_QUEST_NAME_Q1809	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	102007	102056	0	0	0	0
1810	STR_QUEST_NAME_Q1810	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	102005	102055	0	0	0	0
1811	STR_QUEST_NAME_Q1811	5	STR_QUEST_ZONE09	1	4095	0	99	50	0	0	0	0	1	1	200	0	102021	102056	0	0	0	0
1812	STR_QUEST_NAME_Q1812	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	102057	102055	0	0	0	0
1813	STR_QUEST_NAME_Q1813	5	STR_QUEST_ZONE09	1	4095	0	99	50	0	0	0	0	1	1	200	0	102058	102056	0	0	0	0
1814	STR_QUEST_NAME_Q1814	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	102028	102055	0	0	0	0
1815	STR_QUEST_NAME_Q1815	5	STR_QUEST_ZONE09	1	4095	0	99	50	0	0	0	0	1	1	200	0	102059	102056	0	0	0	0
1816	STR_QUEST_NAME_Q1816	5	STR_QUEST_ZONE09	1	4095	0	46	50	0	0	0	0	1	1	200	0	102037	102055	0	0	0	0
1818	STR_QUEST_NAME_Q1818	5	STR_QUEST_ZONE09	1	4095	0	25	26	0	0	0	0	1	1	150	0	101962	102060	0	0	0	0
1819	STR_QUEST_NAME_Q1819	5	STR_QUEST_ZONE09	1	4095	0	28	29	0	0	0	0	1	1	150	0	101978	102061	0	0	0	0
1820	STR_QUEST_NAME_Q1820	5	STR_QUEST_ZONE09	1	4095	0	30	31	0	0	0	0	1	1	200	0	101998	102062	0	0	0	0
1821	STR_QUEST_NAME_Q1821	5	STR_QUEST_ZONE09	1	4095	0	30	30	0	0	0	0	1	1	200	0	102012	102063	0	0	0	0
1822	STR_QUEST_NAME_Q1822	5	STR_QUEST_ZONE09	1	4095	0	38	38	0	0	0	0	1	1	200	0	102019	102064	0	0	0	0
1823	STR_QUEST_NAME_Q1823	5	STR_QUEST_ZONE09	1	4095	0	37	38	0	0	0	0	1	1	200	0	102026	102065	0	0	0	0
1824	STR_QUEST_NAME_Q1824	5	STR_QUEST_ZONE09	1	4095	0	37	38	0	0	0	0	1	1	200	0	102035	102066	0	0	0	0
1825	STR_QUEST_NAME_Q1825	5	STR_QUEST_ZONE09	1	4095	0	49	50	0	0	0	0	1	1	1	0	102067	102068	0	0	0	0
1826	STR_QUEST_NAME_Q1826	5	STR_QUEST_ZONE09	1	4095	0	49	50	102069	0	0	0	0	1	0	0	102067	102070	0	0	0	0
1833	STR_QUEST_NAME_Q1833	8	STR_QUEST_ZONE09	1	4095	0	30	40	0	0	0	0	0	1	0	0	102071	102072	102073	102074	102075	0
1834	STR_QUEST_NAME_Q1834	8	STR_QUEST_ZONE09	1	4095	0	30	40	0	0	0	0	0	1	0	0	102076	102073	102075	102077	102078	0
1835	STR_QUEST_NAME_Q1835	8	STR_QUEST_ZONE09	1	4095	0	30	40	0	0	0	0	0	1	0	0	102079	102080	102081	102078	102082	0
1836	STR_QUEST_NAME_Q1836	8	STR_QUEST_ZONE09	1	4095	0	30	40	0	0	0	0	0	1	0	0	102083	102081	102082	102084	102085	0
1837	STR_QUEST_NAME_Q1837	5	STR_QUEST_ZONE09	1	4095	0	30	35	0	0	0	0	1	1	200	0	102086	102087	0	0	0	0
1838	STR_QUEST_NAME_Q1838	5	STR_QUEST_ZONE09	1	4095	0	30	35	0	0	0	0	1	1	200	0	102088	102089	0	0	0	0
1839	STR_QUEST_NAME_Q1839	5	STR_QUEST_ZONE09	1	4095	0	30	35	0	0	0	0	1	1	200	0	102090	102087	0	0	0	0
1840	STR_QUEST_NAME_Q1840	5	STR_QUEST_ZONE09	1	4095	0	40	45	0	0	0	0	1	1	200	0	102091	102092	0	0	0	0
1841	STR_QUEST_NAME_Q1841	5	STR_QUEST_ZONE09	1	4095	0	40	45	0	0	0	0	1	1	200	0	102093	102092	0	0	0	0
1842	STR_QUEST_NAME_Q1842	5	STR_QUEST_ZONE09	1	4095	0	40	45	0	0	0	0	1	1	200	0	102094	102095	0	0	0	0
1843	STR_QUEST_NAME_Q1843	5	STR_QUEST_ZONE09	1	4095	0	40	45	0	0	0	0	1	1	200	0	102096	102095	0	0	0	0
1844	STR_QUEST_NAME_Q1844	5	STR_QUEST_ZONE09	1	4095	0	40	45	0	0	0	0	1	1	200	0	102097	102095	0	0	0	0
1845	STR_QUEST_NAME_Q1845	5	STR_QUEST_ZONE09	1	4095	0	33	35	0	0	0	0	0	1	1	0	102098	102099	0	0	0	0
1846	STR_QUEST_NAME_Q1846	5	STR_QUEST_ZONE09	1	4095	0	43	45	0	0	0	0	0	1	1	0	102100	102101	0	0	0	0
1847	STR_QUEST_NAME_Q1847	5	STR_QUEST_ZONE09	1	4095	0	43	45	0	0	0	0	0	1	1	0	102102	102103	0	0	0	0
1848	STR_QUEST_NAME_Q1848	5	STR_QUEST_ZONE09	1	4095	0	43	45	0	0	0	0	1	1	0	0	102104	102105	0	0	0	0
1849	STR_QUEST_NAME_Q1849	8	STR_QUEST_ZONE09	3	4095	0	99	40	0	0	0	0	0	1	0	0	102106	102075	102078	102107	102084	0
1850	STR_QUEST_NAME_Q1850	8	STR_QUEST_ZONE09	3	4095	0	99	40	0	0	0	0	0	1	0	0	102108	102078	102084	102109	102110	0
1851	STR_QUEST_NAME_Q1851	5	STR_QUEST_ZONE09	1	4095	0	29	30	0	0	0	0	1	1	1	0	102111	102112	0	0	0	0
1900	STR_QUEST_NAME_Q1900	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	0	1	1	0	102113	102114	0	0	0	0
1901	STR_QUEST_NAME_Q1901	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	0	1	1	0	102115	102116	0	0	0	0
1902	STR_QUEST_NAME_Q1902	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	102117	102118	0	0	0	0
1903	STR_QUEST_NAME_Q1903	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	102119	102120	0	0	0	0
1904	STR_QUEST_NAME_Q1904	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	102121	102122	0	0	0	0
1905	STR_QUEST_NAME_Q1905	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	102123	102124	0	0	0	0
1906	STR_QUEST_NAME_Q1906	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	101639	102125	0	0	0	0
1907	STR_QUEST_NAME_Q1907	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	1	1	1	0	102126	102127	0	0	0	0
1908	STR_QUEST_NAME_Q1908	5	STR_QUEST_ZONE19	1	4095	0	10	10	101311	0	0	0	0	1	1	0	102128	102129	102130	102131	0	0
1909	STR_QUEST_NAME_Q1909	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	0	1	1	0	102132	102133	0	0	0	0
1910	STR_QUEST_NAME_Q1910	5	STR_QUEST_ZONE19	1	4095	0	10	12	0	0	0	0	1	1	1	0	102134	102135	0	0	0	0
1911	STR_QUEST_NAME_Q1911	5	STR_QUEST_ZONE19	1	4095	0	10	14	0	0	0	0	1	1	1	0	102128	102136	0	0	0	0
1912	STR_QUEST_NAME_Q1912	5	STR_QUEST_ZONE19	1	4095	0	15	16	0	0	0	0	1	1	1	0	102128	102137	0	0	0	0
1913	STR_QUEST_NAME_Q1913	2	STR_QUEST_ZONE21	1	48	0	10	10	102138	0	0	0	0	0	1	0	102139	102140	102141	102141	102141	0
1914	STR_QUEST_NAME_Q1914	2	STR_QUEST_ZONE21	1	768	0	10	10	102142	0	0	0	0	0	1	0	102143	102144	102145	102145	102145	0
1915	STR_QUEST_NAME_Q1915	2	STR_QUEST_ZONE21	1	3072	0	10	10	102146	0	0	0	0	0	1	0	102147	102148	102149	102149	102149	0
1916	STR_QUEST_NAME_Q1916	2	STR_QUEST_ZONE21	1	192	0	10	10	102150	0	0	0	0	0	1	0	102151	102152	102153	102153	102153	0
1917	STR_QUEST_NAME_Q1917	5	STR_QUEST_ZONE19	1	4095	0	10	11	102154	0	0	0	0	1	1	0	102155	102156	102157	102158	0	0
1918	STR_QUEST_NAME_Q1918	5	STR_QUEST_ZONE19	1	4095	0	10	11	102159	0	0	0	0	1	1	0	102155	102160	0	0	0	0
1920	STR_QUEST_NAME_Q1920	0	STR_QUEST_ZONE22	1	4095	0	25	25	0	0	0	0	0	0	1	0	100918	102161	0	0	0	0
1921	STR_QUEST_NAME_Q1921	0	STR_QUEST_ZONE22	1	4095	0	25	25	102162	0	0	0	0	0	1	0	100918	102163	0	0	0	0
1922	STR_QUEST_NAME_Q1922	0	STR_QUEST_ZONE22	1	4095	0	25	25	102164	0	0	0	0	0	1	0	100918	102165	102166	102166	0	0
1926	STR_QUEST_NAME_Q1926	5	STR_QUEST_ZONE19	1	4095	0	20	20	0	0	0	0	0	1	1	0	102167	102168	0	0	0	0
1928	STR_QUEST_NAME_Q1928	5	STR_QUEST_ZONE19	1	4095	0	19	20	0	0	0	0	1	1	1	0	102169	102170	0	0	0	0
1929	STR_QUEST_NAME_Q1929	0	STR_QUEST_ZONE19	1	4095	0	20	20	0	0	0	0	0	0	1	0	100918	102171	102172	102172	102172	0
1930	STR_QUEST_NAME_Q1930	5	STR_QUEST_ZONE19	1	4095	0	32	37	0	101341	0	0	1	1	1	0	102173	102174	0	0	0	0
1931	STR_QUEST_NAME_Q1931	5	STR_QUEST_ZONE19	1	4095	0	35	41	70817	0	0	0	0	1	1	0	102175	102176	0	0	0	0
1932	STR_QUEST_NAME_Q1932	5	STR_QUEST_ZONE19	1	4095	0	38	40	0	0	0	0	1	1	1	0	101168	102177	0	0	0	0
1933	STR_QUEST_NAME_Q1933	5	STR_QUEST_ZONE19	1	4095	0	41	42	0	0	0	0	1	1	1	0	102134	102178	0	0	0	0
1934	STR_QUEST_NAME_Q1934	5	STR_QUEST_ZONE19	1	4095	0	41	43	102179	0	0	0	0	1	1	0	102134	102180	0	0	0	0
1935	STR_QUEST_NAME_Q1935	5	STR_QUEST_ZONE19	1	4095	0	41	43	102181	0	0	0	0	1	1	0	102134	102182	0	0	0	0
1936	STR_QUEST_NAME_Q1936	5	STR_QUEST_ZONE19	1	4095	0	41	43	102183	0	0	0	0	1	1	0	102134	101815	0	0	0	0
1937	STR_QUEST_NAME_Q1937	5	STR_QUEST_ZONE19	1	4095	0	41	44	102184	0	0	0	0	1	1	0	102134	102185	0	0	0	0
1938	STR_QUEST_NAME_Q1938	5	STR_QUEST_ZONE19	1	4095	0	36	37	102186	0	0	0	0	1	1	0	102187	102188	0	0	0	0
1939	STR_QUEST_NAME_Q1939	5	STR_QUEST_ZONE19	1	4095	0	36	39	102189	0	0	0	0	1	1	0	102187	102190	0	0	0	0
1940	STR_QUEST_NAME_Q1940	5	STR_QUEST_ZONE19	1	4095	0	29	30	0	0	0	0	0	0	1	0	100918	102191	0	0	0	0
1941	STR_QUEST_NAME_Q1941	3	STR_QUEST_ZONE19	1	4095	0	29	30	102192	0	0	0	0	1	1	0	102117	102193	0	0	0	0
1942	STR_QUEST_NAME_Q1942	3	STR_QUEST_ZONE19	1	4095	0	29	30	102194	0	0	0	0	1	1	0	102119	102195	0	0	0	0
1943	STR_QUEST_NAME_Q1943	3	STR_QUEST_ZONE19	1	4095	0	29	30	102196	0	0	0	0	1	1	0	102123	102197	0	0	0	0
1944	STR_QUEST_NAME_Q1944	3	STR_QUEST_ZONE19	1	4095	0	29	30	102198	0	0	0	0	1	1	0	102121	102199	0	0	0	0
1945	STR_QUEST_NAME_Q1945	3	STR_QUEST_ZONE19	1	4095	0	29	30	102200	0	0	0	0	1	1	0	101639	102201	0	0	0	0
1946	STR_QUEST_NAME_Q1946	3	STR_QUEST_ZONE19	1	4095	0	29	30	102202	0	0	0	0	1	1	0	102126	102203	0	0	0	0
1947	STR_QUEST_NAME_Q1947	2	STR_QUEST_ZONE19	1	4095	0	29	30	0	0	0	0	1	1	1	0	102204	102205	0	0	0	0
1948	STR_QUEST_NAME_Q1948	2	STR_QUEST_ZONE19	1	4095	0	35	36	102206	0	0	0	0	1	1	0	102207	102208	0	0	0	0
1949	STR_QUEST_NAME_Q1949	2	STR_QUEST_ZONE19	1	4095	0	35	36	102209	0	0	0	0	1	1	0	102210	102211	0	0	0	0
1950	STR_QUEST_NAME_Q1950	5	STR_QUEST_ZONE19	1	4095	0	26	26	102212	0	0	0	0	1	1	0	102213	102214	0	0	0	0
1951	STR_QUEST_NAME_Q1951	5	STR_QUEST_ZONE19	1	4095	0	25	26	102215	0	0	0	0	1	1	0	102117	102216	0	0	0	0
1952	STR_QUEST_NAME_Q1952	5	STR_QUEST_ZONE19	1	4095	0	25	26	102217	0	0	0	0	1	1	0	102119	102216	0	0	0	0
1953	STR_QUEST_NAME_Q1953	5	STR_QUEST_ZONE19	1	4095	0	25	26	102218	0	0	0	0	1	1	0	102123	102216	0	0	0	0
1954	STR_QUEST_NAME_Q1954	5	STR_QUEST_ZONE19	1	4095	0	25	26	102219	0	0	0	0	1	1	0	102121	102216	0	0	0	0
1955	STR_QUEST_NAME_Q1955	5	STR_QUEST_ZONE19	1	4095	0	25	26	102220	0	0	0	0	1	1	0	101639	102216	0	0	0	0
1956	STR_QUEST_NAME_Q1956	5	STR_QUEST_ZONE19	1	4095	0	25	26	102221	0	0	0	0	1	1	0	102126	102216	0	0	0	0
1963	STR_QUEST_NAME_Q1963	5	STR_QUEST_ZONE19	1	4095	0	10	10	0	0	0	0	0	1	100	0	102222	102223	0	0	0	0
1964	STR_QUEST_NAME_Q1964	5	STR_QUEST_ZONE19	1	4095	0	19	19	0	0	0	0	0	1	10	0	102222	102224	0	0	0	0
1965	STR_QUEST_NAME_Q1965	5	STR_QUEST_ZONE19	1	4095	0	15	25	0	0	0	0	0	1	0	0	102225	102226	0	0	0	0
1966	STR_QUEST_NAME_Q1966	5	STR_QUEST_ZONE19	1	4095	0	15	25	0	0	0	0	0	1	0	0	102227	102226	0	0	0	0
1967	STR_QUEST_NAME_Q1967	5	STR_QUEST_ZONE19	1	4095	0	15	25	0	0	0	0	0	1	0	0	102228	102226	0	0	0	0
1968	STR_QUEST_NAME_Q1968	5	STR_QUEST_ZONE19	1	4095	0	15	25	0	0	0	0	0	1	0	0	102229	102226	0	0	0	0
