18	4180	
id	desc	type	dispel	hidelog	timemin	timemax	dot	lambda	render	buffaction	moveable	hidelevel	searchlevel	deform	openaerial	noskill	vehicle
1746	STR_SKILL_EL_BIND_ABNORMAL	2	2	0	21869	15091	0	135232	0	0	1	0	0	0	0	0	0
1760	STR_SKILL_EL_ETHERINFUSION_G1_ABNORMAL	1	1	135197	135197	135547	135857	135858	0	0	1	0	0	0	0	0	0
1761	STR_SKILL_EL_ETHERINFUSION_G2_ABNORMAL	1	1	135197	135197	135547	135857	135859	0	0	1	0	0	0	0	0	0
1762	STR_SKILL_EL_ETHERINFUSION_G3_ABNORMAL	1	1	135197	135197	135547	135857	135860	0	0	1	0	0	0	0	0	0
1763	STR_SKILL_EL_GAIAGRAB_ABNORMAL	2	2	0	15057	15165	0	135861	135318	0	1	0	0	0	0	0	0
1766	STR_SKILL_EL_SHADOWINFUSION_G1_ABNORMAL	1	1	135197	135197	135547	135857	135858	0	0	1	0	0	0	0	0	0
1767	STR_SKILL_EL_SHADOWINFUSION_G2_ABNORMAL	1	1	135197	135197	135547	135857	135859	0	0	1	0	0	0	0	0	0
1768	STR_SKILL_EL_SHADOWINFUSION_G3_ABNORMAL	1	1	135197	135197	135547	135857	135860	0	0	1	0	0	0	0	0	0
1769	STR_SKILL_EL_SILENCE_ABNORMAL	2	2	0	21869	15091	0	135389	135390	0	1	0	0	0	0	0	0
1770	STR_SKILL_EL_SLOW_ABNORMAL	2	2	0	15069	15076	0	135350	0	0	1	0	0	0	0	0	0
1772	STR_SKILL_EL_AREACAGE_ABNORMAL	2	2	0	0	15072	135358	135862	0	0	1	0	0	0	0	0	0
1773	STR_SKILL_EL_AREACAGE_ABNORMAL	2	2	0	0	15072	135358	135863	0	0	1	0	0	0	0	0	0
1774	STR_SKILL_EL_PLAGUESWAM_ABNORMAL	2	2	135161	135161	135864	135865	135866	0	0	1	0	0	0	0	0	0
1775	0	0	0	0	0	0	0	135867	0	0	1	0	0	0	0	0	0
1776	0	0	0	0	0	0	0	135868	0	0	1	0	0	0	0	0	0
1777	0	0	0	0	0	0	0	135869	0	0	1	0	0	0	0	0	0
1778	STR_SKILL_EL_ELEMENTALCALL_G1_ABNORMAL	1	1	135870	135161	135191	135161	135871	0	0	1	0	0	0	0	0	0
1781	STR_SKILL_EL_FIREFEAR_G1_ABNORMAL	2	3	135197	135872	135873	135197	135874	135364	0	1	0	0	0	0	0	0
1782	STR_SKILL_EL_WATERFEAR_G1_ABNORMAL	2	3	135197	135872	135873	135197	135875	135364	0	1	0	0	0	0	0	0
1786	STR_SKILL_EL_ETHERINFUSION_G4_ABNORMAL	1	1	135197	135197	135547	135857	135876	0	0	1	0	0	0	0	0	0
1787	STR_SKILL_EL_SHADOWINFUSION_G4_ABNORMAL	1	1	135197	135197	135547	135857	135876	0	0	1	0	0	0	0	0	0
1789	STR_SKILL_EL_DECAYINGWING_G1_ABNORMAL	2	2	0	0	15072	135358	135877	0	0	1	0	0	0	0	0	0
1795	STR_SKILL_EL_AREACAGE_ABNORMAL	2	2	0	0	15072	135358	135878	0	0	1	0	0	0	0	0	0
1800	STR_SKILL_EL_RESISTMAGIC_G1_ABNORMAL	1	1	0	0	15072	0	135408	0	0	1	0	0	0	0	0	0
1823	STR_SKILL_AROMATHERAPY_ABNORMAL	1	0	0	0	15057	135358	135879	0	0	1	0	0	0	0	0	0
1824	STR_SKILL_AROMATHERAPY_ABNORMAL	1	0	0	0	15057	135358	135880	0	0	1	0	0	0	0	0	0
1826	STR_SKILL_AROMATHERAPY_ABNORMAL	1	0	0	0	15057	135358	135881	0	0	1	0	0	0	0	0	0
1828	STR_SKILL_AROMATHERAPY_ABNORMAL	1	0	0	0	15057	135358	135882	0	0	1	0	0	0	0	0	0
1851	STR_QUEST_SKILL_Q_OKARUTREE_POISON_ABNORMAL	2	2	135161	135161	135883	135574	135884	0	0	1	0	0	0	0	0	0
1853	STR_SKILL_Q_SHIELDOFHARGEN_ABNORMAL	1	5	135161	135161	135885	135161	135886	0	0	1	0	0	0	0	0	0
1856	STR_SKILL_Q_SPEEDUP_ABNORMAL	1	0	0	0	15053	0	135887	0	0	1	0	0	0	0	0	0
1857	STR_SKILL_Q_ODDBURN_ABNORMAL	2	0	0	0	25130	0	135189	135888	0	1	0	0	0	0	0	0
1860	STR_SKILL_Q_PROTECTOFTRAJANUS_ABNORMAL	1	0	0	0	135889	135216	135890	0	0	1	0	0	0	0	0	0
1861	STR_SKILL_Q_SPEEDUP_ABNORMAL	1	0	0	0	21869	0	135887	0	0	1	0	0	0	0	0	0
1863	STR_SKILL_Q_POLYMORPH_LEHPAR_ABNORMAL	1	0	0	0	135097	0	135891	0	0	1	0	0	0	0	0	0
1864	STR_SKILL_Q_POLYMORPH_SKELETON_ABNORMAL	1	0	0	0	69972	0	135892	0	0	1	0	0	0	0	0	0
1865	STR_SKILL_Q_POLYMORPH_LEHPARM_ABNORMAL	1	0	0	0	135097	0	135893	0	0	1	0	0	0	0	0	0
1866	STR_SKILL_Q_ODDBURN_ABNORMAL	2	0	0	0	25130	0	135189	135888	0	1	0	0	0	0	0	0
1867	STR_SKILL_Q_ODDBURN_ABNORMAL	2	0	0	0	25130	0	135189	135888	0	1	0	0	0	0	0	0
1868	STR_SYSTEM_SKILL_Q_LYCAN_POLYMORPH_ABNORMAL	1	0	135161	135161	135691	135161	135894	0	0	1	0	0	0	0	0	0
1869	STR_SKILL_Q_ARTIFACT_BUFF_ABNORMAL	1	1	0	0	70446	0	135480	0	0	1	0	0	0	0	0	0
1870	STR_SKILL_Q_AZOTURAN_BUFF_ABNORMAL	1	1	0	0	135489	135895	135896	0	0	1	0	0	0	0	0	0
1871	STR_SKILL_Q_SPEEDUP3_ABNORMAL	1	0	0	0	135897	0	135898	0	0	1	0	0	0	0	0	0
1872	STR_SKILL_NPC_SHIELDOFCOMPASSION_ABNORMAL	1	1	0	0	69972	135216	135899	0	0	1	0	0	0	0	0	0
1907	0	1	0	135161	135161	135209	135161	135900	0	0	1	0	0	0	0	0	0
1908	0	1	0	135161	135161	135209	135161	135901	0	0	1	0	0	0	0	0	0
1909	0	1	0	135161	135161	135209	135161	135902	0	0	1	0	0	0	0	0	0
1910	0	1	5	135161	135161	135885	135161	135886	0	0	1	0	0	0	0	0	0
1912	0	1	0	0	0	15057	0	135903	0	0	1	0	0	0	0	0	0
1914	0	1	0	0	0	15057	0	135367	0	0	1	0	0	0	0	0	0
1915	0	1	0	0	0	15057	0	135367	0	0	1	0	0	0	0	0	0
1916	0	1	0	0	0	15057	0	135367	0	0	1	0	0	0	0	0	0
1917	0	1	0	0	0	15057	0	135903	0	0	1	0	0	0	0	0	0
1918	0	1	0	0	0	15057	0	135903	0	0	1	0	0	0	0	0	0
1919	0	1	0	0	0	15057	0	135903	0	0	1	0	0	0	0	0	0
1920	0	1	1	0	0	15057	0	135438	0	0	1	0	0	0	0	0	0
1921	0	1	1	0	0	15057	0	135438	0	0	1	0	0	0	0	0	0
1922	0	1	1	0	0	15057	0	135438	0	0	1	0	0	0	0	0	0
1923	0	1	0	0	0	15072	0	135904	0	0	1	0	0	0	0	0	0
1924	STR_SKILL_TEST_DELAYEDSKILL_ABNORMAL	2	2	0	0	15053	135739	135905	0	0	1	0	0	0	0	0	0
1925	STR_SKILL_TEST_INTERVALSKILL_ABNORMAL	2	2	0	0	15072	135906	135905	0	0	1	0	0	0	0	0	0
1926	0	2	0	135907	135153	135908	135153	135909	0	0	1	0	0	0	0	0	0
1929	STR_SKILL_WI_FROZENFIELD_G1_ABNORMAL	2	2	0	0	15057	0	135207	135711	0	1	0	0	0	0	0	0
1930	STR_SKILL_WI_FROZENFIELD_G1_ABNORMAL	2	2	0	0	15057	0	135207	135711	0	1	0	0	0	0	0	0
1931	STR_SKILL_WI_FROZENFIELD_G1_ABNORMAL	2	2	0	0	15057	0	135207	135711	0	1	0	0	0	0	0	0
1934	0	2	0	0	0	15057	0	135248	0	0	1	0	0	0	0	0	0
1935	0	2	0	0	0	15057	0	135910	135364	0	1	0	0	0	0	0	0
1939	0	2	7	0	0	15065	0	135189	135190	0	1	0	0	0	0	0	0
1940	0	2	7	0	0	15065	0	135189	135190	0	1	0	0	0	0	0	0
1941	0	2	0	0	0	15072	0	135911	0	0	1	0	0	0	0	0	0
1942	0	2	0	0	0	15072	0	135912	0	0	1	0	0	0	0	0	0
1944	0	2	0	0	0	15072	135358	135913	0	0	1	0	0	0	0	0	0
1945	0	2	0	0	0	15072	135358	135914	0	0	1	0	0	0	0	0	0
1946	0	2	0	0	0	15072	135358	135915	0	0	1	0	0	0	0	0	0
1948	STR_SKILL_TESTNOFLY_ABNORMAL	2	0	0	0	15072	0	135916	0	0	1	0	0	0	0	0	0
1950	STR_SKILL_TEST_STAT_ABNORMAL	1	0	135161	135161	135200	135161	135917	0	0	1	0	0	0	0	0	0
1951	STR_SKILL_RA_BACKDASHSTAB_G1_ABNORMAL	2	0	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
1960	STR_SKILL_TEST_PVPREMAINTIMERATIO50_ABNORMAL	2	0	0	0	15072	0	135762	135406	0	1	0	0	0	0	0	0
1961	STR_SKILL_TEST_PVPREMAINTIMERATIO200_ABNORMAL	2	0	0	0	15072	0	135762	135406	0	1	0	0	0	0	0	0
1964	STR_SKILL_TEST_PVPDAMAGERATIODOT50_ABNORMAL	2	0	0	0	15072	135358	135915	0	0	1	0	0	0	0	0	0
1966	STR_SKILL_TEST_FLYMOVEBEHIND_ABNORMAL	1	1	0	0	15072	135240	135918	135190	0	1	0	0	0	0	0	0
1967	0	2	3	135153	135153	135919	135920	135921	0	0	1	0	0	0	0	0	0
1968	STR_SKILL_ALL_SHOCKREFLECT_ABNORMAL	1	1	0	0	15162	0	135238	135922	0	1	0	0	0	0	0	0
1969	STR_SKILL_KN_PROTECTPROUD_ABNORMAL	1	1	0	0	15072	0	135923	0	0	1	0	0	0	0	0	0
1971	STR_SKILL_KN_INTIMIDATION_ABNORMAL	2	2	0	0	15057	0	135488	0	0	1	0	0	0	0	0	0
1972	STR_SKILL_KN_INTIMIDATION_ABNORMAL	2	2	0	0	15057	0	135488	0	0	1	0	0	0	0	0	0
1973	STR_SKILL_KN_FORTITUDEWAVE_ABNORMAL	2	2	0	0	15057	0	135207	135208	0	1	0	0	0	0	0	0
1974	STR_SKILL_KN_FORTITUDEWAVE_ABNORMAL	2	2	0	0	15057	0	135207	135208	0	1	0	0	0	0	0	0
1976	0	0	0	135197	135354	135354	135924	135925	0	0	1	0	0	0	0	0	0
1978	STR_SKILL_KN_INVINSIBLEPROTECT_ABNORMAL	1	1	135161	135161	135446	135523	135926	135927	0	1	0	0	0	0	0	0
1981	STR_SKILL_AS_REPEATEVADE_ABNORMAL	1	1	0	0	15065	0	135928	0	0	1	0	0	0	0	0	0
1982	STR_SKILL_AS_STUNBURST_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
1983	STR_SKILL_AS_STUNBURST_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
1984	STR_SKILL_AS_SENSEBOOST_ABNORMAL	1	1	135161	135161	135352	135161	135929	0	0	1	0	0	0	0	0	0
1985	STR_SKILL_AS_SENSEBOOST_ABNORMAL	1	1	135161	135161	135352	135161	135930	0	0	1	0	0	0	0	0	0
1987	STR_SKILL_AS_VENOMSTAB_ABNORMAL	2	2	0	0	15061	135358	135931	135401	0	1	0	0	0	0	0	0
1988	STR_SKILL_AS_RAIDSTANCE_ABNORMAL	1	1	0	0	15057	0	135669	0	0	1	0	0	0	0	0	0
1990	STR_SKILL_AS_VENOMSLASH_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
1992	STR_SKILL_CH_STEELSTANCE_ABNORMAL	1	1	0	0	15061	0	135932	0	0	1	0	0	0	0	0	0
1997	STR_SKILL_CH_SHOCKATTACK_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
1998	0	0	0	0	0	0	0	135933	0	0	1	0	0	0	0	0	0
1999	STR_SKILL_CH_SLOWCRASH_ABNORMAL	2	2	135161	135161	135934	135161	135935	0	0	1	0	0	0	0	0	0
2001	STR_SKILL_CH_IMPROVEDBODY_ABNORMAL	1	1	135161	135161	135200	135161	135936	0	0	1	0	0	0	0	0	0
2006	STR_SKILL_EL_SLEEPINGSPIRIT_ABNORMAL	2	3	135161	135161	135444	135161	135405	135406	0	1	0	0	0	0	0	0
2007	STR_SKILL_EL_SLEEPINGSPIRIT_ABNORMAL	2	3	135161	135161	135444	135161	135405	135406	0	1	0	0	0	0	0	0
2008	STR_SKILL_EL_DESPAIRCURSE_ABNORMAL	2	2	135153	135153	135908	135153	135937	135208	0	1	0	0	0	0	0	0
2009	STR_SKILL_EL_ENERVATIONCURSE_ABNORMAL	2	2	0	0	69972	0	135938	135939	0	1	0	0	0	0	0	0
2012	STR_SKILL_EL_HELLCURSE_ABNORMAL	2	2	135161	135161	135209	135161	135940	135941	0	1	0	0	0	0	0	0
2014	STR_SKILL_FI_BERSERKSTANCE_G1_ABNORMAL	1	1	135153	135153	135220	135153	135221	0	0	1	0	0	0	0	0	0
2019	STR_SKILL_FI_BERSERKSTANCE_G1_ABNORMAL	1	1	135153	135153	135220	135153	135221	0	0	1	0	0	0	0	0	0
2029	STR_SKILL_FI_RAGESPIRIT_G1_ABNORMAL	1	1	0	0	15057	135216	135942	0	0	1	0	0	0	0	0	0
2033	STR_SKILL_FI_FORCEBLADE_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
2034	STR_SKILL_FI_HEAVYSWING_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
2036	STR_SKILL_FI_BERSERKSTANCE_G1_ABNORMAL	1	1	135153	135153	135220	135153	135221	0	0	1	0	0	0	0	0	0
2039	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135215	0	0	1	0	0	0	0	0	0
2040	STR_SKILL_FI_LOCKDOWNIMPACT_G1_ABNORMAL	2	2	0	0	25130	0	135232	0	0	1	0	0	0	0	0	0
2042	STR_SKILL_KN_BRAINSTORM_G1_ABNORMAL	2	4	0	0	25176	0	135189	135190	0	1	0	0	0	0	0	0
2046	STR_SKILL_KN_WEAPONBREAK_ABNORMAL	2	2	0	0	15165	0	135943	0	0	1	0	0	0	0	0	0
2047	STR_SKILL_KN_STIGMA_RESISTARMOR_G1_ABNORMAL	1	1	0	0	15072	0	135295	0	0	1	0	0	0	0	0	0
2049	STR_SKILL_KN_BRAINSTORM_G1_ABNORMAL	2	4	0	0	25176	0	135189	135190	0	1	0	0	0	0	0	0
2051	STR_SKILL_KN_IRONBODY_G1_ABNORMAL	1	1	0	0	15072	135216	135307	135308	0	1	0	0	0	0	0	0
2052	STR_SKILL_KN_LANDSNACHER_ABNORMAL	2	2	0	0	15057	0	135248	135318	0	1	0	0	0	0	0	0
2055	STR_SKILL_KN_BREAKPOWER_G4_ABNORMAL	2	2	0	0	15072	0	135317	0	0	1	0	0	0	0	0	0
2056	STR_SKILL_KN_INVINSIBLESHIELD_G1_ABNORMAL	1	1	0	0	15072	0	135297	0	0	1	0	0	0	0	0	0
2057	STR_SKILL_KN_DESTRUCTWISH_G1_ABNORMAL	1	1	135153	135153	135220	135153	135298	0	0	1	0	0	0	0	0	0
2058	STR_SKILL_KN_HOLYWRATH_G1_ABNORMAL	1	1	0	0	15072	135216	135944	0	0	1	0	0	0	0	0	0
2060	STR_SKILL_KN_BLEEDINGSWORD_G1_ABNORMAL	2	2	0	0	15072	135358	135945	0	0	1	0	0	0	0	0	0
2062	STR_SKILL_KN_ABSOLUTESCARE_G1_ABNORMAL	2	3	135161	135161	135362	135161	135363	135364	0	1	0	0	0	0	0	0
2064	STR_SKILL_KN_BRAINSTORM_G1_ABNORMAL	2	4	0	0	25176	0	135189	135190	0	1	0	0	0	0	0	0
2069	STR_SKILL_RA_PANTHERMOVE_G1_ABNORMAL	1	1	135153	135153	135288	135153	135384	0	0	1	0	0	0	0	0	0
2071	STR_SKILL_RA_HUNTERMIND_G1_ABNORMAL	1	1	135161	135161	135191	135161	135385	0	0	1	0	0	0	0	0	0
2075	STR_SKILL_RA_STIGMA_TIGEREYE_G1_ABNORMAL	1	1	135153	135153	135288	135153	135386	0	0	1	0	0	0	0	0	0
2077	STR_SKILL_RA_PANTHERMOVE_G1_ABNORMAL	1	1	135153	135153	135288	135153	135384	0	0	1	0	0	0	0	0	0
2079	STR_SKILL_RA_HUNTERMIND_G1_ABNORMAL	1	1	135161	135161	135191	135161	135385	0	0	1	0	0	0	0	0	0
2082	STR_SKILL_RA_BREATHOFNATURE_G4_ABNORMAL	1	1	0	0	135097	0	135946	0	0	1	0	0	0	0	0	0
2087	STR_SKILL_RA_SILENTARROW_ABNORMAL	2	2	0	21869	15091	0	135389	135390	0	1	0	0	0	0	0	0
2088	STR_SKILL_RA_RESISTMIND_G1_ABNORMAL	1	1	0	0	15057	0	135408	0	0	1	0	0	0	0	0	0
2089	STR_SKILL_RA_SHOCKARROW_G1_ABNORMAL	2	2	135161	135161	135191	135161	135391	135256	0	1	0	0	0	0	0	0
2090	STR_SKILL_RA_ROOTARROW_G1_ABNORMAL	2	2	135161	135161	135191	135161	135391	135256	0	1	0	0	0	0	0	0
2092	STR_SKILL_RA_PANTHERMOVE_G1_ABNORMAL	1	1	135153	135153	135288	135153	135384	0	0	1	0	0	0	0	0	0
2094	STR_SKILL_RA_HUNTERMIND_G1_ABNORMAL	1	1	135161	135161	135191	135161	135385	0	0	1	0	0	0	0	0	0
2102	STR_SKILL_AS_WINDSLASH_G1_ABNORMAL	2	2	135161	135161	135446	135161	135447	0	0	1	0	0	0	0	0	0
2103	STR_SKILL_AS_EXPLOSIONPOISON_G1_ABNORMAL	1	1	0	0	15072	135440	135947	0	0	1	0	0	0	0	0	0
2104	STR_SKILL_AS_FLASHSLASH_G1_ABNORMAL	2	2	0	0	15072	0	135450	0	0	1	0	0	0	0	0	0
2106	STR_SKILL_AS_WINDSLASH_G1_ABNORMAL	2	2	135161	135161	135446	135161	135447	0	0	1	0	0	0	0	0	0
2107	STR_SKILL_AS_EXPLOSIONPOISON_G1_ABNORMAL	1	1	0	0	15072	135440	135948	0	0	1	0	0	0	0	0	0
2108	STR_SKILL_AS_FLASHSLASH_G1_ABNORMAL	2	2	0	0	15072	0	135450	0	0	1	0	0	0	0	0	0
2111	STR_SKILL_AS_SPIRALSTAB_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
2118	STR_SKILL_AS_ALERTSTANCE_G1_ABNORMAL	1	1	135161	135161	135191	135161	135474	0	0	1	0	0	0	0	0	0
2119	STR_SKILL_AS_ASSAULTSTANCE_G1_ABNORMAL	1	1	135153	135153	135377	135153	135475	0	0	1	0	0	0	0	0	0
2120	STR_SKILL_AS_STABSTANCE_G1_ABNORMAL	1	1	135161	135161	135478	135161	135949	0	0	1	0	0	0	0	0	0
2122	STR_SKILL_AS_WINDSLASH_G1_ABNORMAL	2	2	135161	135161	135446	135161	135447	0	0	1	0	0	0	0	0	0
2123	STR_SKILL_AS_EXPLOSIONPOISON_G1_ABNORMAL	1	1	0	0	15072	135440	135950	0	0	1	0	0	0	0	0	0
2124	STR_SKILL_AS_FLASHSLASH_G1_ABNORMAL	2	2	0	0	15072	0	135450	0	0	1	0	0	0	0	0	0
2126	STR_SKILL_AS_BLINDSIDE_G1_ABNORMAL	2	4	0	25176	25130	0	135189	135190	0	1	0	0	0	0	0	0
2127	STR_SKILL_PR_REGENERAITIONSHINE_G1_ABNORMAL	1	1	135161	135161	135512	135254	135951	0	0	1	0	0	0	0	0	0
2129	STR_SKILL_PR_PAINLINKS_G1_ABNORMAL	2	2	135153	135153	135233	135514	135952	0	0	1	0	0	0	0	0	0
2130	STR_SKILL_PR_REVIVEHAND_G1_ABNORMAL	1	1	0	0	135097	0	135516	0	0	1	0	0	0	0	0	0
2133	STR_SKILL_PR_SKINOFTHORN_G2_ABNORMAL	1	1	0	0	15072	135216	135953	0	0	1	0	0	0	0	0	0
2134	STR_SKILL_PR_REGENERAITIONSHINE_G1_ABNORMAL	1	1	135161	135161	135512	135254	135954	0	0	1	0	0	0	0	0	0
2136	STR_SKILL_PR_PAINLINKS_G1_ABNORMAL	2	2	135153	135153	135233	135514	135955	0	0	1	0	0	0	0	0	0
2137	STR_SKILL_PR_REVIVEHAND_G1_ABNORMAL	1	1	0	0	135097	0	135516	0	0	1	0	0	0	0	0	0
2140	STR_SKILL_PR_PURGATORY_G1_ABNORMAL	2	2	0	0	15135	135358	135956	0	0	1	0	0	0	0	0	0
2142	STR_SKILL_CL_HALLOWSWING_G1_ABNORMAL	2	0	0	0	15057	0	135488	0	0	1	0	0	0	0	0	0
2143	0	0	0	0	0	15033	135517	135957	0	0	1	0	0	0	0	0	0
2146	STR_SKILL_PR_MEDITATION_G1_ABNORMAL	1	1	0	0	15072	135358	135958	0	0	1	0	0	0	0	0	0
2150	STR_SKILL_PR_REGENERAITIONSHINE_G1_ABNORMAL	1	1	135161	135161	135512	135254	135959	0	0	1	0	0	0	0	0	0
2152	STR_SKILL_PR_PAINLINKS_G1_ABNORMAL	2	2	135153	135153	135233	135514	135960	0	0	1	0	0	0	0	0	0
2153	STR_SKILL_PR_REVIVEHAND_G1_ABNORMAL	1	1	0	0	135097	0	135516	0	0	1	0	0	0	0	0	0
2157	STR_SKILL_CH_IMBUEPOWER_G1_ABNORMAL	1	1	0	0	15072	135251	135961	0	0	1	0	0	0	0	0	0
2159	STR_SKILL_CH_BLESSPROTECT_G1_ABNORMAL	1	1	135153	135153	135626	135153	135627	0	0	1	0	0	0	0	0	0
2160	0	0	0	0	0	0	0	135962	0	0	1	0	0	0	0	0	0
2163	STR_SKILL_CH_IMBUEPOWER_G1_ABNORMAL	1	1	0	0	15072	135251	135963	0	0	1	0	0	0	0	0	0
2165	STR_SKILL_CH_BLESSPROTECT_G1_ABNORMAL	1	1	135153	135153	135626	135153	135627	0	0	1	0	0	0	0	0	0
2166	STR_SKILL_CH_STIGMA_RECOVERWORD_G1_ABNORMAL	1	1	0	0	21869	135483	135964	0	0	1	0	0	0	0	0	0
2168	STR_SKILL_CH_IMPROVEDLIFESTREAM_G1_ABNORMAL	1	1	0	0	15057	135483	135965	0	0	1	0	0	0	0	0	0
2169	STR_SKILL_CH_PROTECTSELF_G1_ABNORMAL	1	1	135161	135161	135191	135523	135966	0	0	1	0	0	0	0	0	0
2171	STR_SKILL_CH_MOUNTAINCRASH_G1_ABNORMAL	2	2	0	0	15165	135358	135967	0	0	1	0	0	0	0	0	0
2172	0	0	0	0	0	0	0	135968	0	0	1	0	0	0	0	0	0
2173	STR_SKILL_CH_MORTALSTRIKE_G1_ABNORMAL	2	4	0	0	15132	0	135189	135190	0	1	0	0	0	0	0	0
2174	STR_SKILL_CH_BRUTALSTRIKE_G1_ABNORMAL	2	4	0	0	15132	0	135189	135190	0	1	0	0	0	0	0	0
2176	STR_SKILL_CH_IMBUEPOWER_G1_ABNORMAL	1	1	0	0	15072	135251	135969	0	0	1	0	0	0	0	0	0
2178	STR_SKILL_CH_BLESSPROTECT_G1_ABNORMAL	1	1	135153	135153	135626	135153	135627	0	0	1	0	0	0	0	0	0
2180	0	0	0	0	0	0	0	135970	0	0	1	0	0	0	0	0	0
2181	STR_SKILL_CL_IMBUEWIND_G4_ABNORMAL	1	1	0	0	135489	135490	135971	0	0	1	0	0	0	0	0	0
2182	STR_SKILL_CH_HEALINGTANK_G1_ABNORMAL	2	2	0	0	15057	135216	135972	0	0	1	0	0	0	0	0	0
2183	STR_SKILL_CL_IMBUEMANA_ABNORMAL	1	1	0	0	135489	135490	135973	0	0	1	0	0	0	0	0	0
2184	STR_SKILL_WI_ILLUSIONSTORM_G1_ABNORMAL	2	4	0	0	15132	0	135189	135190	0	1	0	0	0	0	0	0
2185	STR_SKILL_WI_ILLUSIONDANCE_G1_ABNORMAL	1	1	0	0	15057	0	135735	0	0	1	0	0	0	0	0	0
2187	STR_SKILL_WI_SOULGAIN_G1_ABNORMAL	1	1	0	0	15065	0	135736	0	0	1	0	0	0	0	0	0
2188	STR_SKILL_WI_ILLUSIONSTORM_G1_ABNORMAL	2	4	0	0	15132	0	135189	135190	0	1	0	0	0	0	0	0
2189	STR_SKILL_WI_ILLUSIONDANCE_G1_ABNORMAL	1	1	0	0	15057	0	135735	0	0	1	0	0	0	0	0	0
2191	STR_SKILL_WI_SOULGAIN_G1_ABNORMAL	1	1	0	0	15065	0	135736	0	0	1	0	0	0	0	0	0
2195	STR_SKILL_WI_METEOR_ABNORMAL	2	4	0	0	25130	0	135189	0	0	1	0	0	0	0	0	0
2196	STR_SKILL_WI_COUNTERMAGIC_ABNORMAL	2	2	0	0	69972	135786	135974	0	0	1	0	0	0	0	0	0
2198	STR_SKILL_WI_SLEEPINGSTORM_G1_ABNORMAL	2	3	135161	135161	135444	135161	135405	135406	0	1	0	0	0	0	0	0
2200	0	0	0	0	0	15132	135739	135975	0	0	1	0	0	0	0	0	0
2202	STR_SKILL_WI_LIGHT_FROZENCORE_G1_ABNORMAL	2	2	0	0	15165	0	135392	135711	0	1	0	0	0	0	0	0
2203	STR_SKILL_WI_DARK_FROZENCORE_G1_ABNORMAL	2	2	0	0	15165	0	135392	0	0	1	0	0	0	0	0	0
2204	STR_SKILL_WI_ICEBARRIER_G1_ABNORMAL	1	4	135161	135161	135205	135523	135803	135190	0	1	0	0	0	0	0	0
2205	STR_SKILL_WI_ILLUSIONSTORM_G1_ABNORMAL	2	4	0	0	15132	0	135189	135190	0	1	0	0	0	0	0	0
2206	STR_SKILL_WI_ILLUSIONDANCE_G1_ABNORMAL	1	1	0	0	15057	0	135735	0	0	1	0	0	0	0	0	0
2208	STR_SKILL_WI_SOULGAIN_G1_ABNORMAL	1	1	0	0	15065	0	135736	0	0	1	0	0	0	0	0	0
2210	STR_SKILL_WI_FROZENSEAL_ABNORMAL	1	1	135161	135161	135679	135729	135976	0	0	1	0	0	0	0	0	0
2213	STR_SKILL_WI_WINDCUTTER_G1_ABNORMAL	2	2	0	0	21869	135358	135977	0	0	1	0	0	0	0	0	0
2216	STR_SKILL_EL_ENCHANTARMOR_G1_ABNORMAL	1	1	135161	135161	135691	135161	135816	0	0	1	0	0	0	0	0	0
2217	STR_SKILL_EL_ENFEEBLEMENT_G1_ABNORMAL	2	7	135153	135153	135817	135153	135818	0	0	1	0	0	0	0	0	0
2219	STR_SKILL_EL_STIGMA_STORMBLADE_G1_ABNORMAL	2	2	0	0	15091	135483	135978	0	0	1	0	0	0	0	0	0
2222	STR_SKILL_EL_ENCHANTARMOR_G1_ABNORMAL	1	1	135161	135161	135691	135161	135816	0	0	1	0	0	0	0	0	0
2223	STR_SKILL_EL_ENFEEBLEMENT_G1_ABNORMAL	2	7	135153	135153	135817	135153	135818	0	0	1	0	0	0	0	0	0
2225	STR_SKILL_EL_PLAGUESWAM_ABNORMAL	2	2	135161	135161	135864	135865	135979	0	0	1	0	0	0	0	0	0
2230	STR_SKILL_EL_HELLPAIN_G1_ABNORMAL	2	7	0	0	15165	135358	135980	0	0	1	0	0	0	0	0	0
2231	STR_SKILL_EL_FIREFEAR_G1_ABNORMAL	2	3	135197	135872	135873	135197	135874	135364	0	1	0	0	0	0	0	0
2232	STR_SKILL_EL_WATERFEAR_G1_ABNORMAL	2	3	135197	135872	135873	135197	135875	135364	0	1	0	0	0	0	0	0
2236	STR_SKILL_EL_ENCHANTARMOR_G1_ABNORMAL	1	1	135161	135161	135691	135161	135816	0	0	1	0	0	0	0	0	0
