36	8161	
id	name	desc	icon	itemtype	itemlevel	playerlevel	sex	civ	quality	tradein	price	sellnpc	deal	breakable	storage	expire	sound	mataudio	mesh	meshbattle	fxidle	fxbattle	soul	gem	god	changeskin	dismantle	charge	lambda	attackdelay	attacktype	attrmain	attrbonus	attrcharge1	attrcharge2
100200030	STR_TEST_DAGGER_25	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200031	STR_TEST_DAGGER_26	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200032	STR_TEST_DAGGER_27	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200033	STR_TEST_DAGGER_28	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200034	STR_TEST_DAGGER_29	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200035	STR_TEST_DAGGER_30	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200036	STR_TEST_DAGGER_31	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200037	STR_TEST_DAGGER_32	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200038	STR_TEST_DAGGER_33	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200039	STR_TEST_DAGGER_34	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200040	STR_TEST_DAGGER_35	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200041	STR_TEST_DAGGER_36	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200042	STR_TEST_DAGGER_37	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200043	STR_TEST_DAGGER_38	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200044	STR_TEST_DAGGER_39	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200045	STR_TEST_DAGGER_40	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200046	STR_TEST_DAGGER_41	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200047	STR_TEST_DAGGER_42	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200048	STR_TEST_DAGGER_43	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200049	STR_TEST_DAGGER_44	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200050	STR_TEST_DAGGER_45	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200051	STR_TEST_DAGGER_46	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200052	STR_TEST_DAGGER_47	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200053	STR_TEST_DAGGER_48	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200054	STR_TEST_DAGGER_49	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200055	STR_TEST_DAGGER_50	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31050	31051	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200056	STR_TEST_DAGGER_51	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31052	31053	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200057	STR_TEST_DAGGER_52	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200058	STR_TEST_DAGGER_53	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200059	STR_TEST_DAGGER_54	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200060	STR_TEST_DAGGER_55	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200061	STR_TEST_DAGGER_56	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200062	STR_TEST_DAGGER_57	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200063	STR_TEST_DAGGER_58	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200064	STR_TEST_DAGGER_59	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200065	STR_TEST_DAGGER_60	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200066	STR_TEST_DAGGER_61	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200067	STR_TEST_DAGGER_62	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200068	STR_TEST_DAGGER_63	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200069	STR_TEST_DAGGER_64	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200070	STR_TEST_DAGGER_65	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200071	STR_TEST_DAGGER_66	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200072	STR_TEST_DAGGER_67	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200073	STR_TEST_DAGGER_68	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200074	STR_TEST_DAGGER_69	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200075	STR_TEST_DAGGER_70	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200076	STR_TEST_DAGGER_71	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200077	STR_TEST_DAGGER_72	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200078	STR_TEST_DAGGER_73	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200079	STR_TEST_DAGGER_74	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200080	STR_TEST_DAGGER_75	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200081	STR_TEST_DAGGER_76	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200082	STR_TEST_DAGGER_77	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200083	STR_TEST_DAGGER_78	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200084	STR_TEST_DAGGER_79	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200085	STR_TEST_DAGGER_80	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200086	STR_SOULDAGGER01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	30167	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200087	STR_LYCANDAGGER01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31041	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200088	STR_NPC_DAGGER_LOGIN_01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31054	0	31055	31055	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200089	STR_NPC_DAGGER_D_LOGIN_01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31056	31057	0	30026	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200090	STR_NPC_DAGGER_N_C_01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200091	STR_NPC_DAGGER_N_C_02	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31058	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200092	STR_NPC_DAGGER_N_C_03	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200093	STR_NPC_DAGGER_N_C_04	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31060	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200094	STR_NPC_DAGGER_N_C_05	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31061	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200095	STR_NPC_DAGGER_N_C_06	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31062	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200096	STR_NPC_DAGGER_N_C_07	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31063	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200097	STR_NPC_DAGGER_N_C_08	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	29947	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200098	STR_NPC_DAGGER_N_R_01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31041	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200099	STR_NPC_DAGGER_N_R_02	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31039	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200100	STR_NPC_DAGGER_N_R_03	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31064	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200101	STR_NPC_DAGGER_N_R_04	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31065	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200102	STR_NPC_DAGGER_N_R_05	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31066	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200103	STR_NPC_DAGGER_N_R_06	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31067	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200104	STR_NPC_DAGGER_N_R_07	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	29948	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200105	STR_NPC_DAGGER_N_R_08	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31068	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200106	STR_NPC_DAGGER_N_R_09	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31069	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200107	STR_NPC_DAGGER_N_R_10	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31048	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200108	STR_NPC_DAGGER_N_R_11	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31070	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200109	STR_NPC_DAGGER_N_R_12	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31071	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200110	STR_NPC_DAGGER_N_R_13	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31072	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200111	STR_NPC_DAGGER_N_U_01	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	31050	31051	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200112	STR_DAGGER_N_C_01A	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200113	STR_DAGGER_N_C_03A	0	31038	1012	3	25130	0	3	1	0	400	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31073	0	0	0
100200114	STR_DAGGER_N_C_08A	0	31038	1012	8	15091	0	3	1	0	4450	1	1	1	2	0	29946	294	31058	0	0	0	10	1	1	1	1	0	0	1.2	0	31074	0	0	0
100200115	STR_DAGGER_N_C_10A	0	31038	1012	10	15057	0	3	1	0	7050	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31040	0	0	0
100200116	STR_DAGGER_N_C_13A	0	31038	1012	13	15192	0	3	1	0	12550	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31075	0	0	0
100200117	STR_DAGGER_N_C_18A	0	31038	1012	18	15194	0	3	1	0	24200	1	1	1	2	0	29946	294	31060	0	0	0	10	1	1	1	1	0	0	1.2	0	31042	0	0	0
100200118	STR_DAGGER_N_C_23A	0	31038	1012	23	15196	0	3	1	0	59450	1	1	1	2	0	29946	294	31061	0	0	0	10	1	1	1	1	0	0	1.2	0	31043	0	0	0
100200119	STR_DAGGER_N_C_28A	0	31038	1012	28	15198	0	3	1	0	128000	1	1	1	2	0	29946	294	31076	0	0	0	10	1	1	1	1	0	0	1.2	0	31077	0	0	0
100200120	STR_DAGGER_N_C_33A	0	31038	1012	33	15200	0	3	1	0	310400	1	1	1	2	0	29946	294	31078	0	0	0	10	1	1	1	1	0	0	1.2	0	31079	0	0	0
100200121	STR_DAGGER_N_C_38A	0	31038	1012	38	15202	0	3	1	0	856350	1	1	1	2	0	29946	294	31062	0	0	0	10	1	1	1	1	0	0	1.2	0	31080	0	0	0
100200122	STR_DAGGER_N_C_43A	0	31038	1012	43	15315	0	3	1	0	1723050	1	1	1	2	0	29946	294	31063	0	0	0	10	1	1	1	1	0	0	1.2	0	31081	0	0	0
100200123	STR_DAGGER_N_C_48A	0	31038	1012	48	15317	0	3	1	0	1980900	1	1	1	2	0	29946	294	29947	0	0	0	10	1	1	1	1	0	0	1.2	0	31082	0	0	0
100200124	STR_DAGGER_D_N_C_01A	0	31038	1012	1	15033	0	3	1	0	5	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31049	0	0	0
100200125	STR_DAGGER_D_N_C_03A	0	31038	1012	3	25130	0	3	1	0	400	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31073	0	0	0
100200126	STR_DAGGER_D_N_C_08A	0	31038	1012	8	15091	0	3	1	0	4450	1	1	1	2	0	29946	294	31058	0	0	0	10	1	1	1	1	0	0	1.2	0	31074	0	0	0
100200127	STR_DAGGER_D_N_C_10A	0	31038	1012	10	15057	0	3	1	0	7050	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31040	0	0	0
100200128	STR_DAGGER_D_N_C_13A	0	31038	1012	13	15192	0	3	1	0	12550	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31075	0	0	0
100200129	STR_DAGGER_D_N_C_18A	0	31038	1012	18	15194	0	3	1	0	24200	1	1	1	2	0	29946	294	31060	0	0	0	10	1	1	1	1	0	0	1.2	0	31042	0	0	0
100200130	STR_DAGGER_D_N_C_23A	0	31038	1012	23	15196	0	3	1	0	59450	1	1	1	2	0	29946	294	31061	0	0	0	10	1	1	1	1	0	0	1.2	0	31043	0	0	0
100200131	STR_DAGGER_D_N_C_28A	0	31038	1012	28	15198	0	3	1	0	128000	1	1	1	2	0	29946	294	31076	0	0	0	10	1	1	1	1	0	0	1.2	0	31077	0	0	0
100200132	STR_DAGGER_D_N_C_33A	0	31038	1012	33	15200	0	3	1	0	310400	1	1	1	2	0	29946	294	31078	0	0	0	10	1	1	1	1	0	0	1.2	0	31079	0	0	0
100200133	STR_DAGGER_D_N_C_38A	0	31038	1012	38	15202	0	3	1	0	856350	1	1	1	2	0	29946	294	31062	0	0	0	10	1	1	1	1	0	0	1.2	0	31080	0	0	0
100200134	STR_DAGGER_D_N_C_43A	0	31038	1012	43	15315	0	3	1	0	1723050	1	1	1	2	0	29946	294	31063	0	0	0	10	1	1	1	1	0	0	1.2	0	31081	0	0	0
100200135	STR_DAGGER_D_N_C_48A	0	31038	1012	48	15317	0	3	1	0	1980900	1	1	1	2	0	29946	294	29947	0	0	0	10	1	1	1	1	0	0	1.2	0	31082	0	0	0
100200147	STR_DAGGER_N_C2_02A	0	31083	1012	2	25176	0	3	1	0	200	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31084	16050	0	0
100200148	STR_DAGGER_N_C2_07A	0	31083	1012	7	15162	0	3	1	0	3100	1	1	1	2	0	29946	294	31058	0	0	0	10	1	1	1	1	0	0	1.2	0	31085	18856	0	0
100200149	STR_DAGGER_N_C2_12A	0	31083	1012	12	15165	0	3	1	0	10750	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31086	15952	0	0
100200150	STR_DAGGER_N_C2_17A	0	31083	1012	17	15168	0	3	1	0	21100	1	1	1	2	0	29946	294	31060	0	0	0	10	1	1	1	1	0	0	1.2	0	31087	25877	0	0
100200151	STR_DAGGER_N_C2_22A	0	31083	1012	22	201	0	3	1	0	48700	1	1	1	2	0	29946	294	31061	0	0	0	10	1	1	1	1	0	0	1.2	0	31088	18978	0	0
100200152	STR_DAGGER_N_C2_27A	0	31083	1012	27	15174	0	3	1	0	112550	1	1	1	2	0	29946	294	31076	0	0	0	10	1	1	1	1	0	0	1.2	0	31089	29726	0	0
100200153	STR_DAGGER_N_C2_32A	0	31083	1012	32	15177	0	3	1	0	262800	1	1	1	2	0	29946	294	31078	0	0	0	10	1	1	1	1	0	0	1.2	0	31090	22483	0	0
100200154	STR_DAGGER_N_C2_37A	0	31083	1012	37	15181	0	3	1	0	759200	1	1	1	2	0	29946	294	31062	0	0	0	10	1	1	1	1	0	0	1.2	0	31091	29729	0	0
100200155	STR_DAGGER_N_C2_42A	0	31083	1012	42	15184	0	3	1	0	1580350	1	1	1	2	0	29946	294	31063	0	0	0	10	1	1	1	1	0	0	1.2	0	31092	22536	0	0
100200156	STR_DAGGER_N_C2_47A	0	31083	1012	47	15188	0	3	1	0	1955850	1	1	1	2	0	29946	294	29947	0	0	0	10	1	1	1	1	0	0	1.2	0	31093	29732	0	0
100200157	STR_DAGGER_D_N_C2_02A	0	31083	1012	2	25176	0	3	1	0	200	1	1	1	2	0	29946	294	29648	0	0	0	10	1	1	1	1	0	0	1.2	0	31084	16050	0	0
100200158	STR_DAGGER_D_N_C2_07A	0	31083	1012	7	15162	0	3	1	0	3100	1	1	1	2	0	29946	294	31058	0	0	0	10	1	1	1	1	0	0	1.2	0	31085	18856	0	0
100200159	STR_DAGGER_D_N_C2_12A	0	31083	1012	12	15165	0	3	1	0	10750	1	1	1	2	0	29946	294	31059	0	0	0	10	1	1	1	1	0	0	1.2	0	31086	15952	0	0
100200160	STR_DAGGER_D_N_C2_17A	0	31083	1012	17	15168	0	3	1	0	21100	1	1	1	2	0	29946	294	31060	0	0	0	10	1	1	1	1	0	0	1.2	0	31087	25877	0	0
100200161	STR_DAGGER_D_N_C2_22A	0	31083	1012	22	201	0	3	1	0	48700	1	1	1	2	0	29946	294	31061	0	0	0	10	1	1	1	1	0	0	1.2	0	31088	18978	0	0
100200162	STR_DAGGER_D_N_C2_27A	0	31083	1012	27	15174	0	3	1	0	112550	1	1	1	2	0	29946	294	31076	0	0	0	10	1	1	1	1	0	0	1.2	0	31089	29726	0	0
100200163	STR_DAGGER_D_N_C2_32A	0	31083	1012	32	15177	0	3	1	0	262800	1	1	1	2	0	29946	294	31078	0	0	0	10	1	1	1	1	0	0	1.2	0	31090	22483	0	0
100200164	STR_DAGGER_D_N_C2_37A	0	31083	1012	37	15181	0	3	1	0	759200	1	1	1	2	0	29946	294	31062	0	0	0	10	1	1	1	1	0	0	1.2	0	31091	29729	0	0
100200165	STR_DAGGER_D_N_C2_42A	0	31083	1012	42	15184	0	3	1	0	1580350	1	1	1	2	0	29946	294	31063	0	0	0	10	1	1	1	1	0	0	1.2	0	31092	22536	0	0
100200166	STR_DAGGER_D_N_C2_47A	0	31083	1012	47	15188	0	3	1	0	1955850	1	1	1	2	0	29946	294	29947	0	0	0	10	1	1	1	1	0	0	1.2	0	31093	29732	0	0
100200167	STR_DAGGER_N_R1_04A	0	31044	1012	4	15132	0	3	2	0	950	1	2	1	2	0	29946	298	31041	0	0	0	10	2	1	1	1	0	0	1.2	0	31085	20051	0	0
100200168	STR_DAGGER_N_R1_09A	0	31044	1012	9	15135	0	3	2	0	7650	1	2	1	2	0	29946	298	31039	0	0	0	10	2	1	1	1	0	0	1.2	0	31086	15942	0	0
100200169	STR_DAGGER_N_R1_14A	0	31044	1012	14	15138	0	3	2	0	17950	1	2	1	2	0	29946	298	31094	0	0	0	10	2	1	1	1	0	0	1.2	0	31087	15948	0	0
100200170	STR_DAGGER_N_R1_19A	0	31044	1012	19	207	0	3	2	0	34350	1	2	1	2	0	29946	298	31065	0	0	0	10	2	1	1	1	0	0	1.2	0	31088	25197	0	0
100200171	STR_DAGGER_N_R1_24A	0	31044	1012	24	15142	0	3	2	0	88450	1	2	1	2	0	29946	298	31095	0	0	0	10	2	1	1	1	0	0	1.2	0	31089	26335	0	0
100200172	STR_DAGGER_N_R1_29A	0	31044	1012	29	15145	0	3	2	0	191250	1	2	1	2	0	29946	298	31066	0	0	0	10	2	1	1	1	0	0	1.2	0	31090	29735	0	0
100200173	STR_DAGGER_N_R1_34A	0	31044	1012	34	15148	0	3	2	0	501500	1	2	1	2	0	29946	298	31067	0	0	0	10	2	1	1	1	0	0	1.2	0	31091	29736	0	0
100200174	STR_DAGGER_N_R1_39A	0	31044	1012	39	15151	0	3	2	0	1232900	1	2	1	2	0	29946	298	29948	0	0	0	10	2	1	1	1	0	0	1.2	0	31092	29737	0	0
100200175	STR_DAGGER_N_R1_44A	0	31044	1012	44	15155	0	3	2	0	2320800	1	2	1	2	0	29946	298	31068	0	0	0	10	2	1	1	1	0	0	1.2	0	31093	29738	0	0
100200176	STR_DAGGER_N_R1_49A	0	31044	1012	49	15159	0	3	2	0	2605350	1	2	1	2	0	29946	298	31069	0	0	0	10	2	1	1	1	0	0	1.2	0	31096	29740	0	0
100200177	STR_DAGGER_D_N_R1_04A	0	31044	1012	4	15132	0	3	2	0	950	1	2	1	2	0	29946	298	31041	0	0	0	10	2	1	1	1	0	0	1.2	0	31085	20051	0	0
100200178	STR_DAGGER_D_N_R1_09A	0	31044	1012	9	15135	0	3	2	0	7650	1	2	1	2	0	29946	298	31039	0	0	0	10	2	1	1	1	0	0	1.2	0	31086	15942	0	0
100200179	STR_DAGGER_D_N_R1_14A	0	31044	1012	14	15138	0	3	2	0	17950	1	2	1	2	0	29946	298	31094	0	0	0	10	2	1	1	1	0	0	1.2	0	31087	15948	0	0
100200180	STR_DAGGER_D_N_R1_19A	0	31044	1012	19	207	0	3	2	0	34350	1	2	1	2	0	29946	298	31065	0	0	0	10	2	1	1	1	0	0	1.2	0	31088	25197	0	0
100200181	STR_DAGGER_D_N_R1_24A	0	31044	1012	24	15142	0	3	2	0	88450	1	2	1	2	0	29946	298	31095	0	0	0	10	2	1	1	1	0	0	1.2	0	31089	26335	0	0
100200182	STR_DAGGER_D_N_R1_29A	0	31044	1012	29	15145	0	3	2	0	191250	1	2	1	2	0	29946	298	31066	0	0	0	10	2	1	1	1	0	0	1.2	0	31090	29735	0	0
