6	2707	
id	mapid	type	priority	name	poly
448	220010000	0	15	68890	100,500;597.59,731.53;509.45,832.82;579.83,1193.92;786.75,1249.18;872.25,946.62;747.29,730.89
449	220010000	0	14	68892	100,500;952.58,1669.31;963.83,1690.41;962.75,1706.74;957.98,1718.76;938.41,1720.45;923.32,1705.36;920.54,1684.41;933.48,1666.85
450	220010000	0	15	68894	100,500;842.31,2217.92;848.66,2234.7;862.9,2235.97;870.78,2224.02;864.94,2209.53;851.21,2208.51
451	220010000	0	14	68896	0.1,400.1;733.7,1648.14;761.02,1700.54;741.76,1726.96;733.9,1817.79;666.37,1941.81;493.12,2007.42;290.85,1972.85;291.29,1797.3;569.67,1599.23;643.52,1645.74
452	220010000	0	16	68898	100,500;862.18,1505.12;786.08,1247.13;651.73,1211.97;554.22,1280.9;434.67,1281.05;373.91,1366.88;399.05,1615.81;466.18,1679.12;569.86,1604.23;640.25,1650.67;736.75,1651.4;824.96,1619.27
453	220010000	0	16	69799	100,500;622.58,2499.35;667.38,2550.15;578.7,2633.07;573.32,2679.91;722.77,2776.62;711.53,2870.46;561.11,2989.06;79.57,2990.57;35.22,2949.48;21.54,2465.23;54.9,2434.72;460.59,2496.85;520.5,2482.17;579.94,2502.59
454	220010000	0	16	68900	100,500;788.35,2086.35;762.13,2118.25;752.08,2179.49;843.03,2403.32;1008.29,2410.14;1104.37,2477.21;1259.94,2337.99;1336.27,2116.31;1260.27,2021.21;1042.05,1953.49;1001.33,1977.67;855.7,1822.09;775.16,1865.81;692.59,1980.25
455	220010000	0	13	69800	100,500;482.78,2307.6;511.38,2323.94;531.44,2309.83;519.55,2283.08;487.61,2284.94
456	220010000	0	12	68902	100,500;375.26,1855.11;351.12,1872.14;347.56,1902.38;376.53,1930.08;403.47,1926.01;426.85,1915.59;434.98,1872.9;418.71,1850.28
457	220010000	0	14	68904	100.2,500.2;1058.83,1872.45;1079.82,1892.85;1081.87,1930.73;1192.54,1986.12;1243.64,1965.46;1290.09,1644.1;1267.6,1623.12;1130.49,1598.49;1110.98,1655.44;1128.36,1713.62;1118.96,1746.71;1166.32,1779.71;1174.32,1819.69;1164.18,1842.93;1172.19,1853.24;1166.33,1874.66;1161.89,1876.01;1127.7,1855.4;1107.8,1856.4;1074.72,1842.55;1059.26,1857.28
458	220010000	0	13	68906	100,500;523.67,1881.61;512.2,1884.52;510.82,1901.56;525.18,1906.37;531.11,1900.68;531.54,1887.92
459	220010000	0	15	68908	100,500;575.32,2362.33;711.74,2370.48;686.6,2404.3;704.42,2445.89;786.69,2404.3;754.24,2184.93;764.76,2119.33;756.27,2040.37;674.82,1951.39;491.4,2009.17;289.06,1977.38;146.2,2310.79;224.52,2385.04;374.51,2482.13;462.12,2499.87;525.41,2482.55;509.76,2438.59;482.78,2414.28;491.11,2399.96;527.07,2398.63;533.23,2380.59
460	220010000	0	13	68910	100,500;582.06,2507.83;621.35,2501.17;660.98,2455.54;640.33,2395.6;573.49,2357.12;530.86,2379.43;522.54,2396.42;490.9,2395.75;478.58,2414.4;508.22,2440.38;523.54,2485
461	220010000	0	12	68912	100,500;1213.59,1855.59;1170.85,1849.35;1163.13,1875.47;1193.41,1902.19;1255.75,1877.85;1249.21,1846.98
462	220010000	0	15	68914	100,500;1062.69,2031.18;1082.22,2046.39;1073.87,2073.53;1041.72,2072.95;1036.95,2041.96
463	220010000	0	15	68916	50,450;623.51,2716.07;562.7,2764.8;555.96,2798.87;570.68,2896.82;626.83,2904.11;692.79,2837.18;693.44,2762.84
464	220010000	0	10	68918	100,500;223.33,2656.07;247.5,2661;262.39,2676.22;261.65,2699.17;245.94,2712.88;223.2,2712.65;209.04,2696.23;207.55,2671.63
465	220010000	0	15	69801	100.1,500.1;1002.91,1979.69;1072.21,1950.67;1196.26,1990.87;1245.06,1966.53;1292.13,1643.9;1268.39,1620.93;1129.79,1596.04;1105.2,1525.58;926.47,1470.26;841.93,1525.9;810.92,1627.91;733.58,1729.25;729.55,1803.66;788.46,1828.77;854.67,1820.55;876.37,1855.9;994.31,1978.12
466	220010000	0	15	68920	100,500;1075.95,2331.05;1128.4,2346.07;1121.06,2427.79;1077.48,2449.72;1032.79,2440;1023.52,2343.46
467	220010000	0	14	68922	100,500;623.2,815.59;595.83,879.24;611.9,926.84;685.07,933.98;726.12,890.55;692.21,825.1
468	220010000	1	8	72287	308.8,338.8;612.46,1064.65;613.01,1039.05;637.93,1030.84;667.64,1049.05;658.6,1070.27;636.7,1080.95
469	220010000	1	8	72288	235.04,285.04;1039.98,1607.9;1043.97,1595.22;1054.77,1583.13;1077.66,1578.79;1103.84,1598.98;1097.74,1623.16;1086.47,1634.67;1056.53,1629.27
470	220010000	1	8	72289	283.63,343.63;680.53,1211.48;708.72,1200.75;722.92,1204.72;734.28,1258.17;728.05,1284.85;712.84,1279.43;675.1,1236.76
471	220010000	1	8	72290	267.52,387.52;599.46,850.63;626.74,830.57;689.42,833.22;728.51,889.66;700.31,929.04;670.3,932.63;624.38,934.78;607.96,929.05
472	220020000	0	16	68924	200,600;995.75,1362.31;951.25,1384.47;953.73,1417.13;964.7,1446.81;980.92,1472.3;1050.01,1438.16;1131.85,1428.8;1122.13,1374.54;1102.41,1336.62;1074.12,1311.95
473	220020000	0	29	68926	1,600;2026.51,290.08;1995.94,284.9;1969.31,282.73;1938.65,284.28;1916.05,300.52;1892.19,319.43;1883.64,347.53;1883.35,367.31;1882.47,391.46;1892.08,410.08;1890.25,431.65;1884.66,453.99;1869.09,468.57;1869.12,485.49;1864.21,530.19;1887.72,598.63;1942.21,603.6;1952.39,614.83;1965.73,627.82;1985.74,627.82;2001.18,622.56;2026.41,622.99;2079.2,564.28;2072.03,555.13;2066.97,542.77;2072.03,531.83;2076.69,515.01;2081.01,512.91;2089.32,511.49;2097.49,507.87;2102.96,495.31;2097.43,484.9;2092.36,481.05;2089.32,476.18;2089.93,467.27;2096.62,462.81;2103.91,465.04;2119.51,468.28;2145.76,474.01;2159.94,477.25;2163.18,483.33;2180.35,490.08;2182.27,503.53;2183.23,530.43;2192.41,545.86;2209.75,556.47;2217.26,564.76;2219.59,570.46;2238.1,572.85;2248.29,561.02;2265.59,552.61;2276.42,568.27;2287.28,576;2302.2,562.6;2321.78,557.82;2337.56,565.67;2346.65,583.31;2375.22,594.6;2396.73,621.76;2417.13,644.92;2432.65,662.2;2483.15,698.69;2505.4,729.13;2525.49,748.37;2540.35,756.38;2552.07,758.66;2554.93,768.1;2561.51,780.96;2560.08,801.83;2568.94,802.97;2588.74,815.68;2591.03,813.1;2608.46,810.24;2611.6,803.54;2619.89,799.83;2629.03,798.97;2634.46,802.97;2639.9,809.55;2644.47,807.83;2648.19,813.55;2654.47,828.41;2672.23,843.15;2682.89,843.45;2690.2,831.27;2688.23,803.09;2692.81,793.75;2692.81,788.98;2694.79,780.63;2688.43,770.89;2688.43,765.72;2702.46,710.45;2716.42,693.88;2727.78,682.28;2747.64,678.93;2764.32,683.94;2773.44,715.85;2789.53,729.11;2803.02,728.87;2802.62,751.68;2829.34,786.29;2821.82,838.89;2836.05,892.46;2858.94,910.58;2914.76,904.1;2964.47,905.55;3004.8,901.19;3020.04,897.22;3039.78,894.11;3047.49,882.67;3046.47,856.77;3038.38,847.75;3023.83,841.17;2999.12,833.1;2980.05,813.64;2975.27,790.92;2983.45,774.42;2981.77,758.28;2966.38,746.44;2964.11,725.98;2974.11,713.7;2991.39,705.97;2993.47,679.78;2996.65,645.22;2990.97,610.68;2985.06,603.86;2985.51,592.49;2992.33,586.58;3002.34,588.4;3008.25,576.12;3005.83,551.2;3026.29,536.2;3029.75,514;3025.02,505.95;3018.39,508.32;3009.39,506.9;2998.03,492.22;2983.82,471.86;2981.65,459.15;2970.13,450.92;2967.39,436.66;2970.13,421.3;2952.03,401.55;2927.34,406.49;2904.3,403.2;2889.79,409.06;2874.47,415.86;2864.26,414.73;2855.29,398.78;2839.85,393.78;2827.34,380.43;2805.64,381.26;2770.15,379.53;2760.15,366.8;2757.87,358.16;2757.42,351.34;2739.89,326.16;2683.75,275.24;2647.58,242.6;2628.62,227.6;2607,188.79;2575.69,165.85;2543.49,177.32;2528.79,218.53;2487.53,274.08;2465.74,305.15;2453.23,325.73;2432.24,330.17;2417.31,314.03;2396.63,296.16;2371.22,284.38;2352.47,284.03;2332.67,285.07;2322.67,288.92;2301.14,309.41;2287.78,324.02;2255.59,355.28;2244.16,374.63;2227.09,375.1;2209.44,366.21;2195.19,350.73;2170.11,325.02;2157.1,309.53;2141.58,300.74;2120.21,302.29;2106.58,294.85;2095.12,287.73;2080.56,278.44;2052.07,290.52
474	220020000	0	10	68928	350,600;658.08,856.39;652.07,870.22;640.64,881.95;631.32,884.65;610.58,902.39;610.58,912.61;613.88,912.91;616.59,918.02;621.7,943.88;666.67,909.2;710.35,909.18;711.9,903.89;709.79,890.97;692.66,872.32;691.45,864.21;683.34,862.7;671.01,871.42;668.9,862.1
475	220020000	0	16	68930	200,600;2045.77,2963.45;2014.93,2992.16;2034.07,3031.22;2079.3,3020.25;2098.75,3009.58;2099.95,2984.32;2088.97,2977.23;2075.25,2966.71;2063.75,2963.77
476	220020000	0	24	68932	1,600;2316.87,2306.69;2322.28,2343.98;2333.25,2393.17;2341.89,2411.78;2332.83,2460.08;2319.81,2485.65;2311.12,2502.06;2318.36,2525.21;2325.12,2530.52;2352.13,2557.54;2353.6,2595.22;2341.54,2610.18;2355.37,2656.3;2369.65,2659.51;2388.46,2695.21;2399.71,2743.15;2401.64,2778.85;2378.96,2811.66;2369.4,2825.38;2366.73,2857.86;2355,2876.98;2322.38,2867.87;2306.96,2890.56;2296.46,2905.98;2290.03,2922.41;2290.78,2955.9;2302.07,2962;2302.38,2972.69;2283.46,2997.1;2258.45,3016.41;2204.66,3014.93;2193.06,3021.64;2174.62,3022.86;2149.9,3008.82;2113.09,2993.46;2088.74,2977.71;2075.27,2967.49;2062.73,2964.24;2045.99,2963.63;2012.7,2995.24;2001.29,3007.79;1990.26,3008.55;1978.47,2984.6;1964.78,2970.91;1953,2964.06;1947.98,2942.1;1945.32,2920.42;1949.12,2897.23;1945.7,2888.1;1933.53,2886.58;1921.36,2888.1;1887.14,2890.76;1879.08,2890.89;1870.8,2883.03;1863.57,2874.67;1870.36,2802.04;1870.19,2752.11;1880.65,2719.07;1978.43,2582.76;2004.17,2569.52;2021.08,2544.88;2028.2,2526.18;2016.3,2516.57;2009.81,2467.72;2022.59,2424.76;2026.32,2387.9;2061.85,2349;2092,2332.46;2082.59,2303.25;2110.46,2296.48;2113.77,2307.51;2137.69,2295.61;2138.92,2286.21;2151.78,2280.08;2165.88,2263.74;2171.19,2255.16;2172.62,2243.52;2179.71,2227.81;2192.46,2229.7;2205.94,2244.82;2221.67,2246.25;2231.67,2252.99;2249.25,2238.65;2256.91,2235.63;2262.22,2230.32;2292.28,2218.62;2303.25,2242.55;2312.22,2268.14
477	220020000	0	16	68934	1,600;2519.08,319.5;2508.14,335.9;2507.5,371.29;2538.06,415.35;2549.96,436.9;2539.34,457.81;2545.78,482.26;2565.03,486.37;2576.29,494.09;2595.59,504.38;2619.71,512.75;2638.18,524.94;2650.04,529.99;2669.01,526.78;2692.38,507.66;2707.82,489.01;2714.25,429.18;2719.79,375.98;2717.53,341.89;2686.98,300.4;2630.65,267.39;2602.45,276.14
478	220020000	0	16	68936	100,600;2183.98,1431.09;2190.57,1464.37;2193.87,1489.66;2193.15,1499.48;2199.21,1508.13;2222.75,1510.84;2237.92,1519.09;2255.95,1541.89;2270.07,1534.67;2288.95,1535.42;2304.22,1554.21;2323.03,1561.38;2333.8,1563.28;2350.1,1557.37;2364.83,1543.1;2365.26,1539.9;2370.2,1533.73;2375.8,1528.94;2375.14,1525.93;2369.16,1524.67;2369.22,1523.31;2363.01,1523.07;2361.2,1518.38;2347.06,1515.81;2340.53,1506.21;2333.2,1513.47;2307.25,1506.9;2290.52,1500.7;2289.07,1497.95;2284.47,1489.84;2266.1,1477;2270.38,1472.07;2271.34,1466.84;2270.62,1443.27;2266.06,1439.89;2265.46,1437.12;2261.85,1434.1;2253.62,1434.24;2239.53,1422.1
479	220020000	0	16	68938	1,201;2621.46,2488.96;2614.57,2539.95;2609.29,2539.04;2605.15,2567.75;2621.69,2570.05;2614.34,2618.51;2649.23,2624.25;2687.39,2615.26;2709.33,2582.22;2713,2558.56;2696.78,2496.6;2679.92,2497.46
480	220020000	0	16	68940	270,420;1712.46,2484.48;1685.24,2499.63;1672.18,2539.26;1644.52,2557.26;1638.05,2587.45;1586.79,2614.23;1582.88,2650.51;1594.75,2671.09;1618.5,2674.25;1625.59,2691.68;1615.16,2707.65;1587.63,2708.29;1579.43,2709.4;1577.79,2713.75;1563.04,2712.88;1561.98,2776.9;1562.36,2777.49;1556.15,2784.97;1556.89,2804.2;1551.56,2816.54;1540.52,2828.16;1533.8,2841.27;1549.63,2896.68;1571.8,2895.1;1583.67,2885.6;1599.5,2885.6;1609.79,2895.89;1621.66,2910.14;1654.91,2957.63;1639.08,2993.25;1642.24,3035.2;1660.45,3047.07;1691.32,3043.91;1808.47,3020.95;1828.26,3013.04;1842.51,2988.5;1837.76,2958.42;1812.43,2936.26;1819.55,2877.68;1808.47,2853.14;1783.22,2840.02;1786.31,2805.65;1825.25,2801.57;1853.59,2764.49;1876.54,2723.33;1872.58,2682.96;1883.36,2627.05;1912.2,2619.1;1929.27,2592.63;1925.22,2558.89;1911.75,2537.14;1878.92,2526.23;1855.96,2537.32;1844.61,2536.18;1842.96,2499.29;1823.99,2484.23;1803.07,2488.01;1784.46,2484.39;1734.86,2483.49
481	220020000	0	19	68942	200,600;791.04,2724.78;812.72,2821.12;795.92,2839.73;785.09,2850.05;772.37,2868.39;822.14,2947.38;835.94,2933.97;849.73,2935.7;901.81,2982.18;936.41,2950.58;968.9,2948.85;1026.64,2900.91;1028.44,2822.16;1031.65,2748.98;1067,2718.62;1151.71,2722.29;1151.71,2703.6;1151.24,2691.05;1148.64,2679.45;1146.98,2676.85;1137.51,2676.14;1147.93,2664.54;1154.28,2664.42;1163.81,2635.95;1135.16,2628.71;1105.08,2662.05;1097.35,2664.89;1088.41,2653.91;1085.56,2642.53;1069.71,2614.89;1087.6,2592.53;1127.84,2590.09;1154.27,2562.04;1162.4,2547.81;1172.97,2539.27;1177.03,2516.51;1179.07,2501.06;1190.45,2498.62;1200.63,2504.64;1195.16,2444.78;1185.71,2439.2;1142.62,2437.98;1117.82,2469.69;1093.43,2461.56;1086.11,2468.47;1074.73,2467.66;1065.78,2475.79;1057.24,2474.98;1050.74,2474.98;1052.77,2448.96;1075.13,2424.57;1096.68,2416.84;1124.32,2399.36;1129.61,2376.6;1144.65,2362.78;1146.68,2346.51;1135.7,2331.07;1136.52,2319.28;1129.2,2318.87;1120.26,2305.05;1120.95,2265.44;1078.84,2265.53;1074.08,2270.83;1062.24,2270.83;1057.35,2265.52;1030.72,2265.83;1022.07,2251.76;1001.59,2251.57;990.21,2258.74;960.62,2250.66;943.1,2268.53;968.1,2303.59;983.85,2337.55;981.88,2369.54;982.86,2413.35;950.87,2448.29;959.85,2466.82;962.31,2493.4;919.76,2503.48;861.23,2572.68;864.28,2581.54;881.75,2584.14;909.75,2606.7;912.7,2627.38;904.33,2642.14;893.5,2672.16;883.89,2686.72;884.87,2710.35;880.33,2713.92;880.82,2723.77;869.88,2735.82;861.02,2734.34;851.67,2720.07;816.55,2711.42;812.12,2700.59;802.45,2692.5
482	220020000	0	22	68944	1,600;1300.84,1870.9;1326.4,1876.34;1362.69,1876.34;1363.47,1886.44;1351.28,1899.92;1350.77,1923.77;1341.95,1933.88;1329.25,1937.77;1318.11,1938.8;1309.03,1954.1;1309.81,1981.32;1327.75,1995.84;1342.29,2003.83;1354.76,2008.3;1376.42,2009.79;1380.28,2005.93;1388.88,1997.03;1397.19,1996.73;1407.07,1984.95;1416.86,1983.47;1427.54,1973.38;1442.67,1981.39;1437.14,1990.87;1434.77,1999.48;1423.19,2014.61;1423.49,2020.55;1445.15,2049.33;1446.34,2065.65;1443.07,2068.02;1435.07,2069.19;1431.21,2072.77;1401.89,2050.78;1386.13,2046.64;1383.54,2029.79;1359.69,2029.28;1355.03,2032.65;1336.89,2030.83;1317.45,2049.5;1315.9,2075.16;1341.51,2105.76;1340.73,2130.65;1337.62,2142.05;1333.16,2146.47;1333.92,2162.05;1330.91,2165.32;1324.43,2166.88;1323.91,2171.03;1313.25,2185.46;1293.55,2204.77;1322.98,2239.81;1389.51,2263.46;1414.46,2314.23;1424.55,2302.25;1436.32,2303.51;1436.74,2309.19;1436.53,2315.91;1436.1,2319.07;1435.47,2321.59;1436.1,2321.8;1440.94,2323.06;1443.17,2323.17;1441.59,2358.15;1444.34,2376.7;1445.96,2383.73;1463.41,2389.54;1466.39,2385.19;1488.02,2383.47;1498.21,2376.95;1511.77,2379.64;1514.5,2375.54;1515.53,2363.24;1518.94,2357.78;1519.44,2351;1523.65,2342.58;1521.4,2335.03;1527.94,2328.44;1522.31,2311.68;1523,2303.44;1529.18,2297.26;1540.86,2298.41;1553.04,2299.38;1563.37,2294.82;1577.36,2273.23;1586.75,2265.37;1598.57,2246.96;1607.51,2250.65;1634.08,2272.88;1646.95,2252.71;1636.61,2238.39;1637.01,2226.45;1621.49,2222.08;1636.21,2211.34;1639.4,2176.73;1630.25,2167.58;1628.65,2146.5;1636.21,2132.17;1644.17,2125.41;1652.92,2130.19;1668.04,2130.19;1679.18,2134.16;1686.34,2146.5;1684.75,2152.46;1671.22,2160.42;1668.04,2173.15;1671.56,2186.18;1675.94,2200.11;1679.91,2212.84;1692.25,2225.96;1701.79,2225.57;1711.34,2220;1714.52,2209.65;1727.39,2208.04;1729.55,2197.22;1724.63,2190.11;1727.63,2178.82;1735.9,2172.28;1742.67,2165.71;1749.01,2155.96;1749.02,2148.7;1756.49,2140.48;1764.57,2135.7;1780.66,2129.69;1792.43,2120.81;1805.77,2108.72;1826.68,2092.16;1827.28,2075.88;1818.54,2057.2;1803.07,2042.7;1791.62,2033.06;1787.4,2021.31;1788,2005.34;1790.11,1986.96;1786.5,1969.78;1779.97,1952.97;1769.62,1942.06;1766.53,1927.12;1775.17,1897.08;1794.94,1885.66;1814.14,1870.2;1825.19,1851.16;1836.61,1828.15;1852.61,1807.09;1855.27,1803.97;1875.64,1776.68;1892.5,1730.85;1961.1,1614.06;1852.36,1511.01;1838.94,1504.73;1823.99,1492.88;1816.83,1483.85;1815.73,1478.26;1775.55,1474.7;1775.5,1476.19;1757.26,1495.2;1753.95,1504.12;1713.03,1510.26;1686.23,1507.68;1658.3,1493.87;1643.46,1478.63;1597.35,1452.01;1583.77,1474.91;1566.43,1492.24;1547.11,1506.97;1527.48,1519.71;1511.52,1537.32;1452.53,1580.7;1388.53,1588.26;1377.76,1595.37;1366.47,1612.68;1367.66,1636.06;1354.43,1654.72;1357.47,1670.46;1384.57,1699.97;1394.07,1701.45;1405.35,1724.01;1402.08,1748.34;1384.28,1759.32;1383.54,1799.06;1393.58,1811.17;1396.36,1820.31;1425.36,1832.62;1435.09,1849.11;1442.05,1851.89;1442.64,1859.84;1432.91,1873.94;1421.89,1880.81;1408.19,1882.6;1400.44,1892.13;1393.69,1886.97;1399.45,1878.83;1398.85,1873.26;1374.18,1848.06;1362.07,1850.24;1342.4,1849.65;1334.65,1842.3;1334.45,1835.74;1324.36,1793.89;1318.94,1789.04;1278.76,1845.56
483	220020000	0	23	68946	1,600;1583.75,1475.96;1597.55,1452.8;1644.39,1480.06;1658,1494.29;1686.71,1508.38;1714.37,1510.78;1754.66,1504.57;1758.03,1495.44;1776.38,1475.78;1815.49,1479.45;1816.43,1485.04;1825.54,1489.21;1882.46,1488.84;1948.57,1351.77;1940.79,1045.55;1781.32,956.36;1740.5,959.46;1703.06,942.87;1693.7,928.4;1630.22,926.33;1620.69,942.58;1573.09,933;1577.04,921.22;1546.11,921.11;1497.5,1015.41;1481.94,1289.55;1485.41,1393.06;1525.02,1444.26;1566.68,1492.33
484	220020000	0	26	68948	50,600;2566.48,2043.28;2531.44,2041.8;2527.31,2043.45;2523.91,2048.09;2518.97,2076.53;2505.68,2089.82;2503.06,2116.81;2487.92,2134.12;2484.52,2157.61;2474.01,2157.61;2469.68,2160.09;2471.55,2220.34;2456.76,2232.77;2443.23,2230.84;2407.06,2203.64;2397.63,2203.02;2397.01,2183.86;2367.03,2178.91;2360.45,2185.85;2360.14,2205.64;2351.79,2211.82;2344.69,2207.18;2333.45,2215.18;2331.41,2236.08;2346.22,2264.53;2352.61,2265.11;2361.82,2276.26;2360.08,2316.9;2347.24,2322.58;2346.65,2346.38;2362.62,2348.41;2372.49,2359.16;2372.45,2376.14;2362.58,2389.79;2352.88,2435.9;2371.23,2436.91;2436.87,2438.14;2472.75,2415.01;2474,2407.75;2481.77,2400.23;2484.02,2389.72;2488.78,2383.71;2488.78,2369.43;2467.94,2360.73;2458.79,2354.81;2463.63,2333.54;2468.75,2327.62;2469.28,2320.35;2480.86,2319.81;2485.43,2324.39;2495.66,2325.2;2502.12,2316.31;2510.2,2316.04;2515.04,2321.16;2520.35,2317.62;2519.57,2300.73;2541.12,2273.36;2549.29,2258.09;2569.51,2257.93;2576.46,2262.8;2582.68,2263.33;2590.59,2276.23;2594.89,2291.42;2598.83,2316.67;2598.83,2349.8;2612.03,2369.25;2622.28,2369.4;2625.52,2368.25;2660.5,2367.55;2661.14,2356.84;2670.72,2346.2;2677.53,2343.43;2683.7,2342.58;2688.44,2336.33;2687.68,2320.04;2695.96,2308.85;2701.7,2306.72;2708.3,2299.27;2719.6,2299.55;2725.79,2287.88;2734.6,2280.02;2748.37,2281.6;2759.12,2303.32;2760.22,2314.07;2769.04,2323.5;2768.84,2335.94;2780.76,2339.65;2795.01,2356.91;2800.22,2352.69;2810.66,2353.7;2811.66,2366.74;2824.97,2374.13;2861.69,2346.64;2854.91,2337.44;2850.03,2323.57;2851.68,2298.63;2855.41,2284.37;2866.6,2273.84;2973.89,2273.84;2989.88,2258.09;2992.85,2224.77;2989.78,2204.37;2973.76,2188.57;2963.23,2187.47;2946.55,2189.23;2930.22,2177.05;2925.61,2165.21;2920.34,2141.07;2915.78,2138.43;2905.03,2128.77;2903.05,2123.95;2902.18,2117.8;2901.74,2117.36;2901.08,2111.66;2900.64,2107.49;2904.81,2105.73;2915.34,2105.52;2921.92,2099.15;2943.43,2098.93;2951.1,2093.45;2953.95,2093.11;2958.76,2087.89;2967.79,2087.09;2970.4,2083.08;2961.57,2070.04;2953.95,2069.83;2951.54,2077.46;2945.75,2086.25;2936.12,2085.05;2932.11,2077.83;2930.91,2072.61;2927.5,2068.19;2924.28,2067.99;2919.07,2070.6;2915.46,2077.83;2909.46,2083;2897.82,2083.2;2893.61,2085.21;2892.98,2083.55;2874.92,2082.35;2871.11,2073.32;2865.89,2066.9;2864.28,2059.88;2860.87,2060.08;2852.04,2070.11;2848.63,2076.13;2848.63,2081.55;2850.64,2088.97;2832.45,2086.79;2824.09,2099.34;2819.27,2107.76;2800.69,2112.11;2791.98,2103.4;2787.92,2095.27;2770.5,2089.47;2768.81,2058.31;2744.52,2066.55;2741.03,2098.77;2701.88,2140.75;2679.63,2160.95;2663.96,2160.95;2660.18,2156.6;2661.34,2103.18;2658.15,2102.89;2645.13,2090.34;2644.55,2077.86;2631.78,2066.83;2626.84,2067.99;2621.33,2069.65;2620.17,2071.39;2609.72,2070.23;2596.17,2048.5;2585.57,2035.95;2576.91,2026.99;2573.51,2026.06;2568.88,2028.23
485	220020000	0	16	68950	400,600;312.77,285.08;294.34,303.12;279,303.88;264.04,318.46;263.27,322.68;262.5,333.42;258.28,341.48;226.23,384.94;224.31,399.14;227,409.11;250.78,434.81;252.96,436.74;253.61,444.57;252.16,449.28;285.04,489.76;287.73,486.25;306.08,482.37;314.42,475.89;325.94,475.31;327.12,480.64;336.79,489.01;351.02,484.33;351.02,469.75;356.78,460.55;365.7,458.63;373.27,453.6;373.33,442.93;375.28,437.38;378.26,426.02;384.36,414.53;385.3,401.99;386.93,396.12;388.18,382;402.05,372.1;404.73,358.89;402.81,324.36;402.14,320.27;408.98,314.8;409.04,290.25;363.82,291.4;351.21,284.49
486	220020000	0	16	68952	300,600;365.21,2923.02;320.33,3028.91;364.77,3057.03;425.88,2997.05;492.13,2955.86;506.58,2918.76;484.95,2880.51;466.52,2871.81;433.68,2874.04
487	220020000	0	16	69802	1,600;2265.09,552.31;2247.46,560.63;2237.56,572.33;2211.53,568.62;2211.54,590.86;2217.18,608.64;2218.08,621.05;2225.52,626.52;2222.51,651.39;2226.08,678.86;2242.59,705.23;2257.33,711.74;2281.63,711.5;2293.85,721.36;2302.52,740.68;2297,761.18;2295.82,781.68;2282.02,797.06;2288.73,829.45;2317.91,839.31;2332.1,853.9;2343.14,860.99;2384.38,859.55;2396.21,860.73;2408.43,872.56;2406.42,896.8;2398.22,904.18;2387.1,923.97;2391.63,946.16;2399.72,951.45;2408.82,951.02;2415.13,942.74;2467.57,930.91;2472.62,906.94;2482.95,896.14;2477.04,878.08;2463.95,875;2451.01,854.81;2452.59,838.25;2448.65,816.17;2439.97,806.32;2429.72,805.53;2415.92,808.29;2393.05,805.13;2387.53,801.19;2373.34,805.13;2353.23,799.22;2350.47,790.15;2355.2,773.2;2355.59,761.76;2360.72,747.17;2379.25,729.04;2323.38,660.95;2311.95,659.77;2305.64,657.01;2298.94,648.73;2287.9,621.52;2290.61,614.84;2284.69,580.53;2290.38,578.62;2276.03,568.58
488	220020000	0	16	69803	200,600;974.41,1674.73;966.31,1680.72;962.24,1690.48;962.78,1693.97;964.71,1697.84;974.9,1705.09;980.91,1711.79;986.62,1714.4;1003.08,1714.36;1008.81,1712.01;1012.59,1705.07;1014.53,1697.44;1013.58,1684.12;1008.81,1675.25;999.98,1669.75;987.37,1670.71
489	220020000	0	16	68954	100,200;1576.2,930.43;1569.68,987.99;1595.71,988.77;1608.66,989.5;1621.72,939.84
490	220020000	0	16	68956	100,600;2797.98,1074.45;2777.05,1122.54;2781.28,1132.78;2790.18,1141.45;2814.89,1141.66;2832.71,1124.31;2833.82,1093.6;2827.37,1078.02;2821.14,1070.89;2802.21,1072.22
