10	7281	
id	name	skill	skilllevel	civ	limit	product	count	dp	component
155001294	STR_L_AL_BOOK_N_C2_P_40A	40007	290	1	0	3439	1	0	3440
155001295	STR_L_AL_ORB_N_C2_P_40A	40007	299	1	0	3441	1	0	3442
155001296	STR_L_AL_BOOK_N_R2_P_40A	40007	290	1	0	3443	1	0	3444
155001297	STR_L_AL_ORB_N_R2_P_40A	40007	299	1	0	3445	1	0	3446
155001298	STR_L_AL_BOOK_N_L2_P_40A	40007	410	1	0	3447	1	0	3448
155001299	STR_L_AL_ORB_N_L2_P_40A	40007	410	1	0	3449	1	0	3450
155001300	STR_L_AL_ORB_N_R1_S_33A	40007	225	1	0	3451	1	0	3452
155001301	STR_L_AL_BOOK_N_R1_S_36A	40007	255	1	0	3453	1	0	3454
155001302	STR_L_AL_BOOK_N_L1_S_40A	40007	295	1	0	3455	1	0	3456
155001303	STR_L_AL_AL_PART_STONE4_01A	40007	300	1	0	3457	2	0	3458
155001304	STR_L_AL_AL_PART_STONE4_02A	40007	300	1	0	3459	5	0	3458
155001305	STR_L_AL_AL_PART_STONE4_03A	40007	310	1	0	3460	1	0	3461
155001306	STR_L_AL_AL_PART_STONE4_04A	40007	310	1	0	3462	1	0	3463
155001307	STR_L_AL_BOOK_N_C2_P_45A	40007	340	1	0	3464	1	0	3465
155001308	STR_L_AL_ORB_N_C2_P_45A	40007	350	1	0	3466	1	0	3467
155001309	STR_L_AL_BOOK_N_R2_P_45A	40007	340	1	0	3468	1	0	3469
155001310	STR_L_AL_ORB_N_R2_P_45A	40007	350	1	0	3470	1	0	3471
155001311	STR_L_AL_BOOK_N_L2_P_45A	40007	420	1	0	3472	1	0	3473
155001312	STR_L_AL_ORB_N_L2_P_45A	40007	420	1	0	3474	1	0	3475
155001313	STR_L_AL_BOOK_N_C2_P_50A	40007	390	1	0	3476	1	0	3477
155001314	STR_L_AL_ORB_N_C2_P_50A	40007	399	1	0	3478	1	0	3479
155001315	STR_L_AL_BOOK_N_R2_P_50A	40007	390	1	0	3480	1	0	3481
155001316	STR_L_AL_ORB_N_R2_P_50A	40007	399	1	0	3482	1	0	3483
155001317	STR_L_AL_BOOK_N_L2_P_50A	40007	430	1	0	3484	1	0	3485
155001318	STR_L_AL_ORB_N_L2_P_50A	40007	430	1	0	3486	1	0	3487
155001319	STR_L_AL_BOOK_N_R1_S_42A	40007	315	1	0	3488	1	0	3489
155001320	STR_L_AL_ORB_N_R1_S_44A	40007	335	1	0	3490	1	0	3491
155001321	STR_L_AL_ORB_N_L1_S_42A	40007	325	1	0	3492	1	0	3493
155001322	STR_L_AL_BOOK_N_L1_S_47A	40007	365	1	0	3494	1	0	3495
155001323	STR_L_AL_ITEM_DRIVE_ARTIFACT_G1	40007	199	1	0	3496	1	0	3497
155001324	STR_L_AL_AL_PART_SIEGE_01A	40007	299	1	0	3498	1	0	3499
155001325	STR_L_AL_ITEM_ABYSS_LIGHT_SIEGE01	40007	299	1	0	1508	1	0	1509
155001326	STR_L_AL_REMEDY_HP_MP_30A	40007	400	1	0	3500	3	0	3501
155001327	STR_L_AL_REMEDY_HP_MP_40A	40007	420	1	0	3502	3	0	3503
155001328	STR_L_AL_REMEDY_HP_MP_50A	40007	440	1	0	3504	3	0	3505
155001329	STR_L_AL_POTION_HP_MP_40A	40007	420	1	0	3506	3	0	3507
155001330	STR_L_AL_POTION_HP_MP_50A	40007	440	1	0	3508	3	0	3509
155001331	STR_L_AL_AL_PART_DRA_SOUL_301A	40007	400	1	0	3510	1	0	1511
155001332	STR_L_AL_AL_PART_DRA_SOUL_302A	40007	400	1	0	3511	1	0	3512
155001333	STR_L_AL_BOOK_D_R2_P_30A	40007	410	1	0	3513	1	0	3514
155001334	STR_L_AL_ORB_D_R2_P_30A	40007	410	1	0	3515	1	0	3516
155001335	STR_L_AL_AL_PART_DRA_SOUL_401A	40007	420	1	0	3517	1	0	1523
155001336	STR_L_AL_AL_PART_DRA_SOUL_402A	40007	420	1	0	3518	1	0	3519
155001337	STR_L_AL_BOOK_D_R2_P_40A	40007	430	1	0	3520	1	0	3521
155001338	STR_L_AL_ORB_D_R2_P_40A	40007	430	1	0	3522	1	0	3523
155001339	STR_L_AL_BOOK_D_L2_P_40A	40007	430	1	0	3524	1	0	3525
155001340	STR_L_AL_ORB_D_L2_P_40A	40007	430	1	0	3526	1	0	3527
155001341	STR_L_AL_AL_PART_DRA_SOUL_501A	40007	440	1	0	3528	1	0	1545
155001342	STR_L_AL_AL_PART_DRA_SOUL_502A	40007	440	1	0	3529	1	0	3530
155001343	STR_L_AL_BOOK_D_R2_P_50A	40007	449	1	0	3531	1	0	3532
155001344	STR_L_AL_ORB_D_R2_P_50A	40007	449	1	0	3533	1	0	3534
155001345	STR_L_AL_BOOK_D_L2_P_50A	40007	449	1	0	3535	1	0	3536
155001346	STR_L_AL_ORB_D_L2_P_50A	40007	449	1	0	3537	1	0	3538
155001347	STR_L_AL_OPTION_C_HP_20	40007	90	1	0	3539	1	0	3540
155001348	STR_L_AL_OPTION_C_MP_20	40007	90	1	0	3541	1	0	3542
155001349	STR_L_AL_OPTION_C_ACCURACY_20	40007	90	1	0	3543	1	0	3544
155001350	STR_L_AL_OPTION_C_DODGE_20	40007	90	1	0	3545	1	0	3546
155001351	STR_L_AL_OPTION_C_MSBOOST_20	40007	90	1	0	3547	1	0	3548
155001352	STR_L_AL_OPTION_C_PARRY_20	40007	90	1	0	3549	1	0	3550
155001353	STR_L_AL_OPTION_C_BLOCK_20	40007	90	1	0	3551	1	0	3552
155001354	STR_L_AL_OPTION_C_PHYCRITICAL_20	40007	90	1	0	3553	1	0	3554
155001355	STR_L_AL_OPTION_C_HP_30	40007	190	1	0	3555	1	0	3556
155001356	STR_L_AL_OPTION_C_MP_30	40007	190	1	0	3557	1	0	3558
155001357	STR_L_AL_OPTION_C_ACCURACY_30	40007	190	1	0	3559	1	0	3560
155001358	STR_L_AL_OPTION_C_DODGE_30	40007	190	1	0	3561	1	0	3562
155001359	STR_L_AL_OPTION_C_PHYATTACK_30	40007	190	1	0	3563	1	0	3564
155001360	STR_L_AL_OPTION_C_MSBOOST_30	40007	190	1	0	3565	1	0	3566
155001361	STR_L_AL_OPTION_C_PARRY_30	40007	190	1	0	3567	1	0	3568
155001362	STR_L_AL_OPTION_C_BLOCK_30	40007	190	1	0	3569	1	0	3570
155001363	STR_L_AL_OPTION_C_PHYCRITICAL_30	40007	190	1	0	3571	1	0	3572
155001364	STR_L_AL_OPTION_C_HP_40	40007	290	1	0	3573	1	0	3574
155001365	STR_L_AL_OPTION_C_MP_40	40007	290	1	0	3575	1	0	3576
155001366	STR_L_AL_OPTION_C_ACCURACY_40	40007	290	1	0	3577	1	0	3578
155001367	STR_L_AL_OPTION_C_DODGE_40	40007	290	1	0	3579	1	0	3580
155001368	STR_L_AL_OPTION_C_MSBOOST_40	40007	290	1	0	3581	1	0	3582
155001369	STR_L_AL_OPTION_C_PARRY_40	40007	290	1	0	3583	1	0	3584
155001370	STR_L_AL_OPTION_C_BLOCK_40	40007	290	1	0	3585	1	0	3586
155001371	STR_L_AL_OPTION_C_PHYCRITICAL_40	40007	290	1	0	3587	1	0	3588
155001372	STR_L_AL_OPTION_C_HP_50	40007	390	1	0	3589	1	0	3590
155001373	STR_L_AL_OPTION_C_MP_50	40007	390	1	0	3591	1	0	3592
155001374	STR_L_AL_OPTION_C_ACCURACY_50	40007	390	1	0	3593	1	0	3594
155001375	STR_L_AL_OPTION_C_DODGE_50	40007	390	1	0	3595	1	0	3596
155001376	STR_L_AL_OPTION_C_PHYATTACK_50	40007	390	1	0	3597	1	0	3598
155001377	STR_L_AL_OPTION_C_MSBOOST_50	40007	390	1	0	3599	1	0	3600
155001378	STR_L_AL_OPTION_C_PARRY_50	40007	390	1	0	3601	1	0	3602
155001379	STR_L_AL_OPTION_C_BLOCK_50	40007	390	1	0	3603	1	0	3604
155001380	STR_L_AL_OPTION_C_PHYCRITICAL_50	40007	390	1	0	3605	1	0	3606
155001381	STR_L_CO_FOOD_PHYATTACK_20A	40001	1	1	0	3607	2	0	3608
155001382	STR_L_CO_FOOD_MACCURACY_20A	40001	10	1	0	3609	2	0	3610
155001383	STR_L_CO_FOOD_MAXHP_20A	40001	20	1	0	3611	2	0	3612
155001384	STR_L_CO_FOOD_MAXMP_20A	40001	30	1	0	3613	2	0	3614
155001385	STR_L_CO_FOOD_DODGE_20A	40001	40	1	0	3615	2	0	3616
155001386	STR_L_CO_FOOD_MSBOOST_20A	40001	50	1	0	3617	2	0	3618
155001387	STR_L_CO_FOOD_MRESIST_20A	40001	60	1	0	3619	2	0	3620
155001388	STR_L_CO_FOOD_ACCURACY_20A	40001	70	1	0	3621	2	0	3622
155001389	STR_L_CO_FOOD_HPREGEN_20A	40001	80	1	0	3623	2	0	3624
155001390	STR_L_CO_FOOD_MPREGEN_20A	40001	90	1	0	3625	2	0	3626
155001391	STR_L_CO_FOOD_MAXHP_30A	40001	100	1	0	3627	2	0	3628
155001392	STR_L_CO_FOOD_MACCURACY_30A	40001	110	1	0	3629	2	0	3630
155001393	STR_L_CO_FOOD_ACCURACY_30A	40001	120	1	0	3631	2	0	3632
155001394	STR_L_CO_FOOD_MAXMP_30A	40001	130	1	0	3633	2	0	3634
155001395	STR_L_CO_FOOD_PHYATTACK_30A	40001	140	1	0	3635	2	0	3636
155001396	STR_L_CO_FOOD_MRESIST_30A	40001	150	1	0	3637	2	0	3638
155001397	STR_L_CO_FOOD_MPREGEN_30A	40001	160	1	0	3639	2	0	3640
155001398	STR_L_CO_FOOD_MSBOOST_30A	40001	170	1	0	3641	2	0	3642
155001399	STR_L_CO_FOOD_HPREGEN_30A	40001	180	1	0	3643	2	0	3644
155001400	STR_L_CO_FOOD_DODGE_30A	40001	190	1	0	3645	2	0	3646
155001401	STR_L_CO_FOOD_2STATS_30A	40001	185	1	0	3647	2	0	3648
155001402	STR_L_CO_FOOD_2STATS_30B	40001	195	1	0	3649	2	0	3650
155001403	STR_L_CO_FOOD_2STATS_30C	40001	145	1	0	3651	2	0	3652
155001404	STR_L_CO_FOOD_2STATS_30D	40001	175	1	0	3653	2	0	3654
155001405	STR_L_CO_FOOD_2STATS_30E	40001	175	1	0	3655	2	0	3656
155001406	STR_L_CO_FOOD_2STATS_30F	40001	145	1	0	3657	2	0	3658
155001407	STR_L_CO_FOOD_2STATS_30G	40001	135	1	0	3659	2	0	3660
155001408	STR_L_CO_FOOD_2STATS_30H	40001	175	1	0	3661	2	0	3662
155001409	STR_L_CO_FOOD_ACCURACY_40A	40001	200	1	0	3663	2	0	3664
155001410	STR_L_CO_FOOD_PHYATTACK_40A	40001	210	1	0	3665	2	0	3666
155001411	STR_L_CO_FOOD_MRESIST_40A	40001	220	1	0	3667	2	0	3668
155001412	STR_L_CO_FOOD_MSBOOST_40A	40001	230	1	0	3669	2	0	3670
155001413	STR_L_CO_FOOD_MPREGEN_40A	40001	240	1	0	3671	2	0	3672
155001414	STR_L_CO_FOOD_DODGE_40A	40001	250	1	0	3673	2	0	3674
155001415	STR_L_CO_FOOD_MACCURACY_40A	40001	260	1	0	3675	2	0	3676
155001416	STR_L_CO_FOOD_MAXMP_40A	40001	270	1	0	3677	2	0	3678
155001417	STR_L_CO_FOOD_MAXHP_40A	40001	280	1	0	3679	2	0	3680
155001418	STR_L_CO_FOOD_HPREGEN_40A	40001	290	1	0	3681	2	0	3682
155001419	STR_L_CO_FOOD_2STATS_40A	40001	295	1	0	3683	2	0	3684
155001420	STR_L_CO_FOOD_2STATS_40B	40001	255	1	0	3685	2	0	3686
155001421	STR_L_CO_FOOD_2STATS_40C	40001	215	1	0	3687	2	0	3688
155001422	STR_L_CO_FOOD_2STATS_40D	40001	265	1	0	3689	2	0	3690
155001423	STR_L_CO_FOOD_2STATS_40E	40001	275	1	0	3691	2	0	3692
155001424	STR_L_CO_FOOD_2STATS_40F	40001	285	1	0	3693	2	0	3694
155001425	STR_L_CO_FOOD_2STATS_40G	40001	285	1	0	3695	2	0	3696
155001426	STR_L_CO_FOOD_2STATS_40H	40001	235	1	0	3697	2	0	3698
155001427	STR_L_CO_FOOD_3STATS_40B	40001	400	1	0	3699	2	0	3700
155001428	STR_L_CO_FOOD_3STATS_40C	40001	400	1	0	3701	2	0	3702
155001429	STR_L_CO_FOOD_3STATS_40D	40001	400	1	0	3703	2	0	3704
155001430	STR_L_CO_FOOD_3STATS_40E	40001	400	1	0	3705	2	0	3706
155001431	STR_L_CO_FOOD_3STATS_40F	40001	400	1	0	3707	2	0	3708
155001432	STR_L_CO_FOOD_3STATS_40G	40001	400	1	0	3709	2	0	3710
155001433	STR_L_CO_FOOD_3STATS_40H	40001	400	1	0	3711	2	0	3712
155001434	STR_L_CO_FOOD_MACCURACY_50A	40001	300	1	0	3713	2	0	3714
155001435	STR_L_CO_FOOD_MRESIST_50A	40001	310	1	0	3715	2	0	3716
155001436	STR_L_CO_FOOD_MAXMP_50A	40001	320	1	0	3717	2	0	3718
155001437	STR_L_CO_FOOD_ACCURACY_50A	40001	330	1	0	3719	2	0	3720
155001438	STR_L_CO_FOOD_HPREGEN_50A	40001	340	1	0	3721	2	0	3722
155001439	STR_L_CO_FOOD_DODGE_50A	40001	350	1	0	3723	2	0	3724
155001440	STR_L_CO_FOOD_MSBOOST_50A	40001	360	1	0	3725	2	0	3726
155001441	STR_L_CO_FOOD_PHYATTACK_50A	40001	370	1	0	3727	2	0	3728
155001442	STR_L_CO_FOOD_MPREGEN_50A	40001	380	1	0	3729	2	0	3730
155001443	STR_L_CO_FOOD_MAXHP_50A	40001	390	1	0	3731	2	0	3732
155001444	STR_L_CO_FOOD_2STATS_50A	40001	385	1	0	3733	2	0	3734
155001445	STR_L_CO_FOOD_2STATS_50B	40001	355	1	0	3735	2	0	3736
155001446	STR_L_CO_FOOD_2STATS_50C	40001	375	1	0	3737	2	0	3738
155001447	STR_L_CO_FOOD_2STATS_50D	40001	365	1	0	3739	2	0	3740
155001448	STR_L_CO_FOOD_2STATS_50E	40001	365	1	0	3741	2	0	3742
155001449	STR_L_CO_FOOD_2STATS_50F	40001	395	1	0	3743	2	0	3744
155001450	STR_L_CO_FOOD_2STATS_50G	40001	395	1	0	3745	2	0	3746
155001451	STR_L_CO_FOOD_2STATS_50H	40001	375	1	0	3747	2	0	3748
155001452	STR_L_CO_FOOD_3STATS_50B	40001	420	1	0	3749	2	0	3750
155001453	STR_L_CO_FOOD_3STATS_50C	40001	420	1	0	3751	2	0	3752
155001454	STR_L_CO_FOOD_3STATS_50D	40001	420	1	0	3753	2	0	3754
155001455	STR_L_CO_FOOD_3STATS_50E	40001	420	1	0	3755	2	0	3756
155001456	STR_L_CO_FOOD_3STATS_50F	40001	420	1	0	3757	2	0	3758
155001457	STR_L_CO_FOOD_3STATS_50G	40001	420	1	0	3759	2	0	3760
155001458	STR_L_CO_FOOD_3STATS_50H	40001	420	1	0	3761	2	0	3762
155001459	STR_L_CO_CO_PART_SIEGE_01A	40001	299	1	0	3763	1	0	3764
155001460	STR_L_CO_ITEM_ABYSS_LIGHT_SIEGE01	40001	299	1	0	1508	1	0	1509
155001461	STR_L_CO_FOOD_DR_2STATS_30A	40001	400	1	0	3765	2	0	3766
155001462	STR_L_CO_FOOD_DR_2STATS_30B	40001	400	1	0	3767	2	0	3768
155001463	STR_L_CO_FOOD_DR_2STATS_30C	40001	400	1	0	3769	2	0	3770
155001464	STR_L_CO_FOOD_DR_2STATS_30D	40001	400	1	0	3771	2	0	3772
155001465	STR_L_CO_FOOD_DR_2STATS_30E	40001	400	1	0	3773	2	0	3774
155001466	STR_L_CO_FOOD_DR_2STATS_30F	40001	400	1	0	3775	2	0	3776
155001467	STR_L_CO_FOOD_DR_2STATS_30G	40001	400	1	0	3777	2	0	3778
155001468	STR_L_CO_FOOD_DR_2STATS_30H	40001	400	1	0	3779	2	0	3780
155001469	STR_L_CO_FOOD_DR_2STATS_40A	40001	420	1	0	3781	2	0	3782
155001470	STR_L_CO_FOOD_DR_2STATS_40B	40001	420	1	0	3783	2	0	3784
155001471	STR_L_CO_FOOD_DR_2STATS_40C	40001	420	1	0	3785	2	0	3786
155001472	STR_L_CO_FOOD_DR_2STATS_40D	40001	420	1	0	3787	2	0	3788
155001473	STR_L_CO_FOOD_DR_2STATS_40E	40001	420	1	0	3789	2	0	3790
155001474	STR_L_CO_FOOD_DR_2STATS_40F	40001	420	1	0	3791	2	0	3792
155001475	STR_L_CO_FOOD_DR_2STATS_40G	40001	420	1	0	3793	2	0	3794
155001476	STR_L_CO_FOOD_DR_2STATS_40H	40001	420	1	0	3795	2	0	3796
155001477	STR_L_CO_FOOD_DR_3STATS_40A	40001	420	1	0	3797	2	0	3798
155001478	STR_L_CO_FOOD_DR_3STATS_40B	40001	420	1	0	3799	2	0	3800
155001479	STR_L_CO_FOOD_DR_3STATS_40C	40001	420	1	0	3801	2	0	3802
155001480	STR_L_CO_FOOD_DR_3STATS_40D	40001	420	1	0	3803	2	0	3804
155001481	STR_L_CO_FOOD_DR_3STATS_40E	40001	420	1	0	3805	2	0	3806
155001482	STR_L_CO_FOOD_DR_3STATS_40F	40001	420	1	0	3807	2	0	3808
155001483	STR_L_CO_FOOD_DR_3STATS_40G	40001	420	1	0	3809	2	0	3810
155001484	STR_L_CO_FOOD_DR_3STATS_40H	40001	420	1	0	3811	2	0	3812
155001485	STR_L_CO_FOOD_DR_2STATS_50A	40001	440	1	0	3813	2	0	3814
155001486	STR_L_CO_FOOD_DR_2STATS_50B	40001	440	1	0	3815	2	0	3816
155001487	STR_L_CO_FOOD_DR_2STATS_50C	40001	440	1	0	3817	2	0	3818
155001488	STR_L_CO_FOOD_DR_2STATS_50D	40001	440	1	0	3819	2	0	3820
155001489	STR_L_CO_FOOD_DR_2STATS_50E	40001	440	1	0	3821	2	0	3822
155001490	STR_L_CO_FOOD_DR_2STATS_50F	40001	440	1	0	3823	2	0	3824
155001491	STR_L_CO_FOOD_DR_2STATS_50G	40001	440	1	0	3825	2	0	3826
155001492	STR_L_CO_FOOD_DR_2STATS_50H	40001	440	1	0	3827	2	0	3828
155001493	STR_L_CO_FOOD_DR_3STATS_50A	40001	440	1	0	3829	2	0	3830
155001494	STR_L_CO_FOOD_DR_3STATS_50B	40001	440	1	0	3831	2	0	3832
155001495	STR_L_CO_FOOD_DR_3STATS_50C	40001	440	1	0	3833	2	0	3834
155001496	STR_L_CO_FOOD_DR_3STATS_50D	40001	440	1	0	3835	2	0	3836
155001497	STR_L_CO_FOOD_DR_3STATS_50E	40001	440	1	0	3837	2	0	3838
155001498	STR_L_CO_FOOD_DR_3STATS_50F	40001	440	1	0	3839	2	0	3840
155001499	STR_L_CO_FOOD_DR_3STATS_50G	40001	440	1	0	3841	2	0	3842
155001500	STR_L_CO_FOOD_DR_3STATS_50H	40001	440	1	0	3843	2	0	3844
155001501	STR_L_CO_FOOD_DPHEAL_40A	40001	420	1	0	3845	2	0	3846
155001502	STR_L_CO_FOOD_DPHEAL_50A	40001	440	1	0	3847	2	0	3848
155001503	STR_L_CO_FOOD_SPAKY_6_N	40001	95	1	0	3849	2	0	3850
155001504	STR_L_CO_FOOD_3C_FLYINGEYE_29_AE	40001	195	1	0	3851	2	0	3852
155001505	STR_L_CO_FOOD_DRAKYBABY_28_AN	40001	195	1	0	3853	2	0	3854
155001506	STR_L_CO_FOOD_GRIFFO_31_AN	40001	295	1	0	3855	2	0	3856
155001507	STR_L_CO_FOOD_AGRINTBABY_35_AN	40001	295	1	0	3857	2	0	3858
155001508	STR_L_CV_WS_MATERIAL_N_C_25A	40009	1	1	0	3859	3	200	3860
155001509	STR_L_CV_WS_MATERIAL_N_C_30A	40009	1	1	0	3861	3	200	3862
155001510	STR_L_CV_WS_MATERIAL_N_C_35A	40009	1	1	0	3863	3	200	3864
155001511	STR_L_CV_WS_MATERIAL_N_C_40A	40009	1	1	0	3865	3	200	3866
155001512	STR_L_CV_WS_MATERIAL_N_C_45A	40009	1	1	0	3867	3	200	3868
155001513	STR_L_CV_WS_MATERIAL_N_C_50A	40009	1	1	0	3869	3	200	3870
155001514	STR_L_CV_WS_MATERIAL_N_R_35A	40009	1	1	0	3871	3	200	3872
155001515	STR_L_CV_WS_MATERIAL_N_R_40A	40009	1	1	0	3873	3	200	3874
155001516	STR_L_CV_WS_MATERIAL_N_R_45A	40009	1	1	0	3875	3	200	3876
155001517	STR_L_CV_WS_MATERIAL_N_R_50A	40009	1	1	0	3877	3	200	3878
155001518	STR_L_CV_AS_MATERIAL_N_C_23A	40009	1	1	0	3879	3	200	3880
155001519	STR_L_CV_AS_MATERIAL_N_C_28A	40009	1	1	0	3881	3	200	3882
155001520	STR_L_CV_AS_MATERIAL_N_C_33A	40009	1	1	0	3883	3	200	3884
155001521	STR_L_CV_AS_MATERIAL_N_C_38A	40009	1	1	0	3885	3	200	3886
155001522	STR_L_CV_AS_MATERIAL_N_C_43A	40009	1	1	0	3887	3	200	3888
155001523	STR_L_CV_AS_MATERIAL_N_C_48A	40009	1	1	0	3889	3	200	3890
155001524	STR_L_CV_AS_MATERIAL_N_R_33A	40009	1	1	0	3891	3	200	3892
155001525	STR_L_CV_AS_MATERIAL_N_R_38A	40009	1	1	0	3893	3	200	3894
155001526	STR_L_CV_AS_MATERIAL_N_R_43A	40009	1	1	0	3895	3	200	3896
155001527	STR_L_CV_AS_MATERIAL_N_R_48A	40009	1	1	0	3897	3	200	3898
155001528	STR_L_CV_AS_MATERIAL_N_C_23B	40009	1	1	0	3899	3	200	3900
155001529	STR_L_CV_AS_MATERIAL_N_C_28B	40009	1	1	0	3901	3	200	3902
155001530	STR_L_CV_AS_MATERIAL_N_C_33B	40009	1	1	0	3903	3	200	3904
155001531	STR_L_CV_AS_MATERIAL_N_C_38B	40009	1	1	0	3905	3	200	3906
155001532	STR_L_CV_AS_MATERIAL_N_C_43B	40009	1	1	0	3907	3	200	3908
155001533	STR_L_CV_AS_MATERIAL_N_C_48B	40009	1	1	0	3909	3	200	3910
155001534	STR_L_CV_AS_MATERIAL_N_R_33B	40009	1	1	0	3911	3	200	3912
155001535	STR_L_CV_AS_MATERIAL_N_R_38B	40009	1	1	0	3913	3	200	3914
155001536	STR_L_CV_AS_MATERIAL_N_R_43B	40009	1	1	0	3915	3	200	3916
155001537	STR_L_CV_AS_MATERIAL_N_R_48B	40009	1	1	0	3917	3	200	3918
155001538	STR_L_WS_MACE_N_R1_S_49A	40002	385	1	0	3919	1	0	3920
155001539	STR_L_WS_2HSWORD_N_L1_S_48A	40002	375	1	0	3921	1	0	3922
155001540	STR_L_WS_DAGGER_N_L1_S_47A	40002	365	1	0	3923	1	0	3924
155001541	STR_L_AS_CH_GLOVE_N_R1_S_47A	40003	365	1	0	3925	1	0	3926
155001542	STR_L_AS_PL_GLOVE_N_R1_S_47A	40003	365	1	0	3927	1	0	3928
155001543	STR_L_AS_SHIELD_N_L1_S_48A	40003	375	1	0	3929	1	0	3930
155001544	STR_L_AS_CH_GLOVE_N_L1_S_49A	40003	385	1	0	3931	1	0	3932
155001545	STR_L_AS_PL_GLOVE_N_L1_S_49A	40003	385	1	0	3933	1	0	3934
155001546	STR_L_TA_BELT_N_L1_S_50A	40004	385	1	0	3935	1	0	3936
155001547	STR_L_TA_LT_SHOES_N_L1_S_47A	40004	365	1	0	3937	1	0	3938
155001548	STR_L_TA_LT_PANTS_N_L1_S_47A	40004	365	1	0	3939	1	0	3940
155001549	STR_L_TA_RB_TORSO_N_R1_S_46A	40004	365	1	0	3941	1	0	3942
155001550	STR_L_TA_AC_HEAD_N_R1_GB_45A	40004	350	1	0	3943	1	0	3944
155001551	STR_L_TA_BELT_N_L1_S_47B	40004	375	1	0	3945	1	0	3946
155001552	STR_L_TA_RB_PANTS_N_L1_S_50A	40004	385	1	0	3947	1	0	3948
155001553	STR_L_HA_EARRING_N_R1_S_47A	40008	365	1	0	3949	1	0	3950
155001554	STR_L_HA_AC_HEAD_N_R1_AG_45A	40008	350	1	0	3951	1	0	3952
155001555	STR_L_HA_RING_N_L1_S_48A	40008	375	1	0	3953	1	0	3954
155001556	STR_L_HA_EARRING_N_L1_S_48A	40008	375	1	0	3955	1	0	3956
155001557	STR_L_HA_EARRING_N_L1_S_47A	40008	365	1	0	3957	1	0	3958
155001558	STR_L_HA_BOW_N_R1_S_47A	40008	365	1	0	3959	1	0	3960
155001559	STR_L_HA_STAFF_N_L1_S_47A	40008	375	1	0	3961	1	0	3962
155001560	STR_L_AL_BOOK_N_R1_S_46A	40007	355	1	0	3963	1	0	3964
155001561	STR_L_AL_ORB_N_L1_S_48A	40007	375	1	0	3965	1	0	3966
155001562	STR_L_AL_BOOK_N_L1_S_50A	40007	385	1	0	3967	1	0	3968
155001563	STR_L_CO_FOOD_2STATS_S_50I	40001	385	1	0	3969	2	0	3970
155001564	STR_L_CO_FOOD_2STATS_S_50J	40001	365	1	0	3971	2	0	3972
155001565	STR_L_CO_FOOD_DBROWNIEL	40001	295	1	0	3973	2	0	3974
155001566	STR_L_CO_FOOD_KRALLSCOUTL	40001	295	1	0	3975	2	0	3976
155001567	STR_L_AS_PL_SHOUL_N_L1_S_49A	40003	385	1	0	3977	1	0	3932
155001568	STR_L_AS_CH_GLOVE_N_L1_S_47A	40003	365	1	0	3978	1	0	3979
155001569	STR_L_AS_CH_SHOUL_N_L1_S_47A	40003	365	1	0	3980	1	0	3979
155001570	STR_L_TA_LT_HEAD_N_L1_S_50A	40004	385	1	0	3981	1	0	3982
155001571	STR_L_TA_RB_HEAD_N_L1_S_47A	40004	375	1	0	3983	1	0	3984
155001572	STR_L_TA_RB_SHOES_N_L1_S_50A	40004	385	1	0	3985	1	0	3986
155001573	STR_L_HA_RING_N_L1_S_47A	40008	365	1	0	3987	1	0	3988
155001574	STR_L_WS_SWORD_N_R2_H_44A	40002	340	1	0	3989	1	0	3990
155001575	STR_L_WS_POLEARM_N_R2_H_44A	40002	340	1	0	3991	1	0	3992
155001576	STR_L_HA_BOW_N_R2_H_44A	40008	340	1	0	3993	1	0	3994
155001577	STR_L_HA_SHIELD_N_R2_H_44A	40008	340	1	0	3995	1	0	3996
155001578	STR_L_HA_ORB_N_R2_H_44A	40008	340	1	0	3997	1	0	3998
155001579	STR_L_AL_BOOK_N_R2_H_44A	40007	340	1	0	3999	1	0	4000
155001580	STR_L_AL_STAFF_N_R2_H_44A	40007	340	1	0	4001	1	0	4002
155001581	STR_L_CO_DAGGER_N_R2_H_44A	40001	340	1	0	4003	1	0	4004
155001582	STR_L_CO_MACE_N_R2_H_44A	40001	340	1	0	4005	1	0	4006
155001583	STR_L_CO_2HSWORD_N_R2_H_44A	40001	340	1	0	4007	1	0	4008
155001584	STR_L_CV_WS_MATERIAL_N_L_45A	40009	1	1	0	4009	3	200	4010
155001585	STR_L_CV_WS_MATERIAL_N_L_50A	40009	1	1	0	4011	3	200	4012
155001586	STR_L_CV_AS_MATERIAL_N_L_43A	40009	1	1	0	4013	3	200	4014
155001587	STR_L_CV_AS_MATERIAL_N_L_48A	40009	1	1	0	4015	3	200	4016
155001588	STR_L_CV_AS_MATERIAL_N_L_43B	40009	1	1	0	4017	3	200	4018
155001589	STR_L_CV_AS_MATERIAL_N_L_48B	40009	1	1	0	4019	3	200	4020
155001590	STR_L_CV_CV_METAL_N_U_S_40A	40009	1	1	0	4021	1	4000	4022
155001591	STR_L_WS_MACE_N_U1_S_44A	40002	440	1	0	4023	1	0	4024
155001592	STR_L_WS_DAGGER_N_U1_S_50A	40002	449	1	0	4025	1	0	4026
155001593	STR_L_WS_POLEARM_N_U1_S_50A	40002	449	1	0	4027	1	0	4026
155001594	STR_L_WS_2HSWORD_N_U1_S_50A	40002	449	1	0	4028	1	0	4029
